dbmsnr,hzbnr01,mstnam02,gew03,mpmua04,egarea05,daterr06,datauf07,xrkko08,yhkko09,aufge_f,nschreiber,longitude,latitude
7000017,101303,Leutasch-Kirchplatzl,Leutascher Ache,1100,0,1900,,236835.0,388435.04,,J,11.171113136057942,47.37493910286832
6000149,112292,Leutschach,Saggaubach,370,0,1936,,563052.02,308118.52,,,15.463471159065238,46.65270762600713
4000159,106831,Liebenau,Kamp,953,0,1885,,508951.88,516003.24,,,14.808137643819654,48.5337995384682
7004474,105015,Lienz-Tristach,Drau,663,0,1970,,359024.1,324445.89,,,12.795550209344215,46.8183761247454
6000021,106112,Liezen,Enns,670,0,1901,,467940.59,408252.53,,J,14.235861967232704,47.57020656716841
6000138,112185,Ligist,Kainach,370,0,1901,,542583.09,344860.79,,,15.207649575495582,46.98793626729094
6000187,112680,Limberg,Schwarze Sulm,450,0,1984,,543275.8,317921.89,,,15.208221830228752,46.74546568552935
4000124,105726,Linz (Wasserwerk Scharlinz),Traun,260,0,1988,,472608.98,485647.45,,,14.310827333563276,48.26593137921414
4000059,104877,Linz-Urfahr,Donau,305,0,1898,,469828.92,491544.16,,J,14.274333503065916,48.31927789425888
1000044,110700,Loretto,Leitha,231,0,1989,,638229.51,450859.39,,,16.52144812619284,47.913177108721065
8000091,100917,Ludesch,Ill,550,0,1990,,131293.94,371998.5,,,9.784498484796284,47.19221695333993
3000011,107029,Lunz am See,Ybbs,611,0,1895,,529790.72,440886.17,,J,15.067617658828894,47.85435073784743
8000044,100446,Lustenau,Rhein,404,0,1931,,123784.7,399140.07,,J,9.66858437099307,47.43302613901768
1000013,110387,Lutzmannsburg,Rabnitz,206,0,1930,,649161.01,401299.6,,,16.63941638664092,47.46356883898424
7000093,102236,Längenfeld,Ötztaler Ache,1180,0,1895,,220616.42,355653.5,,,10.969610883214692,47.07585053023002
3000213,109413,Mailberg,Pulkau,208,0,1895,,609818.17,534165.39,,,16.18232519309892,48.6718888333283
3000090,107813,Maissau,Schmida,333,0,1895,,583697.55,521529.64,,,15.822317700075358,48.56636936876144
2000157,114694,Maitratten-Sonnleiten,Gurk,976,0,1989,,445738.88,320911.14,,,13.93180333268268,46.78629628940599
2000031,113399,Malta,Malta,835,0,1860,,413203.31,339427.94,,,13.506133361467596,46.95434597969852
1000009,110338,Mannersdorf an der Rabnitz,Rabnitz,252,0,1931,,640190.76,396408.77,,,16.517844058657285,47.42296885927243
4000116,105635,Maria Laah,Donau,358,0,1895,,477685.06,468784.76,,,14.376170551059362,48.11366084959637
3000043,107342,Maria Langegg,Donau,511,0,1897,,557209.5,493587.24,,,15.45318206429338,48.32220118654152
6000137,112177,Maria Lankowitz,Teigitsch,530,0,1901,,531533.49,353241.15,,,15.064844818573578,47.065623944726674
2000050,113597,Maria Luggau,Gail,1134,0,1867,,355055.18,311645.35,,,12.744806581554988,46.702942206821874
4000133,106310,Maria Neustift,Enns,"609,3",0,1895,,495348.66,449561.42,,,14.60919370519198,47.93837770375789
3000341,116038,Maria-Anzbach,Große Tulln,"345,4",0,1991,,594371.24,482311.44,,,15.949012827231403,48.2106447367122
3000262,109926,Mariensee,Großer Pestingbach,869,0,1895,,598478.68,407908.28,,,15.970314198144482,47.54040230907477
1000095,111476,Markt Allhau,Lafnitz,327,0,1996,,608632.28,376294.67,,,16.090256249480525,47.25296271459574
7000107,102376,Matrei am Brenner,Sill,991,0,1886,,257487.71,360601.6,,,11.453521246298992,47.12942614991191
7000216,113050,Matrei in Osttirol,Tauernbach,1001,0,1886,,339944.56,345101.97,,J,12.542716197458205,47.00275607920119
4000007,104349,Mattighofen,Mattig,457,0,1895,,385666.92,464425.73,,,13.140138165098769,48.07894201014771
3000229,109579,Matzen,Weidenbach,170,0,1895,,649127.62,505078.77,,,16.698536975336452,48.39636065212799
6000103,111831,Mautern,Liesingbach,753,0,1902,,509197.75,391347.43,,,14.780095504690228,47.41252323020648
4000118,105650,Mauthausen,Donau,247,0,1895,,486879.98,483673.26,,,14.502679701366189,48.246405685681005
8000040,100404,Meiningen,Rhein,423,0,1893,,116407.57,384919.79,,,9.579988386044135,47.30205435166071
8000050,100503,Meschach,Rheintalbinnenkanal,857,0,1894,,124500.29,388198.31,,,9.684877920065391,47.33498921202186
6000009,105999,Michaelerberg,Enns,1280,0,1956,,441980.59,390174.19,,,13.889029721452138,47.40973904676803
3000190,109181,Miesenbach,Piesting,480,0,1981,,598139.41,440928.94,,,15.98073891076758,47.83742185530673
3000022,107136,Mitterbach,Große Erlauf,865,0,1909,,547880.75,438063.91,,,15.308390263756838,47.82508848507324
4000146,106443,Molln,Steyr,473,0,1895,,465957.74,441264.44,,,14.21446343652512,47.86739761846665
3000128,108464,Moosbrunn,Piesting,198,0,1951,,632232.15,462676.92,,,16.447586337717606,48.02159035687547
5000088,111500,Muhr,Mur,1110,0,1895,,410651.66,356492.82,,,13.472997499136328,47.10793795906639
8000079,100792,Möggers,Leiblach,929,0,1946,,135476.76,412897.51,,,9.815200274961548,47.561539383699966
3000264,109942,Mönichkirchner Schwaig,Großer Pestingbach,1188,0,1895,,601329.66,405563.24,,,16.007102329546356,47.51844002995221
1000025,110502,Mörbisch am See,Neusiedler See,130,0,1931,,649840.35,433948.24,,,16.666984182182656,47.75678708406716
3000164,108845,Mühldorf bei Spitz,Donau,375,0,1907,,549215.65,499188.89,,,15.34735537572246,48.37448066605838
4000023,104513,Münzkirchen,Donau,498,0,1894,,417570.54,508920.31,,,13.57023133898432,48.47911726746765
6000110,111906,Mürzsteg,Mürz,810,0,1901,,560546.41,421503.79,,,15.47145345252858,47.67313931560532
7000007,101204,Namlos,Lech,1260,0,1900,,198034.49,387363.06,,,10.657970083511731,47.3544202331535
7000165,102954,Nassereith,Gurglbach,854,0,1973,,212315.31,381952.93,,,10.84924936679256,47.31003856090537
7000263,119396,Navis,Sill,1385,0,1992,,264451.49,360933.96,,,11.545207907628962,47.133896836769054
3000252,109827,Naßwald,Naßbach,"597,5",0,1867,,578032.24,432598.62,,,15.708781618400025,47.76835420917217
1000046,110726,Nebersdorf,Stoob,225,0,1989,,643900.89,405640.0,,,16.572084023820036,47.504577576672965
3000009,107003,Neuhaus am Zellerain,Ybbs,1076,0,1893,,540407.99,434553.65,,,15.20745815088722,47.795179846179
4000040,104687,Neuhaus an der Donau,Donau,450,0,1884,,449303.73,502909.18,,,13.998829693609691,48.42340280411823
6000176,112573,Neuhof,Mur,770,0,1979,,537775.27,371887.65,,,15.152756291497164,47.2320754906613
4000109,105569,Neuhofen an der Krems,Krems,326,0,1895,,466167.11,470795.78,,,14.221761213534451,48.13303422226539
5000062,104059,Neukirchen,Salzach,830,0,1973,,321700.5,373015.78,,,12.297870964985652,47.25196669634303
4000045,104737,Neukirchen am Walde,Aschach,555,0,1895,,432738.16,501046.93,,,13.774823511117376,48.40770850803284
4000004,104307,Neukirchen an der Enknach,Enknach,404,0,1895,,378001.36,475780.23,,,13.03664417678731,48.18086533718529
1000052,110908,Neumarkt an der Raab,Raab,243,0,1930,,615237.42,340301.66,,,16.160201734281923,46.92718192736695
4000042,104703,Neumarkt im Hausruck,Aschach,284,0,1895,,429513.36,486117.99,,,13.730234464419764,48.273578168428834
4000115,105627,Neumarkt im Mühlkreis,Kleine Gusen,618,0,1895,,484243.85,506799.03,,,14.471731726287151,48.45475236832969
1000014,110395,Neustift an der Rosalia,Wulka,597,0,1940,,623882.62,427340.01,,,16.31752595140711,47.70686504067648
7000180,103101,Neustift i. St.-Volderau,Ruetz,1130,0,1947,,242215.92,354239.3,,,11.254493538036836,47.06869307154373
4000068,104968,Neustift im Mühlkreis,Ranna,597,0,1989,,431940.95,514184.69,,,13.765033025824916,48.52591580173242
4000067,104950,Neußerling,Große Rodl,615,0,1988,,462041.77,503861.84,,,14.171100303291984,48.43086728875994
3000410,116442,Nexing,Waidenbach,201,0,1996,,645733.71,515434.43,,,16.658716509672924,48.49073346207289
1000006,110080,Nickelsdorf,Leitha,130,0,1930,,680372.16,456197.81,,,17.08819761141866,47.94423770350223
7000187,103176,Niederndorferberg,Inn,980,0,1979,,317798.04,419750.96,,,12.237574697629103,47.67194123942163
1000037,110627,Nikitsch,Rabnitz,222,0,1951,,650937.51,408845.73,,,16.667255809454687,47.53072047784814
7000227,114942,Nikolsdorf,Drau,650,0,1988,,367284.97,320851.12,,,12.904088604164992,46.786496840517664
6000214,114033,Noreia,Görtschitz,1060,0,1948,,490869.29,346750.44,,,14.528113309428427,47.01410818877928
5000060,104000,Nußdorf,Oichten,460,0,1895,,376003.28,452796.31,,,13.011061837180304,47.97403039530784
6000097,111773,Obdach,Granitzenbach,875,0,1901,,503315.75,353001.75,,,14.69326485826212,47.06851166994431
1000065,111187,Oberdorf im Burgenland,Strem,352,0,1925,,617693.64,373311.21,,,16.20847209553548,47.22318613430528
2000003,113118,Oberdrauburg,Drau,621,0,1874,,372516.81,316520.81,,,12.97288760598406,46.74777493110089
2000100,114124,Oberglan,Glan,581,0,1874,,459388.67,309981.27,,,14.109174227617604,46.68687394284558
6003670,115428,Obergoggitsch,Mur,472,0,2015,,576916.75,352338.92,,,15.661848675819808,47.04685596927801
4000026,104547,Oberkappel,Ranna,522,0,1928,,432044.31,517160.31,,,13.766655807458474,48.55267388476019
7000105,102350,Obernberg am Brenner,Obernberger Seebach,1360,0,1946,,255091.51,348252.13,,,11.425940975309643,47.01781479124935
5000061,104018,Oberndorf,Salzach,446,0,1951,,371265.64,451338.53,,,12.94768718194866,47.9607200871156
1000012,110379,Oberpullendorf,Stoob,233,0,1923,,640580.51,403727.31,,,16.526990032885674,47.48861812413117
7000222,113589,Obertilliach,Gail,1400,0,1895,,345409.11,312313.61,,,12.61856988828741,46.70822383743172
4000070,105148,Obertraun,Traun,513,0,1954,,426010.47,406748.89,,,13.678327623974718,47.55969332004931
4000122,105700,Oberwang,Mondsee,595,0,1981,,406863.22,441114.04,,,13.42433558523862,47.86935384179391
1000058,111112,Oberwart,Pinka,314,0,1930,,618316.86,379780.6,,J,16.219867926364746,47.281148257639096
7000098,102285,Obsteig,Inn,950,0,1880,,217869.84,380691.23,,,10.923214607055098,47.300267352422
7000096,102269,Ochsengarten-Obergut,Ötztaler Ache,1695,0,1911,,217247.48,372835.29,,,10.918219606830265,47.229442114195216
3000004,106948,Oed,Donau,397,0,1895,,505107.11,470629.24,,,14.74493659160934,48.12636471684838
7000095,102251,Oetz,Ötztaler Ache,799,0,1910,,215995.26,369882.52,,,10.902908150920169,47.20253515516268
1000022,110478,Oggau,Neusiedler See,120,0,1931,,649421.34,442523.51,,,16.666300680587955,47.83402798999132
3000362,116251,Ollersbach,Große Tulln,244,0,1992,,587723.55,480932.73,,,15.858988645080506,48.200224963660936
6000039,106534,Oppenberg,Gulling,1060,0,1977,,470557.84,399266.11,,,14.269220233400045,47.48908081700469
3000016,107078,Opponitz,Ybbs,402,0,1926,,512013.5,444598.61,,,14.83099130121058,47.89106661789511
2000048,113563,Ossiach,Ossiacher See,526,0,1880,,448765.05,306905.31,,,13.96994638713802,46.66006383103893
4000003,104042,Ostermiething,Salzach,"409,7",0,1883,,362788.67,461393.34,,,12.833275682019794,48.05073696347591
6000194,112755,Osterwitz,Laßnitz,1220,0,1985,,533306.4,330649.31,,,15.08150317541938,46.86204123151391
6000220,123067,Osterwitz-Winkel,Laßnitz,1000,0,1994,,532426.08,332585.8,,,15.070524978865544,46.87963837387431
3000048,107391,Ottenschlag,Große Krems,"861,4",0,1908,,539956.35,504512.06,,,15.22412615199554,48.42443639098098
4000056,104844,Ottensheim,Große Rodl,264,0,1895,,462199.84,492590.29,,,14.171598746093318,48.329470588032905
3000069,107607,Ottenstein,Kamp,553,0,1913,,548052.61,522342.12,,,15.339717335595058,48.582934601252624
6000169,112508,Paal-Stadl,Paalbach,870,0,1974,,450067.14,354577.73,,,13.992222898601993,47.08889792367891
6000133,112136,Pack,Teigitsch,1115,0,1930,,525681.96,343452.03,,,14.985071954470392,46.97870850824752
1000002,109637,Pama,Wiesgraben,134,0,1951,,675756.51,467510.87,,,17.03366958324432,48.04788616788988
1000045,110718,Parndorf,Leitha,181,0,1990,,663168.78,461189.51,,,16.86111242056655,47.99634011734835
2900136,115436,Paulitschsattel,Vellach,1203,0,2019,,494801.4,280310.42,,,14.566004160476716,46.41581774432634
4000153,106583,Pechgraben,Enns,430,0,1990,,489641.3,446294.41,,,14.532116736209344,47.90980546382259
6000203,112847,Pernegg,Mur,460,0,1991,,551141.93,386969.54,,,15.33439105137498,47.364783723970646
4000043,104711,Peuerbach,Aschach,372,0,1907,,433847.71,489755.11,,,13.78892432585654,48.30608229594152
4000028,104562,Pfarrkirchen,Ranna,827,0,1895,,436216.88,511903.54,,,13.822738229765475,48.50517201763647
8000104,100974,Pfänder,Bodensee,1055,0,1995,,132572.74,407056.7,,,9.780190672942632,47.50785264040815
4000052,104802,Piberstein,Große Rodl,871,0,1956,,464127.78,514044.07,,,14.200824367294754,48.522241463847394
1000071,111260,Pilgersdorf,Zöbernbach,360,0,1930,,628500.69,394456.88,,,16.361971588941604,47.40962086813002
3000139,108571,Pillichsdorf,Rußbach,169,0,1895,,636673.38,501417.69,,,16.528428927498123,48.36818211837037
1000057,111104,Pinkafeld,Pinka,397,0,1901,,609841.24,389932.85,,,16.112661100298507,47.37520892898274
7000074,102046,Plangeroß,Pitze,1605,0,1895,,212528.67,346028.21,,,10.867169049084245,46.9870217132324
6000040,106567,Planneralm,Donnersbach,1605,0,1938,,465603.95,389810.15,,,14.202066583779136,47.404523068958426
6000126,112060,Pleschkogel,Mur,770,0,1933,,540633.71,361782.34,,,15.187324812020778,47.140569120423
1000030,110551,Podersdorf am See,Neusiedler See,121,0,1943,,662130.42,445444.04,,,16.837702151399544,47.85525304840581
3000245,109751,Pommersdorf,Deutsche Thaya,"490,2",0,1981,,553856.26,551275.19,,,15.428924045658372,48.84167798906905
5002239,111492,Postalm,Rußbach,1170,0,2006,,407229.41,416803.33,,,13.428844136580947,47.65062907164914
3000117,108266,Pottenstein,Triesting,328,0,1910,,605769.39,455271.98,,,16.089428593366364,47.96400241664261
3000257,109876,Pottschach,Schwarza,412,0,1884,,599594.83,424288.4,,,15.992575250959678,47.68734977669835
2000118,114306,Preblau,Lavant,790,0,1895,,511945.18,337484.51,,,14.803028294363822,46.92750272974303
6000111,111914,Preiner Gscheid,Mürz,890,0,1952,,577726.65,420644.34,,,15.69985324189064,47.6609356929915
7000215,113043,Prägraten,Isel,1340,0,1895,,327212.75,346891.64,,,12.37497870616076,47.01756483180177
3000079,107706,Pyhra,Perschling,298,0,1920,,575759.42,474747.08,,,15.695547021992793,48.14798848582511
6000073,111310,Pöllau,Saifenbach,420,0,1901,,589123.94,381611.09,,,15.834846266495148,47.30670265458368
6000078,111393,Pöllau (Zentralstation),Safen,525,0,1982,,586984.62,383716.16,,,15.807446345762742,47.32624905171099
4000057,104851,Pöstlingberg,Donau,490,0,1929,,468571.19,492632.03,,,14.257545830903265,48.329198161585545
4000076,105205,Pötschen,Traun,1000,0,1945,,427215.5,413802.92,,,13.694777544441356,47.62311034590604
1000016,110411,Pöttsching,Wulka,215,0,1931,,627750.04,438280.42,,,16.374737953797617,47.80387371219831
7000181,103119,Radfeld,Inn,514,0,1977,,291992.27,394852.81,,,11.900016061348838,47.44416750908663
5000084,105916,Radstadt,Enns,890,0,1881,,409123.38,387679.44,,,13.453477030118137,47.38856797991803
4000157,106807,Rainbach im Mühlkreis,Feldaist,690,0,1887,,484886.46,517491.11,,,14.482553236663486,48.55082666070552
3000062,107532,Rappottenstein,Kleiner Kamp,586,0,1907,,530153.76,515341.72,,,15.09499746714685,48.52388672674192
1000072,111286,Redlschlag,Güns,704,0,1972,,622833.29,397396.71,,,16.288388667287013,47.43801351806942
2000117,114298,Reichenfels,Lavant,791,0,1900,,507515.16,346201.62,,,14.746932037150394,47.00666223833362
4000134,106328,Reichraming,Enns,360,0,1895,,484629.57,444295.01,,,14.464672556002297,47.89249411757648
6000064,111021,Rettenegg,Feistritz,860,0,1901,,584216.93,405748.98,,,15.780007650014136,47.52517698252434
4003117,112995,Ried im Innkreis,Antiesen,427,0,1984,,411610.75,479807.87,,J,13.488830164716726,48.21738242236794
7000049,101790,Ried im Oberinntal,Inn,895,0,1886,,197065.45,354308.1,,,10.660216301700894,47.05687665765616
7000167,102970,Ried im Zillertal,Ziller,554,0,1966,,288866.72,379703.42,,,11.862380194417858,47.30735709113329
8000071,100719,Riefensberg,Weißach,770,0,1941,,146168.4,405901.29,,,9.96122326589822,47.50292099348
6000072,111302,Riegersburg,Raab,350,0,1955,,597973.53,348114.22,,,15.937017257443584,47.00285661332047
1000034,110593,Ritzing,Ikva,308,0,1923,,637554.47,417292.8,,,16.494171463379544,47.6116813720437
6000055,110890,Rohr an der Raab,Raab,306,0,1965,,588827.02,344974.56,,,15.81545906502094,46.977311545424485
