dbmsnr,hzbnr01,mstnam02,gwgeb03,code03,gwkoerpe04,code04,gokmua05,gwtmug06,daterr07,datauf08,xrkko09,yhkko10,aufge_f,sym_ehyd
6002205,311951,"Straß, Br 38416",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"255,97","4,2",19660101,,"575101,83","317584,23",,1
6002148,311381,"St. Georgen a. d. St., Br  3769",390,390 Leibnitzer Feld,100098,Leibnitzer Feld [MUR],"295,42","8,97",19620101,,"570290,22","333595,93",,2
6002109,310995,"Joess, Bl  3786",390,390 Leibnitzer Feld,100098,Leibnitzer Feld [MUR],"280,27","2,7",19650101,,"566762,63","327677,62",,1
6002164,311548,"Untergralla, Br  3808",390,390 Leibnitzer Feld,100098,Leibnitzer Feld [MUR],"274,42","4,3",19620101,,"571331,29","325892,75",,2
6002136,311266,"Obergralla, Br  3792",390,390 Leibnitzer Feld,100098,Leibnitzer Feld [MUR],"283,65",0,19630101,,"569184,7","328741,32",,1
9002058,312611,"Wien 20, Br 20- 3",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"162,69",0,19470101,,"626032,46","485833,32",,1
9002087,312900,"Wien 22, Br 22-129",224,224 Marchfeld,100020,Marchfeld [DUJ],"161,21",0,19470101,,"630549,4","487368,4",,1
9002047,312504,"Wien 11, Br 11- 4",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"159,69","8,92",19230101,,"629512,9","480670,69",,1
9002070,312736,"Wien 23, Br 23-51",249,249 Wienerwald,100189,Gruppe Nördliche Kalkalpen [DUJ],"250,5",0,19540101,,"616622,27","474948,81",,1
9002088,312918,"Wien 22, Br 22-130",224,224 Marchfeld,100020,Marchfeld [DUJ],"160,82",0,19470101,,"631162,99","487943,86",,1
9002041,312447,"Wien  9, Br 9- 2",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"175,76",0,18830101,,"624440,84","484534,25",,1
9002063,312660,"Wien 23, Br 23-44",251,251 Wien zentral bis Petersbach,100024,Südl. Wiener Becken [DUJ],"199,9","9,8",19490101,,"622722,69","475477,63",,2
9002013,312165,"Wien  1, Br 1- 3",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"170,05",0,19490101,,"626139,72","483392,78",,1
3002523,313544,"Berg-Gärtnerei, Br",264,264 Fischamend bis Hainburger Pforte,100176,Gruppe Südl. Wiener Becken-Ostrand [DUJ],"137,36",0,19690101,,"677431,55","475755,54",,1
3002525,313569,"Guntramsdorf, Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"185,39",0,19690101,,"622493,26","465322,94",,1
3002533,313643,"Wr.Neustadt, Br 10",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"287,05","27,5",19690101,,"616993,44","435382,89",,1
3002535,313668,"Lanzenkirchen-Forstgarten, Bl",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"287,99","11,55",19700101,,"619244,77","432886,79",,2
3002539,313700,"Mannswörth, Bl 2",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"159,25",0,19710101,,636281,"476513,44",,1
3002548,313817,"Velm, Bl 3 A",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"181,51","4,5",19670101,,"629729,29","463784,4",,2
3002550,313833,"Wr.Neustadt-Brstr., Bl",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"267,75",0,19680101,,"614422,17","439171,37",,1
1002111,313304,"Schützen am Gebirge, Bl  II",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"130,01",0,19640101,,"647438,58","444205,74",,1
1002114,313338,"Schützen am Gebirge, Br 10",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"130,37",0,19630101,,"645822,21","443955,73",,1
3002515,313460,"St.Johann, Bl 418",200,200 Nördliches Tullner Feld,100026,Tullnerfeld [DUJ],"187,94",0,19680101,,"582075,95","502897,89",,1
9002119,313239,"Wien 21, Br 21-46",224,224 Marchfeld,100020,Marchfeld [DUJ],"164,63",0,19700101,,"626963,31","493361,94",,1
1002119,313387,"Trausdorf an der Wulka, Br 15",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"147,28","4,5",19630101,,"641777,92","440026,35",,1
3002569,314021,"Pottendorf, Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"218,58",4,19670101,,"628304,41","449549,19",,2
3002572,314054,"Gramatneusiedl, Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"179,32",0,19670101,,"635346,24","463619,93",,1
3002574,314104,"Wr.Neudorf, Br",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"202,96","5,5",19680101,,"621948,78","469167,45",,2
4002282,314161,"Oberschaden, Bl 2153.002",96,096 Südliches Eferdinger Becken,100036,Eferdinger Becken [DUJ],"262,55",0,19670101,,"454420,03","491128,6",,1
4002319,314534,"Hofstetten, Bl 2093.011",177,177 Nördliches Machland,100019,Machland [DUJ],"235,1",0,19680101,,"502067,08","478088,43",,1
4002330,314641,"Perg, Bl 2098.027",177,177 Nördliches Machland,100019,Machland [DUJ],"241,44",0,19680101,,"498590,47","481644,91",,1
6002264,315168,"Gosdorf, Br 38911",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"229,55",0,19700101,,"589698,63","317142,17",,1
6002287,315390,"Werndorf, Br  3592",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"308,18",0,19710101,,"564792,12","339927,77",,1
3002600,315853,"Tulbing, Bl",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"184,12",0,19720101,,"606752,14","492069,74",,1
1002133,316083,"Kittsee, Br 16",288,288 Heideboden,100018,Heideboden [DUJ],"137,76","7,5",19730101,,"677728,29","472380,21",,2
1002142,316174,"Neusiedl am See, Bl 124",318,318 Seewinkel,100134,Seewinkel [LRR],"118,19",0,19740101,,"663194,24","449280,74",,1
4002343,316265,"Sinnersdorf, Br 20.4",122,122 Welser Heide,100045,Welser Heide [DUJ],"292,02",0,19710101,,"461061,93","475763,35",,1
11002049,315960,"Moosbrunn, Bl S2",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"184,31",0,19730101,,"631667,65","461435,68",,1
1002134,316091,"Kittsee, Br 17",288,288 Heideboden,100018,Heideboden [DUJ],"138,08",0,19730101,,"678087,11","471520,13",,1
3002585,315689,"Hippersdorf, Bl",200,200 Nördliches Tullner Feld,100026,Tullnerfeld [DUJ],"189,87",0,19710101,,"594787,73","505632,14",,1
1002125,316000,"Illmitz, Br 116",318,318 Seewinkel,100134,Seewinkel [LRR],"120,86",0,19720101,,"660384,92","438945,19",,1
1002127,316026,"Wallern im Bgld., Br 115",318,318 Seewinkel,100134,Seewinkel [LRR],"116,65","4,5",19720101,,"674343,69","428641,92",,2
3002575,315580,"Schönkirchen, Bl 4A(OMV 370)",224,224 Marchfeld,100020,Marchfeld [DUJ],"164,2",0,19710101,,"647402,63","498881,14",,1
4002352,316356,"Pucking, Br 15.2",122,122 Welser Heide,100045,Welser Heide [DUJ],"284,92",0,19710101,,"465457,01","477593,13",,3
4002367,316505,"Raffelstetten, Br 2121.8",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"256,33",0,19720101,,"479040,84","481397,22",,3
4002378,316612,"Pergkirchen, Bl 2097.015",177,177 Nördliches Machland,100019,Machland [DUJ],"240,12",0,19720101,,"499645,35","482141,52",,1
4002383,316661,"Mitterkirchen, Bl 2092.021",177,177 Nördliches Machland,100019,Machland [DUJ],"234,08",0,19480101,,"502683,97","477302,61",,1
11002060,317396,"Moosbrunn-M I, Bl 34",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"188,01","4,15",19620101,,"633124,42","459238,54",,2
11002065,317446,"Moosbrunn-M II, Bl 22",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"188,7","4,3",19620101,,"631410,37","459571,47",,1
11002067,317461,"Moosbrunn-M II, Bl 23",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"189,25",4,19620101,,"630926,74","459737,6",,2
11002069,317487,"Moosbrunn-M II, Bl 37",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"187,59","4,05",19620101,,"631189,53","460427,82",,1
3002606,317230,"Seyring, Br",224,224 Marchfeld,100020,Marchfeld [DUJ],"167,21",5,19700101,,"633403,85","497422,53",,2
3002614,317594,"Wr.Neustadt-WW.Wöll., Br I",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"288,69",0,19680101,,"614813,51","442012,47",,1
6002343,318584,"St. Michael i. Obstmk, Br  2695",364,364 Mittleres Murtal,100099,Mittl. Murtal Knittelfeld bis Bruck/Mur [MUR],"579,6","15,4",19660101,,"527764,15","383116,57",,1
6002372,318873,"Friesach, Bl  3203",378,378 Murdurchbruchstal,100100,Murdurchbruchstal  (Bruck/Mur - Graz/Andritz) [MUR],"390,95","6,55",19760101,,"550936,86","365859,58",,2
6002390,319053,"Hummersdorf, Br 39153",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"210,7",0,19760101,,"602309,69","315585,42",,1
6002319,318345,"Hafendorf, Bl  3090",375,375 Mürztal,100156,Mürz [MUR],"503,74",9,19670101,,"548988,25","396215,62",,2
6002367,318824,"Graz 13, Bl  3300",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"368,03","7,4",19760101,,"554687,95","359430,88",,1
6002329,318444,"Obervogau, Br  3829",390,390 Leibnitzer Feld,100098,Leibnitzer Feld [MUR],"259,05",0,19740101,,"571589,78","318765,57",,1
6002333,318485,"Untervogau, Br  3839",400,400 Unteres Murtal,100102,Unteres Murtal [MUR],"254,21",0,19740101,,"573406,85","316758,61",,1
1002143,319418,"Gols, Bl 125",318,318 Seewinkel,100134,Seewinkel [LRR],"124,22",0,19740101,,"666787,07","447002,34",,1
3002627,319236,"Leobendorf, Br 215",200,200 Nördliches Tullner Feld,100026,Tullnerfeld [DUJ],"168,2",0,19750101,,"620020,17","500915,74",,1
9002128,319699,"Wien 22, Bl 22-  4",224,224 Marchfeld,100020,Marchfeld [DUJ],"157,78",0,19740101,,"632171,62","486286,78",,1
9002136,319772,"Wien 21, Bl 21-20",224,224 Marchfeld,100020,Marchfeld [DUJ],"163,11","8,14",19780101,,"627541,58","490953,07",,1
1002145,319434,"Parndorf, Bl 36",309,309 Parndorfer Platte,100146,Gruppe Hügelland Rabnitz [LRR],"168,5",5,19750101,,"662337,84","461047,14",,1
9002135,319764,"Wien 21, Br 21-25 (312819)",224,224 Marchfeld,100020,Marchfeld [DUJ],"166,7",0,19490101,,"628712,12","493648,58",,1
1002144,319426,"Apetlon, Bl 126 A",318,318 Seewinkel,100134,Seewinkel [LRR],"118,63",0,19740101,,"663612,74","434728,09",,1
1002146,319442,"Parndorf, Bl 37",309,309 Parndorfer Platte,100146,Gruppe Hügelland Rabnitz [LRR],"155,53",0,19750101,,"661413,12","458910,61",,1
1002156,319541,"Zurndorf, Br 40",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"141,71",0,19740101,,"673715,42","460184,06",,1
5002043,320747,"Thurnberg, Bl 68",40,040 Unteres Salzachtal,100006,Unteres Salzachtal [DBJ],"437,02","5,42",19680101,,"381776,88","424517,87",,2
5002044,320754,"Thurnberg, Bl 64",40,040 Unteres Salzachtal,100006,Unteres Salzachtal [DBJ],"433,15","6,41",19680101,,"381601,15",425554,,2
5002002,319830,"Torren, Br  8",40,040 Unteres Salzachtal,100006,Unteres Salzachtal [DBJ],"483,25",0,19710101,,"386424,3","409338,43",,1
5002007,319889,"Weißenbach, Br 2",40,040 Unteres Salzachtal,100006,Unteres Salzachtal [DBJ],"465,39",0,19710101,,"385847,58","412673,77",,1
5002013,319947,"Georgenberg, Br 20",40,040 Unteres Salzachtal,100006,Unteres Salzachtal [DBJ],"467,71",0,19710101,,"386879,57","414604,58",,1
5002015,319962,"Jadorf, Br 76",40,040 Unteres Salzachtal,100006,Unteres Salzachtal [DBJ],"468,34",0,19710101,,"385107,55","417151,82",,1
5002011,319921,"Georgenberg, Br 14",40,040 Unteres Salzachtal,100006,Unteres Salzachtal [DBJ],"475,96","16,78",19710101,,"387351,63","413195,11",,2
8002033,321430,"Frastanz, Bl 03.31.04",3,003 Walgau,100150,Walgau [RHE],"475,77","5,57",19740101,,"121424,07","375437,05",,2
8002034,321448,"Satteins, Bl 03.39.07",3,003 Walgau,100150,Walgau [RHE],"484,19","5,56",19740101,,122819,"374175,45",,2
8002118,322313,"Nofels, Bl 01.32.19 A",4,004 Rheintal,100149,Rheintal [RHE],"432,68","6,1",19800101,,"114523,67","380427,26",,2
8002134,322479,"Koblach, Bl 50.4.09 A",4,004 Rheintal,100149,Rheintal [RHE],"424,45","5,16",19790101,,"120116,12","387150,36",,1
3002652,322578,"Kottingbrunn, Bl 459",250,250 Südliches Wiener Becken,100024,Südl. Wiener Becken [DUJ],"253,4",0,19770101,,"616139,63","454167,87",,1
3002656,322610,"Ybbs, Br 2057.006",185,185 Ybbstal,100028,Ybbstal / Ybbser Scheibe [DUJ],"226,69",0,19770101,,"531618,85","475046,88",,1
8002126,322396,"Klaus, Bl 50.4.01",4,004 Rheintal,100149,Rheintal [RHE],"449,1",6,19790101,,"120500,4","385183,83",,1
8002037,321471,"Satteins, Bl 03.39.03",3,003 Walgau,100150,Walgau [RHE],"475,36","5,03",19740101,,"121951,29","376189,8",,1
8002112,322255,"Bregenz, Bl 50.1.12",4,004 Rheintal,100149,Rheintal [RHE],"398,58","4,92",19780101,,"126985,31","406852,62",,2
3002687,322925,"Walpersdorf, Br 254",195,195 Traisental,100025,Traisental [DUJ],"229,57","14,3",19790101,,574682,"492701,63",,1
3002694,322990,"Karlsbach, Bl 257",185,185 Ybbstal,100028,Ybbstal / Ybbser Scheibe [DUJ],"235,15",0,19790101,,"527616,95","474302,5",,1
4002407,323055,"Luftenberg, Bl 2121.001",143,143 Nördliches Linzer Feld,100038,Linzer Becken [DUJ],"247,53",0,19750101,,"481026,81","484871,17",,1
4002411,323097,"Steyregg, Bl 2124.5",143,143 Nördliches Linzer Feld,100038,Linzer Becken [DUJ],"248,84",0,19750101,,"478220,13","486546,59",,1
4002414,323121,"Steyregg, Bl 2126.001",143,143 Nördliches Linzer Feld,100038,Linzer Becken [DUJ],"250,09",0,19750101,,"476742,72","486956,06",,1
4002417,323154,"Steyregg, Bl 2127.1",143,143 Nördliches Linzer Feld,100038,Linzer Becken [DUJ],"249,83",0,19750101,,"475450,04","487596,9",,1
4002421,323204,"Katzbach, Bl 2131.1",143,143 Nördliches Linzer Feld,100038,Linzer Becken [DUJ],"262,05",0,19750101,,"474334,69","492536,37",,3
4002426,323253,"Katzbach, Bl 2133.1",143,143 Nördliches Linzer Feld,100038,Linzer Becken [DUJ],"253,42",0,19750101,,"472571,47","492448,82",,1
4002429,323295,"Katzbach, Br 2133.009",143,143 Nördliches Linzer Feld,100038,Linzer Becken [DUJ],"259,32",0,19760101,,"471928,61","492805,23",,3
4002442,323428,"Kristein, Bl 2116.10",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"255,87",0,19750101,,"482830,42","479452,11",,3
4002455,323550,"Taunleiten, Bl 2122.16",154,154 Südliches Linzer Feld,100203,Gruppe Zwischen Krems und Moosbachl [DUJ],"262,23",0,19750101,,"477940,17","481308,26",,1
4002461,323618,"Posch, Bl 2124.12",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"248,73",0,19750101,,"477441,83","485856,71",,1
4002467,323675,"St.Peter, Br 2126.26",154,154 Südliches Linzer Feld,100045,Welser Heide [DUJ],"256,14",0,19760101,,"473792,2","484416,21",,3
4002470,323709,"St.Peter, Bl 2127.4",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"253,07",0,19760101,,"474962,75","486467,23",,1
4002476,323766,"Kleinmünchen, Bl 2127.24",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"257,88",0,19760101,,"473169,74","485526,3",,3
4002477,323774,"Kleinmünchen, Bl 2127.28",154,154 Südliches Linzer Feld,100045,Welser Heide [DUJ],"260,1",0,19760101,,"472791,6","484771,09",,3
4002483,323832,"Leonding, Bl 2127.108",154,154 Südliches Linzer Feld,100045,Welser Heide [DUJ],"267,36",0,19760101,,470051,"484082,57",,1
4002500,324020,"Lustenau, Bl 2130.2",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"253,64",0,19750101,,"473614,84","489438,61",,1
4002501,324038,"Lustenau, Bl 2130.4",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"259,08",0,19760101,,"472379,28","489049,35",,3
4002507,324095,"Lustenau, Br 2134.4",154,154 Südliches Linzer Feld,100038,Linzer Becken [DUJ],"257,17",0,19760101,,"472292,35","490561,51",,3
4002541,324434,"Heiligenstatt, Bl 34.4",55,055 Mattigtal,100200,Gruppe Zwischen Salzach und Mattig [DBJ],"498,74",-99,19860101,,"390679,01","457551,56",,2
4002530,324327,"Mattighofen, Bl 24.2",55,055 Mattigtal,100200,Gruppe Zwischen Salzach und Mattig [DBJ],"439,6",-99,19860101,,"385567,08","467565,21",,2
10001056,331058,"Eckartsau, Bl 1894.5",224,224 Marchfeld,100020,Marchfeld [DUJ],"146,03","7,45",19830101,,"658192,72","475032,72",,1
4002127,307843,"Traun, Br 12.3",122,122 Welser Heide,100045,Welser Heide [DUJ],"275,71","9,7",19300101,,"467255,81","482286,69",,2
4002441,323410,"Urfahr, Br 2136.1",143,143 Nördliches Linzer Feld,100190,Gruppe Böhmische Masse [DUJ],"265,09",0,19760101,,"469976,19","490610,18",,1
3002349,303917,"Baumgarten bei Reidling, Br",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"189,52","7,8",19470101,,"585322,95","494283,24",,2
1002223,335141,"Wallern im Bgld., Br 142",318,318 Seewinkel,100134,Seewinkel [LRR],"113,8",0,19890101,,"676522,08","430195,61",,1
1002264,335562,"Kittsee, Bl 25",288,288 Heideboden,100018,Heideboden [DUJ],"137,65",0,19930101,,"676653,56","473148,13",,1
1002275,335679,"Kroatisch Minihof, Br 2",322,322 Nikitschbachtal,100128,Gruppe Ikvatal [LRR],"252,34",0,19930101,,"649309,24","408373,48",,1
1002303,335992,"D.Tschantschendorf, Bl 9",334,334 Stremtal,100136,Stremtal [LRR],"223,98",0,19950101,,"623949,34","360593,46",,1
1002305,345017,"Tobaj, Bl 11",334,334 Stremtal,100136,Stremtal [LRR],"218,06",0,19950101,,"626004,94","357437,92",,1
1002336,345355,"Wallern im Bgld., Bl 157",318,318 Seewinkel,100134,Seewinkel [LRR],"117,28",0,19990101,,"673279,01","431403,04",,1
1002389,345736,"Apetlon, Bl 162",318,318 Seewinkel,100134,Seewinkel [LRR],"116,32",8,20000101,,"661661,55","427177,89",,1
3002393,304352,"Tulln, Br",205,205 Südliches Tullner Feld,100026,Tullnerfeld [DUJ],"177,76",0,19580101,,"601798,24",495522,,1
1002095,306456,"Nickelsdorf, Br 28",288,288 Heideboden,100021,Parndorfer Platte [LRR],"152,47",0,19620101,,"678715,98","455787,1",,1
3002584,315671,"Haitzendorf, Br",200,200 Nördliches Tullner Feld,100026,Tullnerfeld [DUJ],"194,63",0,19670101,,"578086,15","505474,76",,1
1002000,300137,"Bruckneudorf, Br",326,326 Rabnitztal,100178,Gruppe Südl. Wiener Becken-Ostrand [LRR],"154,76",0,19620101,,"657285,63","463625,57",,1
4002122,307793,"Marchtrenk, Br 21.11",122,122 Welser Heide,100045,Welser Heide [DUJ],"298,19","6,4",19500101,,"459504,33","478351,39",,2
6002000,309906,"Farrach, Br  2409",360,360 Aichfeld-Murboden,100096,Aichfeld-Murboden (Judenburg - Knittelfeld) [MUR],"681,82",0,19640101,,"505939,7","366740,07",,1
6002004,309948,"Lind, Br  2505",360,360 Aichfeld-Murboden,100096,Aichfeld-Murboden (Judenburg - Knittelfeld) [MUR],"656,81",0,19640101,,"510098,84","367437,44",,1
6002070,310607,"Seiersberg, Br  3540",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"345,91","12,1",19570101,,"557015,11","347509,17",,1
9002103,313064,"Wien 22, Br 22- 32",224,224 Marchfeld,100020,Marchfeld [DUJ],"158,06",0,19520101,,"634904,39","486256,92",,1
4002295,314294,"Lichtenegg, Br 35.1",122,122 Welser Heide,100045,Welser Heide [DUJ],"337,38",0,19680101,,"447525,78","471663,74",,1
6002432,325274,"Graz  3, Br  3391",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"355,18","8,1",19770101,,"559970,05","355534,01",,1
1002250,335422,"Halbturn, Blt 48",309,309 Parndorfer Platte,100021,Parndorfer Platte [LRR],"151,6",27,19920101,,"678066,41","450372,91",,2
1002385,345694,"St. Margarethen im Bgld., Bl 35",313,313 Wulkatal,100081,Gruppe Wulkatal [LRR],"151,78","5,2",20000101,,"646348,2","439158,16",,2
6002405,319202,"Weitendorf, Bl  3628",380,380 Grazer Feld,100097,Grazer Feld (Graz/Andritz - Wildon) [MUR],"302,11","4,3",19760101,,"562543,14","334788,1",,1
1002194,326355,"Deutsch Schützen, Bl 6",338,338 Unteres Pinkatal,100130,Pinkatal [LRR],"227,43",0,19830101,,"635975,73","367957,53",,1
3002126,301648,"Stixneusiedl, Bl 460",308,308 Brucker Pforte,100178,Gruppe Südl. Wiener Becken-Ostrand [LRR],"168,38","3,55",19530101,,"649020,43","465478,94",,2
1002334,345330,"St. Andrä am Zicksee, Bl 155",318,318 Seewinkel,100134,Seewinkel [LRR],"122,33",0,19970101,,"672710,88","440249,52",,1
