dbmsnr,hzbnr01,mstnam02,gew03,mpua04,egarea05,daterr06,datauf07,xrkko08,yhkko09,aufge_f,sym_ehyd,longitude,latitude
3001160,209445,Haxenmühle,Halbach,"396,02","91,8",1981,,578301.57,462338.06,N,6,15.72457716614648,48.03571041301296
3003201,215574,Rainfeld,Gölsen,"379,57","204,1",2017,,577215.77,463768.67,N,7,15.710605903184332,48.04887368486649
3001031,207910,Windpassing,Traisen,"294,15","733,3",1919,,571648.91,474325.83,N,7,15.640148149392507,48.14531012395016
3003047,208777,Herzogenburg (Straßenbrücke),Traisen,"219,61","823,7",2005,,575865.01,489771.04,N,6,15.70311668813982,48.28304648944988
3001035,207951,Neustift,Großer Kamp,"687,04","76,7",1977,,525940.17,513477.67,N,6,15.037405204743092,48.507968575768295
3001033,207936,Zwettl (Sportplatz),Zwettl,"514,68","269,1",1950,,534758.43,524771.9,N,6,15.160326306376197,48.6077262394446
3001034,207944,Zwettl (Bahnbrücke),Kamp,"506,57","621,8",1951,,535583.84,525079.15,N,7,15.17161610733577,48.61031407686669
3001036,207969,Kaltenbrunn,Purzelkamp,"722,05","33,5",1970,,537786.63,512681.63,N,6,15.19745670386975,48.49836813796346
3001037,207977,Rastenberg,Purzelkamp,"517,48","94,5",1955,,546810.38,519601.47,N,6,15.321934042310588,48.55857963524048
3001038,207985,Rosenburg (EVN),Kamp,"261,58","1150,2",1907,,568134.19,528074.38,N,6,15.614101151658785,48.62949581728756
3001150,209338,Frauenhofen,Taffa,"304,83",140,1980,,569503.73,533342.52,N,7,15.634789211711466,48.67649312239312
3003034,208520,Rosenburg,Taffa,"263,46","221,5",2004,,571622.09,528566.87,N,7,15.661604043766111,48.63299420180629
3001039,207993,Stiefern,Kamp,"216,99","1493,3",1914,,574034.59,517724.3,N,7,15.689868509292612,48.534865971329886
3001027,207878,Imbach,Krems,"230,59","305,9",1909,,565225.86,507507.63,N,7,15.566647911832955,48.44534865161506
10001017,207365,Bärndorf,Donau,174,"99426,2",1977,,589708.71,497895.45,N,2,15.89319613867298,48.35214581553849
3001164,209486,Böheimkirchen,Perschling,"230,53","55,3",1982,,580349.04,480134.09,N,6,15.759470697021504,48.195155294729545
3003186,215541,Plosdorf,Michelbach,"238,45",98,2016,,580356.77,478874.81,N,6,15.759046433133422,48.18383055072825
3001040,208009,Atzenbrugg (Bundesstraßenbrücke),Perschling,"184,52","268,3",1897,,591175.14,490966.0,N,6,15.909878514072595,48.28941254123797
3001041,208017,Siegersdorf,Große Tulln,"195,68","202,3",1933,,593422.2,487243.1,N,7,15.938469618163248,48.25526908973463
3001172,209569,Sieghartskirchen (Steg),Kleine Tulln,"190,06","68,5",1985,,598945.07,487625.81,N,6,16.012997376387293,48.25702244635019
3001180,209643,Eggenburg (Kläranlage),Schmida,"298,6","22,3",1988,,583573.89,530222.85,N,1,15.824414526928155,48.64455171105168
3001044,208041,Hollenstein,Schmida,"225,54",212,1935,,591551.32,520513.04,N,7,15.928229261829497,48.55492291628022
3001179,209635,Kleinstetteldorf,Kleiner Göllersbach,"233,71","86,9",1989,,607631.64,524622.2,N,6,16.14796486009124,48.586831039770885
3001045,208058,Obermallebarn,Göllersbach,"189,13","379,9",1969,,608837.66,511079.2,N,7,16.15763876730644,48.46470725739307
10001035,207241,Korneuburg,Donau,"159,87","101536,6",1939,,622472.69,496308.36,N,6,16.334207119835114,48.32734633159568
3001162,209460,Klosterneuburg (Prägarten),Weidlingbach,"167,54","33,2",1982,,622344.44,492884.4,N,6,16.330698994397384,48.29661435774438
10001028,207183,Wien (Nußdorf),Donau,"156,48",101700,1828,,625174.75,489389.94,N,1,16.36698830824629,48.26421720534616
10001030,207209,Wien (Brigittenau),Donaukanal,"154,22",0,1968,,625596.14,488170.85,N,6,16.37201965135826,48.25311137510953
10001032,207225,Wien (Heiligenstädter Brücke),Donaukanal,"154,22",0,1899,,625267.69,487206.04,N,1,16.367092121487108,48.244554374484586
10001033,207233,Wien (Schwedenbrücke),Donaukanal,"152,68",0,1828,,626265.04,483619.23,N,2,16.378622707274392,48.21196316245987
3001046,208066,Pressbaum,Wien,"287,44",32,1962,,605657.31,479707.45,N,6,16.09956612119261,48.18372262056641
3001178,209627,Purkersdorf,Gablitzbach,"245,05",23,1989,,611076.84,483073.44,N,6,16.174072606134523,48.21222546194701
9001006,209916,Hadersdorf-Weidlingau,Wien,"219,81",110,1990,,614545.28,482794.29,N,1,16.22058297988766,48.20856744642698
9001004,209890,Mauerbachstraße,Mauerbach,"225,41","35,1",1990,,614720.4,483190.5,N,2,16.22313620475927,48.21207065098273
9001001,208082,Kennedybrücke,Wien,"182,61","199,4",1904,,621067.8,480732.0,N,6,16.307238726205856,48.18781874387457
3001163,209478,Klausenleopoldsdorf,Schwechat,"369,53","56,3",1982,,599846.23,468823.88,N,6,16.016394961640987,48.08770629385125
3001048,208090,Cholerakapelle,Schwechat,"255,21",181,1909,,611680.23,461014.62,N,7,16.171357966129044,48.0137198599691
3001187,209718,Traiskirchen,Schwechat,"192,44","265,7",1992,,621872.25,461726.55,N,6,16.308275878653042,48.016694598754015
3001050,208116,Fahrafeld,Triesting,"338,17",186,1948,,604051.15,456918.1,N,7,16.067201722645006,47.97934769224705
3001051,208124,Hirtenberg,Triesting,"279,13","287,3",1974,,612372.62,451692.31,N,6,16.17606805027814,47.92968142300795
3001049,208108,Mödling,Mödling,"223,23",59,1896,,619450.41,469023.31,N,6,16.27953091473573,48.08311882017623
3001194,209783,Baden (Schloßgasse),Badener Mühlbach,"236,3",0,1992,,614984.8,460386.1,N,6,16.215322461299642,48.00697647267452
3003045,209031,Achau (Pottendorfer Linie),Krottenbach,"173,92","27,8",2004,,626158.11,469964.73,N,6,16.37001117165658,48.08926130165589
3001151,209346,Hennersdorf,Petersbach,"181,31",20,1980,,625577.77,472893.66,N,6,16.363756639459584,48.11579341207596
9001002,208132,Paul Katzbergergasse,Liesing,"228,18",59,1896,,619118.18,474981.22,N,2,16.27810142426307,48.136790600444776
9001005,209908,Großmarktstraße,Liesing,"179,47","94,9",1990,,625590.9,476204.9,N,1,16.36566677217361,48.14555371018157
9001003,209353,Oberlaa,Liesing,"171,46","101,7",1980,,628458.01,475234.78,N,6,16.403661247985816,48.13582175081288
3001052,208157,Schwechat (Hallenbad),Schwechat,"154,6","1028,9",1952,,633608.97,475912.05,N,7,16.473197489421032,48.14006003391395
3001053,208165,Ebreichsdorf (Golfplatz),Kalter Gang,"197,43","11,6",1954,,627835.21,456822.62,N,6,16.385589360909744,47.97053241990783
3001056,208199,Schwechat (Rathauspark),Kalter Gang,"158,02","112,8",1952,,633801.14,476013.51,N,6,16.475833305763057,48.14090220640827
10001007,207258,Fischamend (Sporthafen),Donau,"143,92","103312,8",1846,,645846.33,475115.13,N,1,16.637069263917148,48.12833807430229
10001031,207217,Wien (Kagraner Brücke),Alte Donau,"154,62",0,1911,,629757.18,486664.48,N,2,16.427216222176742,48.23809606827123
11002101,208231,Schranawand,Fischa,"190,54","66,7",1971,,632312.0,457834.0,N,1,16.446057785039734,47.97802821031147
3001064,208272,Gutenstein (Kirche),Piesting,"477,83","50,3",1979,,590967.03,444925.44,N,7,15.886708537105196,47.87551774803424
3003017,208140,Oed (Brücke),Piesting,"388,07",226,2003,,601093.36,445621.01,N,6,16.0223622546535,47.87870268775522
3001065,208280,Wöllersdorf (Hydro),Piesting,"307,04","284,1",1924,,612907.57,444475.9,N,7,16.179689974102743,47.86462590503466
3001066,208298,Wöllersdorf (Ausleitung),Tirolerbach,"308,57",0,1970,,612898.99,444413.04,N,6,16.179544593865128,47.86406357771897
3001067,208306,Tattendorf,Piesting,"221,1",315,1966,2024.0,624084.51,452524.95,N,6,16.333159560659176,47.93321050879576
3003172,214502,Ebreichsdorf (Steg),Piesting,"195,57","323,5",1973,,629340.04,456654.84,N,6,16.405644659745168,47.96849128005555
5001076,203810,Madling,Thomataler Bach,"971,71","86,1",1981,,436540.85,353207.78,N,6,13.813918551503438,47.07745981367286
11002100,208397,Moosbrunn (Feuchtland),Schlauchgraben,"181,92",0,1973,,632559.0,461971.0,N,1,16.451586388590837,48.01512704826028
11002096,208405,Gramatneusiedl,Jesuitenbach,"178,26",0,1973,,634851.0,462348.0,N,1,16.482497378102835,48.01768529784525
11002097,208413,Marienthal (Bahnbrücke),Fischa,"174,61","417,3",1954,,636460.0,463308.0,N,1,16.504579006916217,48.02572654017266
3001078,208421,Reisenberg,Reisenbach,"174,43",19,1958,,638611.26,460389.11,N,1,16.531795553418824,47.9986971776951
11002094,208439,Fischamend (Rohrbrücke),Fischa,"152,42","534,9",1896,,644158.53,472238.4,N,7,16.61278029588045,48.10312481724654
10001043,207423,Orth an der Donau,Donau,"142,3",103934,1908,,651541.5,474898.92,N,2,16.713398838866212,48.1241939679016
10001036,207373,Wildungsmauer,Donau,"139,48","103992,7",1940,,658438.19,474215.23,N,6,16.80556243374747,48.115317080085184
10001008,207266,Bad Deutsch Altenburg (Bauleitung),Donau,"136,18","104043,7",1891,,665535.75,477492.26,N,1,16.902830664754653,48.141876914902085
10001009,207274,Hainburg an der Donau,Donau,"135,25","104727,1",1828,,668189.67,478392.58,N,7,16.939024183950508,48.148866413138535
3003041,208769,Wolkersdorf (Rückhaltebecken),Rußbach,"171,4","136,8",2004,,634768.61,504004.55,N,7,16.504160009018065,48.39213238467559
3001081,208454,Leopoldsdorf im Marchfelde,Rußbach,"145,37","437,5",1967,,651397.93,486291.06,N,6,16.718131614009625,48.22663383556165
3001143,209262,Engelhartstetten,Rußbach,"138,32","497,8",1979,,664772.01,482582.81,N,7,16.895709334177866,48.18793711795451
4001196,206557,Leopoldschlag,Maltsch,"619,24","95,3",1980,,486387.27,524884.12,N,6,14.504388712374016,48.61711175884185
3003156,214429,St. Martin (Brücke Pölzl),Lainsitz,"619,14","93,1",2014,,511514.79,528888.42,N,6,14.846231378715844,48.64922613098462
3001082,208462,Ehrendorf,Lainsitz,"481,8","267,6",1895,,519441.14,540994.27,N,7,14.957222310717174,48.75664241064131
3003129,214296,Altmanns (Brücke),Braunaubach,"535,88","59,1",2010,,528583.06,554374.98,N,6,15.08563344786795,48.87516364417768
3003092,208892,Heidenreichstein (Kleinpertholz),Romaubach,"540,71","51,8",2007,,530502.0,552916.84,N,6,15.111333653186827,48.861663060764215
3001085,208579,Hoheneich,Braunaubach,"478,92","291,5",1932,,523102.83,542695.83,N,7,15.007513637640706,48.77124392587532
3003136,214338,Gopprechts (Brücke),Reißbach,"498,31","102,5",2011,,524789.53,556306.34,N,6,15.03450360800697,48.89328411462376
3001088,208611,Schwarzenau (Süd),Deutsche Thaya,"491,22","175,5",1900,,541588.32,539787.51,N,7,15.257963522515576,48.741252186883614
3003158,214437,Thaua,Thauabach,"511,23","78,7",2013,,546997.93,537355.36,N,6,15.330648198459444,48.71815992973145
3001189,209734,Peigarten,Taxenbach,"457,59","154,7",1992,,542533.36,556284.19,N,6,15.276410253021703,48.88934948351494
3003163,214460,Dobersberg (B30),Deutsche Thaya,"445,91","597,6",2015,,546272.98,559065.73,N,6,15.328362670899018,48.913503698535415
3001176,209601,Alberndorf,Mährische Thaya,"409,22","621,5",1988,,556932.95,555298.29,N,6,15.47233232745132,48.877090530414506
3001089,208629,Raabs an der Thaya,Thaya,"395,46","1405,8",1896,,559004.74,551810.49,N,7,15.499243869346646,48.84522230633615
3001191,209759,Aigen,Seebsbach,"434,67","114,1",1991,,558506.25,548260.89,N,6,15.491113390538194,48.81343794244648
3001134,209171,Hardegg,Thaya,"281,19","2382,3",1924,,585895.04,553419.34,N,6,15.86614920053259,48.8523824080159
3001167,209510,Pulkau,Pulkau,"261,89","87,6",1984,,585386.31,537161.2,N,7,15.852048299395223,48.706395879758965
3003088,209155,Haugsdorf,Pulkau,"197,69",277,2008,,600612.99,538032.95,N,6,16.059242401013357,48.70961598280146
3001092,208652,Blaustauden,Thayamühlbach,"180,6","139,9",1954,,621154.96,541137.56,N,6,16.339814404858114,48.73071208750196
10001011,207290,Bernhardsthal (Staatsgrenzpunkt IX),Thaya,"152,51",12623,1958,,661564.02,541215.71,N,7,16.888646818292408,48.716087478748285
10001045,207498,Rabensburg,Thaya,"150,9","12767,2",1897,,663287.52,537034.23,N,1,16.90943358949964,48.67781006695875
10001012,207308,"Hohenau a. d. March (Fluss-km 66,92)",March,"146,82","24137,8",1889,,665414.2,528583.5,N,7,16.932974189324355,48.601004182054986
3001161,209452,Asparn an der Zaya,Zaya,"212,9","80,6",1982,,633054.55,525914.47,N,7,16.49304798396893,48.589665558069605
3001135,209189,Niederabsdorf,Zaya,"151,42","515,6",1976,,660671.17,525475.26,N,7,16.866807788166053,48.5750335722867
10001013,207316,"Dürnkrut (Fluss-km 44,33)",March,"142,02","25404,7",1955,,661009.51,513275.33,N,2,16.86388440215496,48.4652776226951
10001014,207324,Angern an der March,March,"139,74","25623,8",1891,,659201.61,504043.39,N,7,16.83383889694849,48.38305790061973
3001094,208678,Bad Pirawarth,Weidenbach,"166,59",71,1967,,642627.98,508743.13,N,6,16.61291117741729,48.43178773613783
10001015,207332,"Marchegg (Fluss-km 14,98)",March,"136,44","26135,6",1895,,665786.65,492857.61,N,1,16.915709843388296,48.27984772032496
10001049,207407,Thebnerstraßl,Donau,"133,26",131384,1955,,671415.92,480500.29,N,7,16.98367532844102,48.16645277730134
10001010,207282,"Wolfsthal (Strom-km 1874,84)",Donau,"130,21","131411,3",1951,,674846.42,477686.7,N,1,17.027957049087714,48.13971361947922
1001040,210435,Deutsch-Jahrndorf (Neurießäcker),Wiesgraben,"129,22",0,1989,,682207.02,461129.36,N,6,17.11594810931761,47.98775203627047
3001095,208686,Schwarzau im Gebirge (Bundesstraße),Schwarza,"601,8","128,4",1919,,577706.56,437321.88,N,6,15.706359876403784,47.810918048663176
3001096,208694,Singerin,Naßbach,"576,71",80,1926,,579317.72,432935.43,N,6,15.726066401050929,47.77102863540415
3001097,208702,Singerin (Höllental),Schwarza,"568,99","252,3",1896,,579969.27,432953.62,N,6,15.734765099658174,47.7710116128867
3001098,208710,Gloggnitz (Adlerbrücke),Schwarza,"435,38","472,2",1895,,595525.67,422981.7,N,7,15.937803864750997,47.676838554615614
3001100,208736,Stixenstein (Schloß),Sierning,"459,73","89,7",1896,,598397.45,430550.67,N,6,15.979468171375574,47.74402575350995
3001103,208785,Loipersbach,Schwarza,"344,46","716,6",1970,,609181.68,428291.79,N,6,16.122143953038385,47.72032610616645
3001105,208819,Aspang-Höll,Großer Pestingbach,"439,73","96,5",1967,,608147.22,412922.13,N,6,16.101070245022424,47.58246438655212
3001106,208827,Feistritz am Wechsel,Feistritz,"447,86","114,4",1967,,606918.72,413751.02,N,1,16.085134034052803,47.59030949271884
3003151,214395,Petersbaumgarten,Pitten,"384,78","271,1",2012,,610078.72,418937.14,N,7,16.129613260162344,47.63592645488176
3001170,209544,Scheiblingkirchen,Schlattenbach,"369,71","69,5",1984,,610516.31,421671.14,N,6,16.136745798422545,47.660366911076586
3001108,208843,Bad Erlach,Pitten,"306,96","412,9",1967,,615971.79,429225.9,N,6,16.213073655116613,47.72649902986738
3003205,215608,Lanzenkirchen,Leitha,"294,05",1170,2018,,617993.2,430971.67,N,6,16.24088766261478,47.741522033796215
3001111,208884,Wiener Neustadt (Straßenbrücke),Leitha,"263,97","1220,6",1975,,620156.33,437854.05,N,6,16.27318823266197,47.80266687918162
3001145,209288,Zillingdorf,Leitha,"238,03","1242,2",1978,,623763.03,444012.9,N,6,16.324477783847918,47.85679932883118
3001175,209593,Winzendorf (Siedlerstr.),Prossetbach,"323,48","33,4",1986,,608194.29,438451.33,N,6,16.11382893685965,47.81198938794393
3001174,209585,Winzendorf (Frauenbachgasse),Frauenbach,"316,87","14,4",1986,,608488.16,437810.41,N,6,16.117445032713583,47.806132323482174
3001113,208918,Wiener Neustadt (Reitweg),Warme Fischa,"262,68","92,5",1952,,616156.57,439643.34,N,6,16.220691435070755,47.82009700853099
3003191,215558,Urschendorf (Schlosspark),Johannesbach,"342,41","27,4",2016,,607017.18,435153.5,N,6,16.09655284916456,47.78271569234927
3001114,208926,Wiener Neustadt (Ostende),Warme Fischa,"255,52","196,5",1953,,618720.47,440191.58,N,6,16.25519996879145,47.824168871348064
3001115,208934,Peisching (Brücke),Kehrbach,"355,52",0,1953,,608092.02,428463.27,N,6,16.10770658292847,47.72221843972048
3001116,208942,Peisching,Mühlbach,"355,83",0,1953,,608060.7,428471.07,N,6,16.107292960473817,47.72229861943097
3001118,208967,Katzelsdorf (EVN),Katzelsdorfer Werkskanal,"270,49",0,1976,,619723.35,436838.91,N,6,16.266899266416797,47.7936874006464
3001119,208975,Wiener Neustadt (Flußbauhof),Wiener Neustädter Kanal,"260,8",0,1971,,618926.19,439165.1,N,6,16.257430874712114,47.81487084824041
3001120,208983,Wiener Neustadt (J. Straußg.),Kehrbach,"255,44",0,1970,,618986.05,439635.61,N,6,16.258466146988745,47.81908068419537
3003145,214387,Wiener Neustadt (Lichtenwörtherg.),Warme Fischa,"251,53","241,8",2012,,620262.03,441462.65,N,6,16.276421695276614,47.83507346249178
3003086,214031,Deutsch Brodersdorf (Messseilbahn),Leitha,"192,56","1598,9",1896,,634723.2,453521.98,N,7,16.476004302201858,47.93839476961338
3003174,215517,Götzendorf,Leitha,"167,62","1709,6",2015,,642470.84,461894.7,N,6,16.584327367627907,48.01079095016799
3001122,209007,Deutsch Haslau,Leitha,"139,26",1982,1924,,668974.37,467181.06,N,6,16.94256889558561,48.0477888865736
1001041,210443,Gattendorf (Schleuse),Kleine Leitha,"136,1",0,1990,,672646.85,463996.13,N,6,16.989778142628374,48.017625050343845
1001042,210450,Deutsch-Jahrndorf (Albrechtmühle),Kleine Leitha,"131,38",0,1990,,678733.14,462807.18,N,6,17.070528055163052,48.00433905470442
1001001,210013,Nickelsdorf (Kläranlage),Leitha,"127,22","2131,3",1952,,680583.95,456367.67,N,7,17.091140031102015,47.94567205419701
1001002,210021,Nickelsdorf (Pötschring),Komitatskanal,"127,35",0,1952,,680829.97,457048.06,N,6,17.094871001438747,47.95167901836432
1001003,210039,Piringsdorf (Pfarrbrücke),Rabnitz,"297,72","117,7",1973,,632582.64,399043.62,N,6,16.41844313982664,47.44941508944131
1001005,210054,Mannersdorf a. d. Rabnitz (Hansäcker),Rabnitz,"231,18","224,3",1926,,641200.35,397518.0,N,6,16.5318221168461,47.432568108259616
1001006,210062,Oberpullendorf  (Fußgeherbrücke),Stoober Bach,"237,13",149,1926,,639268.07,404801.24,N,6,16.510165193440155,47.49875611229282
1001047,210500,Lutzmannsburg (Weingartenbrücke),Rabnitz,"194,53","554,8",1993,,649474.88,400885.26,N,7,16.64334308261144,47.45972411363347
1001007,210070,Walbersdorf,Wulka,"218,52","78,1",1976,,631457.21,431332.97,N,7,16.420523086635484,47.74010308142604
1001008,210088,Wulkaprodersdorf (Bundesstraße B16),Wulka,"164,22","220,1",1952,,637283.03,437679.99,N,6,16.501610094173063,47.79505307820498
1001029,210328,Trausdorf an der Wulka,Wulka,"142,68","235,9",1976,,642000.6,440257.88,N,6,16.56597412115235,47.81648011439961
1001036,210393,Oslip,Eisbach,"129,6","63,3",1986,,644880.44,443427.5,N,1,16.60618809805188,47.843888119815816
1001009,210096,Schützen am Gebirge,Wulka,"122,17","383,7",1962,,647192.2,444443.8,N,7,16.637632148234516,47.852144092755125
1001033,210369,Gols,Golser Kanal,"117,39","34,1",1976,,663788.31,447246.23,N,1,16.860933088741948,47.87077604596105
1001032,210351,Breitenbrunn (Schilfzone),Neusiedler See,114,1230,1976,,655794.77,452869.3,N,1,16.75746313399775,47.92452709907309
1001013,210138,Breitenbrunn (Seebad),Neusiedler See,114,1230,1973,,656732.86,451962.75,N,2,16.769471177399677,47.916007118321225
1001014,210146,Neusiedl am See (Seebad),Neusiedler See,114,1230,1930,,661600.3,453727.5,N,2,16.835608081654268,47.9299150814841
1001015,210153,Podersdorf am See (Badebucht),Neusiedler See,114,1230,1931,,661442.5,445960.6,N,2,16.828826141233463,47.86017411083142
1001011,210112,Rust (Seebad),Neusiedler See,114,1230,1932,,651774.08,439031.13,N,2,16.695691168572488,47.80172606203512
1001016,210179,Illmitz (Biologische Station),Neusiedler See,114,1230,1971,,656180.89,435699.04,N,2,16.752525095673388,47.77004812134113
1001012,210120,Mörbisch am See (Zoll),Neusiedler See,114,1230,1956,,652201.73,433486.73,N,2,16.698194068124305,47.75172409293646
1001017,210187,Apetlon Staatsgrenzpunkt (A79),Neusiedler See,114,1230,1971,,656354.61,425848.53,N,2,16.74906912298761,47.68144011285916
1001049,215020,Deutschkreutz,Goldbach,"186,44","16,7",1996,,645794.88,416069.6,N,6,16.603031104793534,47.59762109201996
6001046,210955,Arzberg (Moderbach),Moderbach,"575,18","82,4",1972,,564858.66,374582.88,N,6,15.511378268436316,47.25005938023904
6001118,211698,Arzberg (Raab),Raab,"566,62","119,1",1982,,565453.53,374283.31,N,7,15.519124710654078,47.24721492058608
6001108,211599,Mitterdorf an der Raab,Raab,"397,84","183,7",1960,,573088.53,366098.91,N,6,15.61679269597692,47.17163157499687
6001047,210963,Unterfladnitz,Weizbach,"401,49","93,7",1961,,576692.17,366986.72,N,6,15.664671165843783,47.17865477621181
6001119,211706,St. Ruprecht an der Raab,Raab,"369,92","300,8",1984,,576940.6,363698.03,N,6,15.666646605352875,47.149010312452674
6001136,211888,Flöcking,Rabnitzbach,"354,18",94,1991,,577762.0,358387.42,N,6,15.675366857631822,47.10102625726944
6001048,210971,Takern II,Raab,"317,95","498,9",1923,,584209.87,352109.29,N,7,15.757712087200307,47.04278644927698
6001049,210989,Feldbach,Raab,"276,22","689,4",1920,,594130.4,342690.93,N,7,15.884157921569091,46.955231182998105
1001043,210468,Neumarkt,Raab,"230,64","986,5",1991,,614957.57,340540.98,N,7,16.156642657024612,46.92942530305739
6001050,210997,Rohrbach an der Lafnitz,Lafnitz,"419,48","268,5",1910,,601554.15,390646.79,N,7,16.00328316146636,47.38424004464365
6001117,211680,Hammerkastell,Lafnitz,"365,28","285,5",1982,,605351.97,384154.9,N,6,16.0505614927351,47.32468078648642
1001018,210203,Markt Allhau (Musserbrücke),Stögersbach,"337,29","70,8",1933,,608074.15,380706.93,N,6,16.084947489972343,47.292815577509934
6001051,211003,Wörth an der Lafnitz,Lafnitz,"299,68","439,4",1930,,608490.75,371566.33,N,6,16.08617610107784,47.21049038145339
6001111,211623,Pöllau (Prätisbach-II),Prätisbach,"433,23","21,1",1980,,588648.43,382206.72,N,6,15.828811995903314,47.312196533046766
6001112,211631,Pöllau (Saifenbach),Pöllauer Saifen,"396,85","57,5",1980,,589676.37,380041.84,N,7,15.841481018842115,47.2924304304114
6001052,211011,Waltersdorf in Oststeiermark,Safen,"283,16","343,4",1933,,602832.88,366879.94,N,7,16.009383298009052,47.17012546913539
1001019,210211,Dobersdorf,Lafnitz,234,"925,1",1896,,613010.23,350696.66,N,6,16.135886974927644,47.02137793835971
6001121,211722,Rettenegg,Feistritz,"849,97",43,1987,2021.0,585003.73,405562.14,N,6,15.790375356249056,47.52327367102416
6001053,211029,Anger,Feistritz,"465,39",408,1954,,578284.02,378080.99,N,7,15.690102871572591,47.27800071340939
6001054,211037,Neudorf bei Ilz,Ilzbach,"277,85","190,1",1908,,598103.35,356962.64,N,6,15.942627041620808,47.082389021145765
6001139,211912,Ottendorf,Rittschein,"289,51",29,1993,,594706.98,352616.2,N,1,15.896026828073596,47.04431806969109
1001037,210401,Eltendorf (Hackenwiesen),Lafnitz,"223,65","1956,3",1979,,618337.34,347458.37,N,7,16.20436710859592,46.99051214870799
1001038,210419,Pinkafeld,Pinka,"384,05","134,1",1987,,610324.04,389472.28,N,6,16.11883352636204,47.370912219292606
1001020,210229,Oberwart (Landeshauptstraße L382),Pinka,"302,59","171,7",1928,,618244.57,379408.11,N,6,16.218730097917394,47.27782314550319
1001048,215012,Siget in der Wart,Zickenbach OW,"280,98","118,8",1995,,622785.74,377889.88,N,6,16.277967144529754,47.26264116908971
1001021,210237,Woppendorf,Pinka,242,"416,9",1939,,631633.91,371691.32,N,6,16.391606083165875,47.20383817200166
1001022,210245,Altschlaining,Tauchenbach,"315,78","89,2",1953,,623130.4,383573.93,N,6,16.285370169216232,47.313630143796125
1001023,210252,Hannersdorf,Tauchenbach,"246,96","175,4",1933,,630724.6,374454.57,N,6,16.381039133870132,47.22900310557228
1001024,210260,Burg,Pinka,"237,88","664,1",1933,,633247.13,371933.86,N,7,16.413015097940008,47.205446166975136
1002372,215038,Moschendorf,Pinka,"201,25",791,1997,,637537.5,355869.38,N,6,16.461088130725454,47.05947621806101
1001044,210476,Bocksdorf,Strem,"237,02","89,2",1991,,616352.29,363683.15,N,6,16.186095775558176,47.13705728485208
1001045,210484,Rauchwart,Strem,"227,32","94,4",1991,,619914.12,363001.27,N,6,16.232704102758955,47.12974211087885
1001026,210286,Güssing (Kulturzentrum),Strem,"209,97","316,4",1933,,627078.26,355696.71,N,6,16.323387095326844,47.06162416901378
1001027,210294,Heiligenbrunn,Strem,"200,13","400,4",1951,,634618.74,352839.55,N,7,16.42110410459208,47.033285207884845
3001197,210302,Kirchschlag in der Buckl.Welt,Zöbernbach,"408,47","113,6",1970,,623695.9,404546.14,N,6,16.303439431949386,47.50199796072198
1001028,210310,Rattersdorf,Güns,"285,24","265,3",1948,,638836.97,394954.28,N,7,16.499126191335925,47.41039010141933
5001069,203745,Muhr,Mur,"1119,83","75,7",1950,,411738.3,355940.71,N,6,13.48730401956214,47.10295206978967
5001077,203828,Unterweißburg,Zederhausbach,"1059,67","161,9",1981,,420473.51,355356.36,N,6,13.602389540760068,47.097484305234126
5001070,203752,St. Michael im Lungau,Mur,"1041,75","289,2",1893,,423072.69,354876.58,N,7,13.636612208821902,47.09308208089077
5001074,203794,Mörtelsdorf,Mur,"1010,24","366,9",1930,,434538.8,358685.68,N,7,13.7879690890128,47.1268555615995
5001071,203760,Mauterndorf,Taurach,"1108,22","102,1",1879,,426556.43,359435.18,N,7,13.682778458136456,47.13396836714874
5001072,203778,Weißpriach,Lonka,"1097,35","77,1",1927,,428337.22,364001.24,N,6,13.706545459155349,47.174978194350736
5001094,203992,St. Andrä,Göriachbach,"1052,52","48,4",1993,,434938.58,361244.83,N,6,13.793438088574968,47.149860705368766
5001095,204008,Lessach,Lessachbach,"1108,31","70,2",1993,,435845.21,363194.2,N,6,13.805550971637668,47.16735165649817
5001073,203786,Tamsweg (Taurach),Taurach,"1019,02","377,9",1908,,435614.01,359587.72,N,7,13.802215225751809,47.13491460212639
5001092,203976,Kendlbruck,Mur,"933,38",955,1992,,441686.68,352368.1,N,7,13.881616267343707,47.06959982436912
6001058,211078,Murau Schule,Rantenbach,"796,09","189,1",1950,,463857.08,357176.48,N,6,14.174251715740851,47.11108674268533
6001059,211086,Gestüthof,Mur,"776,3","1700,3",1959,,466639.15,357165.86,N,8,14.21091439209586,47.1107152723232
6003070,211995,Katsch,Katschbach,"764,65",176,2000,,471586.33,360880.36,N,6,14.27670363338803,47.14361515594501
6001060,211102,St. Georgen ob Judenburg,Mur,"700,15","2367,5",1889,,491479.69,368525.52,N,7,14.540582864244373,47.20992708963012
6002973,214775,Hinterwinkel,Pusterwaldbach,"1219,01","25,3",1988,,473771.92,384037.07,N,6,14.309349209750716,47.351713468045226
6001062,211128,Pöls,Pölsfluß,"788,29",422,1950,,494081.05,369738.85,N,6,14.57518285746693,47.22047489180465
6001063,211136,Zeltweg,Mur,"646,34","2957,5",1919,,507606.92,366033.42,N,7,14.75289501174155,47.18505957954221
6001122,211730,Eppenstein,Granitzenbach,"708,15","153,1",1950,,506625.51,360285.45,N,7,14.738575287106194,47.13350956786466
