Messstelle:                ;Mitterbach (Brücke)
23.10.2003 00:00:00; 0,286
24.10.2003 00:00:00; 0,281
25.10.2003 00:00:00; 0,275
26.10.2003 00:00:00; 0,257
27.10.2003 00:00:00; 0,231
28.10.2003 00:00:00; 0,230
29.10.2003 00:00:00; 0,230
30.10.2003 00:00:00; 0,230
31.10.2003 00:00:00; 0,230
01.11.2003 00:00:00; 0,241
02.11.2003 00:00:00; 0,443
03.11.2003 00:00:00; 0,587
04.11.2003 00:00:00; 0,540
05.11.2003 00:00:00; 0,465
06.11.2003 00:00:00; 0,397
07.11.2003 00:00:00; 0,369
08.11.2003 00:00:00; 0,308
09.11.2003 00:00:00; 0,273
10.11.2003 00:00:00; 0,269
11.11.2003 00:00:00; 0,254
12.11.2003 00:00:00; 0,239
13.11.2003 00:00:00; 0,229
14.11.2003 00:00:00; 0,221
15.11.2003 00:00:00; 0,214
16.11.2003 00:00:00; 0,204
17.11.2003 00:00:00; 0,180
18.11.2003 00:00:00; 0,173
19.11.2003 00:00:00; 0,169
20.11.2003 00:00:00; 0,172
21.11.2003 00:00:00; 0,177
22.11.2003 00:00:00; 0,182
23.11.2003 00:00:00; 0,186
24.11.2003 00:00:00; 0,191
25.11.2003 00:00:00; 0,187
26.11.2003 00:00:00; 0,181
27.11.2003 00:00:00; 0,176
28.11.2003 00:00:00; 0,176
29.11.2003 00:00:00; 0,207
30.11.2003 00:00:00; 0,188
01.12.2003 00:00:00; 0,172
02.12.2003 00:00:00; 0,168
03.12.2003 00:00:00; 0,165
04.12.2003 00:00:00; 0,162
05.12.2003 00:00:00; 0,159
06.12.2003 00:00:00; 0,167
07.12.2003 00:00:00; 0,179
08.12.2003 00:00:00; 0,146
09.12.2003 00:00:00; 0,165
10.12.2003 00:00:00; 0,168
11.12.2003 00:00:00; 0,164
12.12.2003 00:00:00; 0,161
13.12.2003 00:00:00; 0,157
14.12.2003 00:00:00; 0,207
15.12.2003 00:00:00; 0,221
16.12.2003 00:00:00; 0,213
17.12.2003 00:00:00; 0,232
18.12.2003 00:00:00; 0,233
19.12.2003 00:00:00; 0,175
20.12.2003 00:00:00; 0,168
21.12.2003 00:00:00; 0,160
22.12.2003 00:00:00; 0,188
23.12.2003 00:00:00; 0,177
24.12.2003 00:00:00; 0,138
25.12.2003 00:00:00; 0,136
26.12.2003 00:00:00; 0,138
27.12.2003 00:00:00; 0,140
28.12.2003 00:00:00; 0,142
29.12.2003 00:00:00; 0,144
30.12.2003 00:00:00; 0,145
31.12.2003 00:00:00; 0,150
01.01.2004 00:00:00; 0,164
02.01.2004 00:00:00; 0,165
03.01.2004 00:00:00; 0,166
04.01.2004 00:00:00; 0,153
05.01.2004 00:00:00; 0,177
06.01.2004 00:00:00; 0,225
07.01.2004 00:00:00; 0,221
08.01.2004 00:00:00; 0,258
09.01.2004 00:00:00; 0,190
10.01.2004 00:00:00; 0,174
11.01.2004 00:00:00; 0,214
12.01.2004 00:00:00; 0,200
13.01.2004 00:00:00; 0,335
14.01.2004 00:00:00; 0,750
15.01.2004 00:00:00; 0,717
16.01.2004 00:00:00; 0,580
17.01.2004 00:00:00; 0,421
18.01.2004 00:00:00; 0,336
19.01.2004 00:00:00; 0,292
20.01.2004 00:00:00; 0,279
21.01.2004 00:00:00; 0,280
22.01.2004 00:00:00; 0,274
23.01.2004 00:00:00; 0,231
24.01.2004 00:00:00; 0,165
25.01.2004 00:00:00; 0,181
26.01.2004 00:00:00; 0,193
27.01.2004 00:00:00; 0,200
28.01.2004 00:00:00; 0,204
29.01.2004 00:00:00; 0,188
30.01.2004 00:00:00; 0,180
31.01.2004 00:00:00; 0,156
01.02.2004 00:00:00; 0,159
02.02.2004 00:00:00; 0,319
03.02.2004 00:00:00;  2,48
04.02.2004 00:00:00;  2,51
05.02.2004 00:00:00;  1,94
06.02.2004 00:00:00;  1,77
07.02.2004 00:00:00;  1,76
08.02.2004 00:00:00;  1,70
09.02.2004 00:00:00;  1,44
10.02.2004 00:00:00;  1,15
11.02.2004 00:00:00; 0,929
12.02.2004 00:00:00; 0,703
13.02.2004 00:00:00; 0,595
14.02.2004 00:00:00; 0,564
15.02.2004 00:00:00; 0,556
16.02.2004 00:00:00; 0,541
17.02.2004 00:00:00; 0,496
18.02.2004 00:00:00; 0,454
19.02.2004 00:00:00; 0,440
20.02.2004 00:00:00; 0,433
21.02.2004 00:00:00; 0,381
22.02.2004 00:00:00; 0,362
23.02.2004 00:00:00; 0,351
24.02.2004 00:00:00; 0,336
25.02.2004 00:00:00; 0,315
26.02.2004 00:00:00; 0,296
27.02.2004 00:00:00; 0,337
28.02.2004 00:00:00; 0,275
29.02.2004 00:00:00; 0,294
01.03.2004 00:00:00; 0,275
02.03.2004 00:00:00; 0,266
03.03.2004 00:00:00; 0,241
04.03.2004 00:00:00; 0,245
05.03.2004 00:00:00; 0,246
06.03.2004 00:00:00; 0,241
07.03.2004 00:00:00; 0,241
08.03.2004 00:00:00; 0,253
09.03.2004 00:00:00; 0,285
10.03.2004 00:00:00; 0,274
11.03.2004 00:00:00; 0,262
12.03.2004 00:00:00; 0,234
13.03.2004 00:00:00; 0,234
14.03.2004 00:00:00; 0,238
15.03.2004 00:00:00; 0,277
16.03.2004 00:00:00; 0,410
17.03.2004 00:00:00; 0,697
18.03.2004 00:00:00;  1,11
19.03.2004 00:00:00;  1,68
20.03.2004 00:00:00;  2,07
21.03.2004 00:00:00;  2,32
22.03.2004 00:00:00;  2,66
23.03.2004 00:00:00;  2,03
24.03.2004 00:00:00;  1,61
25.03.2004 00:00:00;  1,35
26.03.2004 00:00:00;  1,08
27.03.2004 00:00:00; 0,884
28.03.2004 00:00:00; 0,727
29.03.2004 00:00:00; 0,613
30.03.2004 00:00:00; 0,600
31.03.2004 00:00:00; 0,637
01.04.2004 00:00:00; 0,774
02.04.2004 00:00:00;  1,18
03.04.2004 00:00:00;  1,79
04.04.2004 00:00:00;  2,27
05.04.2004 00:00:00;  2,41
06.04.2004 00:00:00;  2,23
07.04.2004 00:00:00;  1,84
08.04.2004 00:00:00;  1,55
09.04.2004 00:00:00;  1,29
10.04.2004 00:00:00;  1,14
11.04.2004 00:00:00;  1,03
12.04.2004 00:00:00; 0,923
13.04.2004 00:00:00; 0,870
14.04.2004 00:00:00; 0,840
15.04.2004 00:00:00; 0,830
16.04.2004 00:00:00;  1,01
17.04.2004 00:00:00;  1,31
18.04.2004 00:00:00;  1,83
19.04.2004 00:00:00;  2,06
20.04.2004 00:00:00;  1,95
21.04.2004 00:00:00;  1,69
22.04.2004 00:00:00;  1,73
23.04.2004 00:00:00;  2,00
24.04.2004 00:00:00;  2,65
25.04.2004 00:00:00;  2,65
26.04.2004 00:00:00;  1,81
27.04.2004 00:00:00;  1,68
28.04.2004 00:00:00;  1,78
29.04.2004 00:00:00;  1,98
30.04.2004 00:00:00;  2,12
01.05.2004 00:00:00;  2,28
02.05.2004 00:00:00;  2,15
03.05.2004 00:00:00;  1,85
04.05.2004 00:00:00;  1,76
05.05.2004 00:00:00;  1,66
06.05.2004 00:00:00;  1,61
07.05.2004 00:00:00;  1,44
08.05.2004 00:00:00;  1,12
09.05.2004 00:00:00; 0,913
10.05.2004 00:00:00; 0,884
11.05.2004 00:00:00; 0,874
12.05.2004 00:00:00; 0,912
13.05.2004 00:00:00;  1,18
14.05.2004 00:00:00;  1,91
15.05.2004 00:00:00;  1,62
16.05.2004 00:00:00;  2,95
17.05.2004 00:00:00;  3,10
18.05.2004 00:00:00;  1,78
19.05.2004 00:00:00;  1,54
20.05.2004 00:00:00;  1,37
21.05.2004 00:00:00;  1,29
22.05.2004 00:00:00;  1,28
23.05.2004 00:00:00;  1,15
24.05.2004 00:00:00; 0,964
25.05.2004 00:00:00; 0,798
26.05.2004 00:00:00; 0,766
27.05.2004 00:00:00; 0,768
28.05.2004 00:00:00;  1,10
29.05.2004 00:00:00;  1,40
30.05.2004 00:00:00;  1,16
31.05.2004 00:00:00; 0,894
01.06.2004 00:00:00; 0,804
02.06.2004 00:00:00; 0,736
03.06.2004 00:00:00; 0,667
04.06.2004 00:00:00; 0,928
05.06.2004 00:00:00;  1,11
06.06.2004 00:00:00; 0,974
07.06.2004 00:00:00; 0,838
08.06.2004 00:00:00; 0,764
09.06.2004 00:00:00; 0,652
10.06.2004 00:00:00; 0,591
11.06.2004 00:00:00; 0,574
12.06.2004 00:00:00; 0,560
13.06.2004 00:00:00; 0,533
14.06.2004 00:00:00; 0,456
15.06.2004 00:00:00; 0,432
16.06.2004 00:00:00; 0,413
17.06.2004 00:00:00; 0,426
18.06.2004 00:00:00; 0,446
19.06.2004 00:00:00; 0,563
20.06.2004 00:00:00;  2,46
21.06.2004 00:00:00;  2,44
22.06.2004 00:00:00;  1,13
23.06.2004 00:00:00; 0,975
24.06.2004 00:00:00;  1,56
25.06.2004 00:00:00;  1,43
26.06.2004 00:00:00;  1,27
27.06.2004 00:00:00;  1,04
28.06.2004 00:00:00; 0,786
29.06.2004 00:00:00; 0,635
30.06.2004 00:00:00; 0,585
01.07.2004 00:00:00; 0,564
02.07.2004 00:00:00; 0,581
03.07.2004 00:00:00; 0,592
04.07.2004 00:00:00; 0,538
05.07.2004 00:00:00; 0,494
06.07.2004 00:00:00; 0,488
07.07.2004 00:00:00; 0,490
08.07.2004 00:00:00; 0,466
09.07.2004 00:00:00; 0,502
10.07.2004 00:00:00; 0,481
11.07.2004 00:00:00; 0,529
12.07.2004 00:00:00; 0,533
13.07.2004 00:00:00; 0,594
14.07.2004 00:00:00; 0,801
15.07.2004 00:00:00; 0,946
16.07.2004 00:00:00;  1,52
17.07.2004 00:00:00;  1,31
18.07.2004 00:00:00; 0,927
19.07.2004 00:00:00; 0,638
20.07.2004 00:00:00; 0,527
21.07.2004 00:00:00; 0,483
22.07.2004 00:00:00; 0,492
23.07.2004 00:00:00; 0,428
24.07.2004 00:00:00; 0,399
25.07.2004 00:00:00; 0,467
26.07.2004 00:00:00; 0,451
27.07.2004 00:00:00; 0,387
28.07.2004 00:00:00; 0,271
29.07.2004 00:00:00; 0,219
30.07.2004 00:00:00; 0,221
31.07.2004 00:00:00; 0,235
01.08.2004 00:00:00; 0,250
02.08.2004 00:00:00; 0,263
03.08.2004 00:00:00; 0,253
04.08.2004 00:00:00; 0,251
05.08.2004 00:00:00; 0,248
06.08.2004 00:00:00; 0,244
07.08.2004 00:00:00; 0,242
08.08.2004 00:00:00; 0,265
09.08.2004 00:00:00; 0,395
10.08.2004 00:00:00; 0,324
11.08.2004 00:00:00; 0,272
12.08.2004 00:00:00; 0,248
13.08.2004 00:00:00; 0,229
14.08.2004 00:00:00; 0,229
15.08.2004 00:00:00; 0,548
16.08.2004 00:00:00; 0,541
17.08.2004 00:00:00; 0,381
18.08.2004 00:00:00; 0,320
19.08.2004 00:00:00; 0,290
20.08.2004 00:00:00; 0,277
21.08.2004 00:00:00; 0,285
22.08.2004 00:00:00; 0,484
23.08.2004 00:00:00; 0,609
24.08.2004 00:00:00; 0,453
25.08.2004 00:00:00; 0,444
26.08.2004 00:00:00; 0,570
27.08.2004 00:00:00;  1,43
28.08.2004 00:00:00;  1,12
29.08.2004 00:00:00; 0,899
30.08.2004 00:00:00;  1,03
31.08.2004 00:00:00; 0,870
01.09.2004 00:00:00; 0,805
02.09.2004 00:00:00; 0,632
03.09.2004 00:00:00; 0,492
04.09.2004 00:00:00; 0,430
05.09.2004 00:00:00; 0,394
06.09.2004 00:00:00; 0,391
07.09.2004 00:00:00; 0,362
08.09.2004 00:00:00; 0,329
09.09.2004 00:00:00; 0,299
10.09.2004 00:00:00; 0,285
11.09.2004 00:00:00; 0,271
12.09.2004 00:00:00; 0,257
13.09.2004 00:00:00; 0,253
14.09.2004 00:00:00; 0,259
15.09.2004 00:00:00; 0,291
16.09.2004 00:00:00; 0,354
17.09.2004 00:00:00; 0,321
18.09.2004 00:00:00; 0,285
19.09.2004 00:00:00; 0,268
20.09.2004 00:00:00; 0,259
21.09.2004 00:00:00; 0,251
22.09.2004 00:00:00; 0,261
23.09.2004 00:00:00;  1,59
24.09.2004 00:00:00;  3,21
25.09.2004 00:00:00;  2,00
26.09.2004 00:00:00;  1,99
27.09.2004 00:00:00;  1,39
28.09.2004 00:00:00;  1,06
29.09.2004 00:00:00; 0,861
30.09.2004 00:00:00; 0,980
01.10.2004 00:00:00; 0,918
02.10.2004 00:00:00; 0,772
03.10.2004 00:00:00; 0,658
04.10.2004 00:00:00; 0,572
05.10.2004 00:00:00; 0,507
06.10.2004 00:00:00; 0,640
07.10.2004 00:00:00; 0,878
08.10.2004 00:00:00; 0,632
09.10.2004 00:00:00; 0,554
10.10.2004 00:00:00; 0,584
11.10.2004 00:00:00; 0,589
12.10.2004 00:00:00; 0,531
13.10.2004 00:00:00; 0,543
14.10.2004 00:00:00; 0,550
15.10.2004 00:00:00; 0,423
16.10.2004 00:00:00; 0,377
17.10.2004 00:00:00; 0,354
18.10.2004 00:00:00; 0,331
19.10.2004 00:00:00; 0,305
20.10.2004 00:00:00; 0,289
21.10.2004 00:00:00; 0,277
22.10.2004 00:00:00; 0,274
23.10.2004 00:00:00; 0,270
24.10.2004 00:00:00; 0,254
25.10.2004 00:00:00; 0,249
26.10.2004 00:00:00; 0,245
27.10.2004 00:00:00; 0,240
28.10.2004 00:00:00; 0,235
29.10.2004 00:00:00; 0,230
30.10.2004 00:00:00; 0,225
31.10.2004 00:00:00; 0,220
01.11.2004 00:00:00; 0,218
02.11.2004 00:00:00; 0,221
03.11.2004 00:00:00; 0,224
04.11.2004 00:00:00; 0,227
05.11.2004 00:00:00; 0,230
06.11.2004 00:00:00; 0,235
07.11.2004 00:00:00; 0,257
08.11.2004 00:00:00; 0,254
09.11.2004 00:00:00; 0,253
10.11.2004 00:00:00; 0,252
11.11.2004 00:00:00; 0,271
12.11.2004 00:00:00; 0,321
13.11.2004 00:00:00; 0,439
14.11.2004 00:00:00; 0,455
15.11.2004 00:00:00; 0,378
16.11.2004 00:00:00; 0,304
17.11.2004 00:00:00; 0,289
18.11.2004 00:00:00; 0,289
19.11.2004 00:00:00; 0,353
20.11.2004 00:00:00; 0,381
21.11.2004 00:00:00; 0,373
22.11.2004 00:00:00; 0,371
23.11.2004 00:00:00;  1,58
24.11.2004 00:00:00;  1,97
25.11.2004 00:00:00;  1,49
26.11.2004 00:00:00;  1,11
27.11.2004 00:00:00; 0,876
28.11.2004 00:00:00; 0,830
29.11.2004 00:00:00; 0,568
30.11.2004 00:00:00; 0,406
01.12.2004 00:00:00; 0,435
02.12.2004 00:00:00; 0,456
03.12.2004 00:00:00; 0,465
04.12.2004 00:00:00; 0,466
05.12.2004 00:00:00; 0,456
06.12.2004 00:00:00; 0,456
07.12.2004 00:00:00; 0,484
08.12.2004 00:00:00; 0,476
09.12.2004 00:00:00; 0,457
10.12.2004 00:00:00; 0,433
11.12.2004 00:00:00; 0,400
12.12.2004 00:00:00; 0,374
13.12.2004 00:00:00; 0,336
14.12.2004 00:00:00; 0,331
15.12.2004 00:00:00; 0,328
16.12.2004 00:00:00; 0,325
17.12.2004 00:00:00; 0,322
18.12.2004 00:00:00; 0,297
19.12.2004 00:00:00; 0,285
20.12.2004 00:00:00; 0,278
21.12.2004 00:00:00; 0,254
22.12.2004 00:00:00; 0,236
23.12.2004 00:00:00; 0,277
24.12.2004 00:00:00; 0,347
25.12.2004 00:00:00; 0,354
26.12.2004 00:00:00; 0,324
27.12.2004 00:00:00; 0,295
28.12.2004 00:00:00; 0,286
29.12.2004 00:00:00; 0,283
30.12.2004 00:00:00; 0,280
31.12.2004 00:00:00; 0,276
01.01.2005 00:00:00; 0,273
02.01.2005 00:00:00; 0,305
03.01.2005 00:00:00; 0,346
04.01.2005 00:00:00; 0,396
05.01.2005 00:00:00; 0,369
06.01.2005 00:00:00; 0,533
07.01.2005 00:00:00; 0,520
08.01.2005 00:00:00; 0,495
09.01.2005 00:00:00; 0,504
10.01.2005 00:00:00; 0,522
11.01.2005 00:00:00; 0,597
12.01.2005 00:00:00; 0,613
13.01.2005 00:00:00; 0,560
14.01.2005 00:00:00; 0,521
15.01.2005 00:00:00; 0,478
16.01.2005 00:00:00; 0,403
17.01.2005 00:00:00; 0,339
18.01.2005 00:00:00; 0,329
19.01.2005 00:00:00; 0,337
20.01.2005 00:00:00; 0,382
21.01.2005 00:00:00; 0,977
22.01.2005 00:00:00; 0,751
23.01.2005 00:00:00; 0,666
24.01.2005 00:00:00; 0,571
25.01.2005 00:00:00; 0,492
26.01.2005 00:00:00; 0,424
27.01.2005 00:00:00; 0,393
28.01.2005 00:00:00; 0,357
29.01.2005 00:00:00; 0,325
30.01.2005 00:00:00; 0,296
31.01.2005 00:00:00; 0,300
01.02.2005 00:00:00; 0,341
02.02.2005 00:00:00; 0,422
03.02.2005 00:00:00; 0,428
04.02.2005 00:00:00; 0,451
05.02.2005 00:00:00; 0,359
06.02.2005 00:00:00; 0,305
07.02.2005 00:00:00; 0,308
08.02.2005 00:00:00; 0,339
09.02.2005 00:00:00; 0,309
10.02.2005 00:00:00; 0,306
11.02.2005 00:00:00; 0,363
12.02.2005 00:00:00; 0,489
13.02.2005 00:00:00; 0,690
14.02.2005 00:00:00; 0,672
15.02.2005 00:00:00; 0,594
16.02.2005 00:00:00; 0,519
17.02.2005 00:00:00; 0,462
18.02.2005 00:00:00; 0,438
19.02.2005 00:00:00; 0,367
20.02.2005 00:00:00; 0,325
21.02.2005 00:00:00; 0,302
22.02.2005 00:00:00; 0,345
23.02.2005 00:00:00; 0,350
24.02.2005 00:00:00; 0,321
25.02.2005 00:00:00; 0,288
26.02.2005 00:00:00; 0,289
27.02.2005 00:00:00; 0,285
28.02.2005 00:00:00; 0,294
01.03.2005 00:00:00; 0,263
02.03.2005 00:00:00; 0,252
03.03.2005 00:00:00; 0,260
04.03.2005 00:00:00; 0,269
05.03.2005 00:00:00; 0,257
06.03.2005 00:00:00; 0,261
07.03.2005 00:00:00; 0,255
08.03.2005 00:00:00; 0,261
09.03.2005 00:00:00; 0,267
10.03.2005 00:00:00; 0,269
11.03.2005 00:00:00; 0,277
12.03.2005 00:00:00; 0,284
13.03.2005 00:00:00; 0,247
14.03.2005 00:00:00; 0,239
15.03.2005 00:00:00; 0,245
16.03.2005 00:00:00; 0,235
17.03.2005 00:00:00; 0,269
18.03.2005 00:00:00; 0,739
19.03.2005 00:00:00;  3,46
20.03.2005 00:00:00;  5,24
21.03.2005 00:00:00;  3,22
22.03.2005 00:00:00;  2,16
23.03.2005 00:00:00;  1,82
24.03.2005 00:00:00;  1,96
25.03.2005 00:00:00;  2,52
26.03.2005 00:00:00;  3,00
27.03.2005 00:00:00;  3,26
28.03.2005 00:00:00;  3,55
29.03.2005 00:00:00;  3,97
30.03.2005 00:00:00;  3,95
31.03.2005 00:00:00;  3,38
01.04.2005 00:00:00;  2,98
02.04.2005 00:00:00;  2,63
03.04.2005 00:00:00;  2,40
04.04.2005 00:00:00;  2,34
05.04.2005 00:00:00;  2,45
06.04.2005 00:00:00;  2,63
07.04.2005 00:00:00;  2,87
08.04.2005 00:00:00;  3,17
09.04.2005 00:00:00;  3,37
10.04.2005 00:00:00;  2,77
11.04.2005 00:00:00;  2,26
12.04.2005 00:00:00;  2,01
13.04.2005 00:00:00;  1,91
14.04.2005 00:00:00;  2,02
15.04.2005 00:00:00;  2,42
16.04.2005 00:00:00;  2,97
17.04.2005 00:00:00;  3,39
18.04.2005 00:00:00;  3,03
19.04.2005 00:00:00;  3,09
20.04.2005 00:00:00;  3,57
21.04.2005 00:00:00;  2,96
22.04.2005 00:00:00;  2,21
23.04.2005 00:00:00;  1,84
24.04.2005 00:00:00;  1,76
25.04.2005 00:00:00;  2,06
26.04.2005 00:00:00;  3,13
27.04.2005 00:00:00;  3,56
28.04.2005 00:00:00;  3,44
29.04.2005 00:00:00;  3,12
30.04.2005 00:00:00;  2,84
01.05.2005 00:00:00;  2,85
02.05.2005 00:00:00;  3,10
03.05.2005 00:00:00;  3,41
04.05.2005 00:00:00;  4,10
05.05.2005 00:00:00;  3,85
06.05.2005 00:00:00;  3,29
07.05.2005 00:00:00;  2,76
08.05.2005 00:00:00;  2,28
09.05.2005 00:00:00;  1,86
10.05.2005 00:00:00;  1,40
11.05.2005 00:00:00;  1,04
12.05.2005 00:00:00;  1,08
13.05.2005 00:00:00;  1,18
14.05.2005 00:00:00;  1,41
15.05.2005 00:00:00;  1,74
16.05.2005 00:00:00;  1,71
17.05.2005 00:00:00;  1,60
18.05.2005 00:00:00;  1,90
19.05.2005 00:00:00;  3,64
20.05.2005 00:00:00;  2,79
21.05.2005 00:00:00;  2,13
22.05.2005 00:00:00;  1,94
23.05.2005 00:00:00;  1,90
24.05.2005 00:00:00;  2,26
25.05.2005 00:00:00;  1,67
26.05.2005 00:00:00;  1,34
27.05.2005 00:00:00;  1,15
28.05.2005 00:00:00;  1,03
29.05.2005 00:00:00; 0,913
30.05.2005 00:00:00; 0,891
31.05.2005 00:00:00;  1,12
01.06.2005 00:00:00; 0,919
02.06.2005 00:00:00; 0,727
03.06.2005 00:00:00; 0,609
04.06.2005 00:00:00; 0,638
05.06.2005 00:00:00; 0,740
06.06.2005 00:00:00; 0,584
07.06.2005 00:00:00; 0,805
08.06.2005 00:00:00;  1,06
09.06.2005 00:00:00;  1,32
10.06.2005 00:00:00;  1,33
11.06.2005 00:00:00;  1,13
12.06.2005 00:00:00; 0,843
13.06.2005 00:00:00; 0,639
14.06.2005 00:00:00; 0,583
15.06.2005 00:00:00; 0,572
16.06.2005 00:00:00; 0,569
17.06.2005 00:00:00; 0,565
18.06.2005 00:00:00; 0,531
19.06.2005 00:00:00; 0,468
20.06.2005 00:00:00; 0,407
21.06.2005 00:00:00; 0,384
22.06.2005 00:00:00; 0,375
23.06.2005 00:00:00; 0,380
24.06.2005 00:00:00; 0,354
25.06.2005 00:00:00; 0,327
26.06.2005 00:00:00; 0,409
27.06.2005 00:00:00; 0,520
28.06.2005 00:00:00; 0,473
29.06.2005 00:00:00; 0,428
30.06.2005 00:00:00; 0,426
01.07.2005 00:00:00; 0,396
02.07.2005 00:00:00;  1,05
03.07.2005 00:00:00;  1,64
04.07.2005 00:00:00; 0,950
05.07.2005 00:00:00; 0,794
06.07.2005 00:00:00;  1,06
07.07.2005 00:00:00; 0,866
08.07.2005 00:00:00;  2,00
09.07.2005 00:00:00;  2,29
10.07.2005 00:00:00;  2,69
11.07.2005 00:00:00;  3,25
12.07.2005 00:00:00;  3,64
13.07.2005 00:00:00;  2,56
14.07.2005 00:00:00;  1,41
15.07.2005 00:00:00; 0,654
16.07.2005 00:00:00; 0,644
17.07.2005 00:00:00; 0,629
18.07.2005 00:00:00; 0,621
19.07.2005 00:00:00; 0,610
20.07.2005 00:00:00; 0,593
21.07.2005 00:00:00; 0,577
22.07.2005 00:00:00; 0,572
23.07.2005 00:00:00; 0,573
24.07.2005 00:00:00; 0,573
25.07.2005 00:00:00; 0,578
26.07.2005 00:00:00; 0,598
27.07.2005 00:00:00; 0,602
28.07.2005 00:00:00; 0,536
29.07.2005 00:00:00; 0,501
30.07.2005 00:00:00; 0,467
31.07.2005 00:00:00; 0,468
01.08.2005 00:00:00; 0,402
02.08.2005 00:00:00; 0,389
03.08.2005 00:00:00; 0,404
04.08.2005 00:00:00; 0,459
05.08.2005 00:00:00; 0,450
06.08.2005 00:00:00; 0,415
07.08.2005 00:00:00; 0,424
08.08.2005 00:00:00; 0,506
09.08.2005 00:00:00; 0,532
10.08.2005 00:00:00; 0,490
11.08.2005 00:00:00; 0,428
12.08.2005 00:00:00; 0,379
13.08.2005 00:00:00; 0,347
14.08.2005 00:00:00; 0,336
15.08.2005 00:00:00;  1,85
16.08.2005 00:00:00;  3,58
17.08.2005 00:00:00;  3,13
18.08.2005 00:00:00;  2,46
19.08.2005 00:00:00;  1,20
20.08.2005 00:00:00;  1,11
21.08.2005 00:00:00;  3,14
22.08.2005 00:00:00;  3,12
23.08.2005 00:00:00;  2,16
24.08.2005 00:00:00;  3,19
25.08.2005 00:00:00;  2,49
26.08.2005 00:00:00;  1,79
27.08.2005 00:00:00;  1,46
28.08.2005 00:00:00; 0,906
29.08.2005 00:00:00; 0,507
30.08.2005 00:00:00; 0,375
31.08.2005 00:00:00; 0,430
01.09.2005 00:00:00; 0,497
02.09.2005 00:00:00; 0,516
03.09.2005 00:00:00; 0,514
04.09.2005 00:00:00; 0,480
05.09.2005 00:00:00; 0,455
06.09.2005 00:00:00; 0,452
07.09.2005 00:00:00; 0,437
08.09.2005 00:00:00; 0,420
09.09.2005 00:00:00; 0,413
10.09.2005 00:00:00; 0,406
11.09.2005 00:00:00; 0,388
12.09.2005 00:00:00; 0,394
13.09.2005 00:00:00; 0,441
14.09.2005 00:00:00; 0,408
15.09.2005 00:00:00; 0,374
16.09.2005 00:00:00; 0,350
17.09.2005 00:00:00; 0,691
18.09.2005 00:00:00;  1,64
19.09.2005 00:00:00;  1,07
20.09.2005 00:00:00; 0,805
21.09.2005 00:00:00; 0,769
22.09.2005 00:00:00; 0,682
23.09.2005 00:00:00; 0,565
24.09.2005 00:00:00; 0,485
25.09.2005 00:00:00; 0,434
26.09.2005 00:00:00; 0,402
27.09.2005 00:00:00; 0,419
28.09.2005 00:00:00; 0,424
29.09.2005 00:00:00; 0,422
30.09.2005 00:00:00; 0,856
01.10.2005 00:00:00; 0,987
02.10.2005 00:00:00; 0,760
03.10.2005 00:00:00; 0,794
04.10.2005 00:00:00; 0,897
05.10.2005 00:00:00; 0,789
06.10.2005 00:00:00; 0,669
07.10.2005 00:00:00; 0,572
08.10.2005 00:00:00; 0,489
09.10.2005 00:00:00; 0,429
10.10.2005 00:00:00; 0,401
11.10.2005 00:00:00; 0,386
12.10.2005 00:00:00; 0,374
13.10.2005 00:00:00; 0,362
14.10.2005 00:00:00; 0,346
15.10.2005 00:00:00; 0,334
16.10.2005 00:00:00; 0,325
17.10.2005 00:00:00; 0,317
18.10.2005 00:00:00; 0,352
19.10.2005 00:00:00; 0,445
20.10.2005 00:00:00; 0,359
21.10.2005 00:00:00; 0,334
22.10.2005 00:00:00; 0,304
23.10.2005 00:00:00; 0,280
24.10.2005 00:00:00; 0,265
25.10.2005 00:00:00; 0,257
26.10.2005 00:00:00; 0,249
27.10.2005 00:00:00; 0,241
28.10.2005 00:00:00; 0,232
29.10.2005 00:00:00; 0,224
30.10.2005 00:00:00; 0,216
31.10.2005 00:00:00; 0,208
01.11.2005 00:00:00; 0,203
02.11.2005 00:00:00; 0,198
03.11.2005 00:00:00; 0,193
04.11.2005 00:00:00; 0,188
05.11.2005 00:00:00; 0,184
06.11.2005 00:00:00; 0,179
07.11.2005 00:00:00; 0,178
08.11.2005 00:00:00; 0,188
09.11.2005 00:00:00; 0,200
10.11.2005 00:00:00; 0,211
11.11.2005 00:00:00; 0,200
12.11.2005 00:00:00; 0,241
13.11.2005 00:00:00; 0,250
14.11.2005 00:00:00; 0,261
15.11.2005 00:00:00; 0,236
16.11.2005 00:00:00; 0,238
17.11.2005 00:00:00; 0,225
18.11.2005 00:00:00; 0,195
19.11.2005 00:00:00; 0,212
20.11.2005 00:00:00; 0,194
21.11.2005 00:00:00; 0,181
22.11.2005 00:00:00; 0,190
23.11.2005 00:00:00; 0,200
24.11.2005 00:00:00; 0,208
25.11.2005 00:00:00; 0,207
26.11.2005 00:00:00; 0,205
27.11.2005 00:00:00; 0,192
28.11.2005 00:00:00; 0,182
29.11.2005 00:00:00; 0,199
30.11.2005 00:00:00; 0,227
01.12.2005 00:00:00; 0,235
02.12.2005 00:00:00; 0,217
03.12.2005 00:00:00; 0,209
04.12.2005 00:00:00; 0,190
05.12.2005 00:00:00; 0,182
06.12.2005 00:00:00; 0,206
