Messstelle:                ;Lochau
07.10.1988 00:00:00; 0,187
08.10.1988 00:00:00; 0,105
09.10.1988 00:00:00; 0,088
10.10.1988 00:00:00; 0,347
11.10.1988 00:00:00; 0,236
12.10.1988 00:00:00; 0,131
13.10.1988 00:00:00; 0,204
14.10.1988 00:00:00; 0,134
15.10.1988 00:00:00; 0,110
16.10.1988 00:00:00; 0,100
17.10.1988 00:00:00; 0,091
18.10.1988 00:00:00; 0,081
19.10.1988 00:00:00; 0,074
20.10.1988 00:00:00; 0,134
21.10.1988 00:00:00; 0,110
22.10.1988 00:00:00; 0,087
23.10.1988 00:00:00; 0,074
24.10.1988 00:00:00; 0,100
25.10.1988 00:00:00; 0,131
26.10.1988 00:00:00; 0,091
27.10.1988 00:00:00; 0,081
28.10.1988 00:00:00; 0,071
29.10.1988 00:00:00; 0,220
30.10.1988 00:00:00; 0,167
31.10.1988 00:00:00; 0,104
01.11.1988 00:00:00; 0,095
02.11.1988 00:00:00; 0,084
03.11.1988 00:00:00; 0,070
04.11.1988 00:00:00; 0,074
05.11.1988 00:00:00; 0,069
06.11.1988 00:00:00; 0,069
07.11.1988 00:00:00; 0,073
08.11.1988 00:00:00; 0,069
09.11.1988 00:00:00; 0,069
10.11.1988 00:00:00; 0,060
11.11.1988 00:00:00; 0,051
12.11.1988 00:00:00; 0,045
13.11.1988 00:00:00; 0,421
14.11.1988 00:00:00; 0,201
15.11.1988 00:00:00; 0,114
16.11.1988 00:00:00; 0,106
17.11.1988 00:00:00; 0,102
18.11.1988 00:00:00; 0,246
19.11.1988 00:00:00; 0,477
20.11.1988 00:00:00; 0,188
21.11.1988 00:00:00; 0,173
22.11.1988 00:00:00; 0,199
23.11.1988 00:00:00; 0,430
24.11.1988 00:00:00; 0,317
25.11.1988 00:00:00; 0,142
26.11.1988 00:00:00; 0,128
27.11.1988 00:00:00; 0,112
28.11.1988 00:00:00; 0,116
29.11.1988 00:00:00; 0,175
30.11.1988 00:00:00;  1,72
01.12.1988 00:00:00; 0,548
02.12.1988 00:00:00; 0,313
03.12.1988 00:00:00; 0,804
04.12.1988 00:00:00; 0,421
05.12.1988 00:00:00;  1,29
06.12.1988 00:00:00;  1,07
07.12.1988 00:00:00; 0,398
08.12.1988 00:00:00; 0,263
09.12.1988 00:00:00; 0,218
10.12.1988 00:00:00;  1,39
11.12.1988 00:00:00;  1,81
12.12.1988 00:00:00;  1,07
13.12.1988 00:00:00; 0,573
14.12.1988 00:00:00; 0,354
15.12.1988 00:00:00; 0,339
16.12.1988 00:00:00; 0,236
17.12.1988 00:00:00; 0,192
18.12.1988 00:00:00; 0,173
19.12.1988 00:00:00; 0,189
20.12.1988 00:00:00; 0,229
21.12.1988 00:00:00; 0,186
22.12.1988 00:00:00; 0,189
23.12.1988 00:00:00; 0,587
24.12.1988 00:00:00; 0,913
25.12.1988 00:00:00; 0,714
26.12.1988 00:00:00; 0,387
27.12.1988 00:00:00; 0,259
28.12.1988 00:00:00; 0,218
29.12.1988 00:00:00; 0,180
30.12.1988 00:00:00; 0,163
31.12.1988 00:00:00; 0,155
01.01.1989 00:00:00; 0,136
02.01.1989 00:00:00; 0,119
03.01.1989 00:00:00; 0,107
04.01.1989 00:00:00; 0,098
05.01.1989 00:00:00; 0,105
06.01.1989 00:00:00; 0,111
07.01.1989 00:00:00; 0,389
08.01.1989 00:00:00; 0,428
09.01.1989 00:00:00; 0,275
10.01.1989 00:00:00; 0,201
11.01.1989 00:00:00; 0,176
12.01.1989 00:00:00; 0,150
13.01.1989 00:00:00; 0,223
14.01.1989 00:00:00; 0,162
15.01.1989 00:00:00; 0,151
16.01.1989 00:00:00; 0,137
17.01.1989 00:00:00; 0,118
18.01.1989 00:00:00; 0,120
19.01.1989 00:00:00; 0,096
20.01.1989 00:00:00; 0,087
21.01.1989 00:00:00; 0,087
22.01.1989 00:00:00; 0,091
23.01.1989 00:00:00; 0,087
24.01.1989 00:00:00; 0,087
25.01.1989 00:00:00; 0,087
26.01.1989 00:00:00; 0,087
27.01.1989 00:00:00; 0,069
28.01.1989 00:00:00; 0,107
29.01.1989 00:00:00; 0,107
30.01.1989 00:00:00; 0,107
31.01.1989 00:00:00; 0,107
01.02.1989 00:00:00; 0,107
02.02.1989 00:00:00; 0,107
03.02.1989 00:00:00; 0,107
04.02.1989 00:00:00; 0,107
05.02.1989 00:00:00; 0,107
06.02.1989 00:00:00; 0,107
07.02.1989 00:00:00; 0,107
08.02.1989 00:00:00; 0,107
09.02.1989 00:00:00; 0,107
10.02.1989 00:00:00; 0,099
11.02.1989 00:00:00; 0,101
12.02.1989 00:00:00; 0,087
13.02.1989 00:00:00; 0,098
14.02.1989 00:00:00; 0,080
15.02.1989 00:00:00; 0,068
16.02.1989 00:00:00; 0,097
17.02.1989 00:00:00; 0,093
18.02.1989 00:00:00; 0,290
19.02.1989 00:00:00; 0,467
20.02.1989 00:00:00; 0,229
21.02.1989 00:00:00; 0,625
22.02.1989 00:00:00; 0,678
23.02.1989 00:00:00; 0,260
24.02.1989 00:00:00; 0,169
25.02.1989 00:00:00; 0,129
26.02.1989 00:00:00; 0,110
27.02.1989 00:00:00; 0,095
28.02.1989 00:00:00; 0,099
01.03.1989 00:00:00; 0,092
02.03.1989 00:00:00; 0,104
03.03.1989 00:00:00; 0,247
04.03.1989 00:00:00; 0,551
05.03.1989 00:00:00; 0,235
06.03.1989 00:00:00; 0,166
07.03.1989 00:00:00; 0,140
08.03.1989 00:00:00; 0,125
09.03.1989 00:00:00; 0,117
10.03.1989 00:00:00; 0,107
11.03.1989 00:00:00; 0,100
12.03.1989 00:00:00; 0,099
13.03.1989 00:00:00; 0,108
14.03.1989 00:00:00; 0,140
15.03.1989 00:00:00; 0,125
16.03.1989 00:00:00; 0,348
17.03.1989 00:00:00; 0,214
18.03.1989 00:00:00; 0,479
19.03.1989 00:00:00; 0,286
20.03.1989 00:00:00; 0,195
21.03.1989 00:00:00; 0,151
22.03.1989 00:00:00; 0,136
23.03.1989 00:00:00; 0,149
24.03.1989 00:00:00; 0,127
25.03.1989 00:00:00; 0,110
26.03.1989 00:00:00; 0,098
27.03.1989 00:00:00; 0,096
28.03.1989 00:00:00; 0,087
29.03.1989 00:00:00; 0,084
30.03.1989 00:00:00; 0,078
31.03.1989 00:00:00; 0,074
01.04.1989 00:00:00; 0,109
02.04.1989 00:00:00;  1,75
03.04.1989 00:00:00; 0,374
04.04.1989 00:00:00; 0,183
05.04.1989 00:00:00; 0,153
06.04.1989 00:00:00; 0,135
07.04.1989 00:00:00; 0,110
08.04.1989 00:00:00; 0,097
09.04.1989 00:00:00; 0,111
10.04.1989 00:00:00; 0,086
11.04.1989 00:00:00; 0,077
12.04.1989 00:00:00; 0,082
13.04.1989 00:00:00; 0,093
14.04.1989 00:00:00; 0,182
15.04.1989 00:00:00; 0,395
16.04.1989 00:00:00; 0,215
17.04.1989 00:00:00; 0,680
18.04.1989 00:00:00;  1,17
19.04.1989 00:00:00; 0,430
20.04.1989 00:00:00; 0,434
21.04.1989 00:00:00;  1,19
22.04.1989 00:00:00; 0,911
23.04.1989 00:00:00; 0,592
24.04.1989 00:00:00; 0,348
25.04.1989 00:00:00; 0,211
26.04.1989 00:00:00; 0,173
27.04.1989 00:00:00; 0,189
28.04.1989 00:00:00; 0,184
29.04.1989 00:00:00; 0,165
30.04.1989 00:00:00; 0,155
01.05.1989 00:00:00; 0,141
02.05.1989 00:00:00; 0,118
03.05.1989 00:00:00; 0,107
04.05.1989 00:00:00; 0,098
05.05.1989 00:00:00; 0,096
06.05.1989 00:00:00; 0,097
07.05.1989 00:00:00; 0,083
08.05.1989 00:00:00; 0,085
09.05.1989 00:00:00; 0,078
10.05.1989 00:00:00; 0,089
11.05.1989 00:00:00; 0,109
12.05.1989 00:00:00; 0,197
13.05.1989 00:00:00; 0,148
14.05.1989 00:00:00; 0,163
15.05.1989 00:00:00; 0,116
16.05.1989 00:00:00; 0,093
17.05.1989 00:00:00; 0,082
18.05.1989 00:00:00; 0,084
19.05.1989 00:00:00; 0,077
20.05.1989 00:00:00; 0,074
21.05.1989 00:00:00; 0,072
22.05.1989 00:00:00; 0,074
23.05.1989 00:00:00; 0,071
24.05.1989 00:00:00; 0,073
25.05.1989 00:00:00; 0,067
26.05.1989 00:00:00; 0,061
27.05.1989 00:00:00; 0,056
28.05.1989 00:00:00; 0,059
29.05.1989 00:00:00; 0,057
30.05.1989 00:00:00; 0,063
31.05.1989 00:00:00; 0,081
01.06.1989 00:00:00; 0,063
02.06.1989 00:00:00; 0,136
03.06.1989 00:00:00; 0,375
04.06.1989 00:00:00; 0,208
05.06.1989 00:00:00; 0,428
06.06.1989 00:00:00; 0,210
07.06.1989 00:00:00; 0,157
08.06.1989 00:00:00; 0,112
09.06.1989 00:00:00; 0,074
10.06.1989 00:00:00; 0,042
11.06.1989 00:00:00; 0,039
12.06.1989 00:00:00; 0,030
13.06.1989 00:00:00; 0,029
14.06.1989 00:00:00; 0,029
15.06.1989 00:00:00; 0,029
16.06.1989 00:00:00; 0,029
17.06.1989 00:00:00; 0,029
18.06.1989 00:00:00; 0,054
19.06.1989 00:00:00; 0,053
20.06.1989 00:00:00; 0,046
21.06.1989 00:00:00; 0,044
22.06.1989 00:00:00; 0,132
23.06.1989 00:00:00; 0,316
24.06.1989 00:00:00; 0,198
25.06.1989 00:00:00; 0,103
26.06.1989 00:00:00; 0,074
27.06.1989 00:00:00; 0,055
28.06.1989 00:00:00; 0,332
29.06.1989 00:00:00; 0,123
30.06.1989 00:00:00; 0,113
01.07.1989 00:00:00; 0,068
02.07.1989 00:00:00; 0,185
03.07.1989 00:00:00; 0,347
04.07.1989 00:00:00; 0,228
05.07.1989 00:00:00; 0,140
06.07.1989 00:00:00; 0,099
07.07.1989 00:00:00; 0,182
08.07.1989 00:00:00; 0,125
09.07.1989 00:00:00; 0,182
10.07.1989 00:00:00; 0,199
11.07.1989 00:00:00;  1,17
12.07.1989 00:00:00;  1,69
13.07.1989 00:00:00; 0,307
14.07.1989 00:00:00; 0,183
15.07.1989 00:00:00; 0,141
16.07.1989 00:00:00; 0,116
17.07.1989 00:00:00; 0,081
18.07.1989 00:00:00; 0,084
19.07.1989 00:00:00; 0,083
20.07.1989 00:00:00; 0,069
21.07.1989 00:00:00; 0,053
22.07.1989 00:00:00; 0,053
23.07.1989 00:00:00; 0,061
24.07.1989 00:00:00; 0,654
25.07.1989 00:00:00; 0,118
26.07.1989 00:00:00; 0,086
27.07.1989 00:00:00; 0,080
28.07.1989 00:00:00; 0,232
29.07.1989 00:00:00; 0,114
30.07.1989 00:00:00; 0,091
31.07.1989 00:00:00; 0,361
01.08.1989 00:00:00;  1,83
02.08.1989 00:00:00;  1,58
03.08.1989 00:00:00; 0,300
04.08.1989 00:00:00; 0,174
05.08.1989 00:00:00; 0,137
06.08.1989 00:00:00; 0,125
07.08.1989 00:00:00; 0,119
08.08.1989 00:00:00; 0,177
09.08.1989 00:00:00; 0,542
10.08.1989 00:00:00; 0,194
11.08.1989 00:00:00; 0,527
12.08.1989 00:00:00; 0,183
13.08.1989 00:00:00; 0,147
14.08.1989 00:00:00; 0,131
15.08.1989 00:00:00; 0,144
16.08.1989 00:00:00; 0,116
17.08.1989 00:00:00; 0,627
18.08.1989 00:00:00; 0,167
19.08.1989 00:00:00; 0,138
20.08.1989 00:00:00; 0,130
21.08.1989 00:00:00; 0,130
22.08.1989 00:00:00; 0,130
23.08.1989 00:00:00; 0,130
24.08.1989 00:00:00; 0,130
25.08.1989 00:00:00; 0,130
26.08.1989 00:00:00; 0,130
27.08.1989 00:00:00; 0,365
28.08.1989 00:00:00; 0,520
29.08.1989 00:00:00; 0,214
30.08.1989 00:00:00; 0,145
31.08.1989 00:00:00; 0,130
01.09.1989 00:00:00; 0,125
02.09.1989 00:00:00; 0,106
03.09.1989 00:00:00; 0,101
04.09.1989 00:00:00; 0,144
05.09.1989 00:00:00; 0,119
06.09.1989 00:00:00; 0,075
07.09.1989 00:00:00; 0,071
08.09.1989 00:00:00; 0,061
09.09.1989 00:00:00; 0,058
10.09.1989 00:00:00; 0,058
11.09.1989 00:00:00; 0,052
12.09.1989 00:00:00; 0,047
13.09.1989 00:00:00; 0,110
14.09.1989 00:00:00; 0,155
15.09.1989 00:00:00; 0,108
16.09.1989 00:00:00; 0,135
17.09.1989 00:00:00; 0,080
18.09.1989 00:00:00; 0,072
19.09.1989 00:00:00; 0,057
20.09.1989 00:00:00; 0,055
21.09.1989 00:00:00; 0,053
22.09.1989 00:00:00; 0,056
23.09.1989 00:00:00; 0,053
24.09.1989 00:00:00; 0,056
25.09.1989 00:00:00; 0,090
26.09.1989 00:00:00; 0,119
27.09.1989 00:00:00; 0,110
28.09.1989 00:00:00; 0,093
29.09.1989 00:00:00; 0,078
30.09.1989 00:00:00; 0,069
01.10.1989 00:00:00; 0,066
02.10.1989 00:00:00; 0,058
03.10.1989 00:00:00; 0,053
04.10.1989 00:00:00; 0,055
05.10.1989 00:00:00; 0,053
06.10.1989 00:00:00; 0,072
07.10.1989 00:00:00; 0,445
08.10.1989 00:00:00; 0,866
09.10.1989 00:00:00; 0,295
10.10.1989 00:00:00; 0,476
11.10.1989 00:00:00; 0,297
12.10.1989 00:00:00; 0,176
13.10.1989 00:00:00; 0,139
14.10.1989 00:00:00; 0,133
15.10.1989 00:00:00;  1,01
16.10.1989 00:00:00; 0,265
17.10.1989 00:00:00; 0,173
18.10.1989 00:00:00; 0,135
19.10.1989 00:00:00; 0,119
20.10.1989 00:00:00; 0,101
21.10.1989 00:00:00; 0,090
22.10.1989 00:00:00; 0,086
23.10.1989 00:00:00; 0,080
24.10.1989 00:00:00; 0,073
25.10.1989 00:00:00; 0,073
26.10.1989 00:00:00; 0,067
27.10.1989 00:00:00; 0,061
28.10.1989 00:00:00; 0,068
29.10.1989 00:00:00; 0,130
30.10.1989 00:00:00; 0,134
31.10.1989 00:00:00; 0,117
01.11.1989 00:00:00; 0,115
02.11.1989 00:00:00; 0,082
03.11.1989 00:00:00; 0,077
04.11.1989 00:00:00; 0,686
05.11.1989 00:00:00; 0,342
06.11.1989 00:00:00; 0,631
07.11.1989 00:00:00; 0,506
08.11.1989 00:00:00; 0,262
09.11.1989 00:00:00; 0,768
10.11.1989 00:00:00; 0,316
11.11.1989 00:00:00; 0,189
12.11.1989 00:00:00; 0,164
13.11.1989 00:00:00; 0,135
14.11.1989 00:00:00; 0,113
15.11.1989 00:00:00; 0,106
16.11.1989 00:00:00; 0,096
17.11.1989 00:00:00; 0,087
18.11.1989 00:00:00; 0,074
19.11.1989 00:00:00; 0,080
20.11.1989 00:00:00; 0,089
21.11.1989 00:00:00; 0,087
22.11.1989 00:00:00; 0,092
23.11.1989 00:00:00; 0,096
24.11.1989 00:00:00; 0,107
25.11.1989 00:00:00; 0,107
26.11.1989 00:00:00; 0,130
27.11.1989 00:00:00; 0,130
28.11.1989 00:00:00; 0,155
29.11.1989 00:00:00; 0,155
30.11.1989 00:00:00; 0,130
01.12.1989 00:00:00; 0,155
02.12.1989 00:00:00; 0,130
03.12.1989 00:00:00; 0,107
04.12.1989 00:00:00; 0,107
05.12.1989 00:00:00; 0,107
06.12.1989 00:00:00; 0,107
07.12.1989 00:00:00; 0,087
08.12.1989 00:00:00; 0,107
09.12.1989 00:00:00; 0,107
10.12.1989 00:00:00; 0,130
11.12.1989 00:00:00; 0,155
12.12.1989 00:00:00; 0,190
13.12.1989 00:00:00; 0,394
14.12.1989 00:00:00; 0,191
15.12.1989 00:00:00; 0,172
16.12.1989 00:00:00; 0,112
17.12.1989 00:00:00; 0,137
18.12.1989 00:00:00; 0,103
19.12.1989 00:00:00; 0,464
20.12.1989 00:00:00; 0,176
21.12.1989 00:00:00; 0,115
22.12.1989 00:00:00; 0,094
23.12.1989 00:00:00; 0,084
24.12.1989 00:00:00; 0,071
25.12.1989 00:00:00; 0,073
26.12.1989 00:00:00; 0,068
27.12.1989 00:00:00; 0,057
28.12.1989 00:00:00; 0,047
29.12.1989 00:00:00; 0,059
30.12.1989 00:00:00; 0,052
31.12.1989 00:00:00; 0,040
01.01.1990 00:00:00; 0,034
02.01.1990 00:00:00; 0,043
03.01.1990 00:00:00; 0,054
04.01.1990 00:00:00; 0,065
05.01.1990 00:00:00; 0,069
06.01.1990 00:00:00; 0,125
07.01.1990 00:00:00; 0,102
08.01.1990 00:00:00; 0,103
09.01.1990 00:00:00; 0,120
10.01.1990 00:00:00; 0,125
11.01.1990 00:00:00; 0,107
12.01.1990 00:00:00; 0,107
13.01.1990 00:00:00; 0,130
14.01.1990 00:00:00; 0,130
15.01.1990 00:00:00; 0,155
16.01.1990 00:00:00; 0,218
17.01.1990 00:00:00; 0,278
18.01.1990 00:00:00; 0,372
19.01.1990 00:00:00; 0,217
20.01.1990 00:00:00; 0,194
21.01.1990 00:00:00; 0,298
22.01.1990 00:00:00; 0,260
23.01.1990 00:00:00; 0,220
24.01.1990 00:00:00; 0,286
25.01.1990 00:00:00; 0,338
26.01.1990 00:00:00; 0,183
27.01.1990 00:00:00; 0,083
28.01.1990 00:00:00; 0,057
29.01.1990 00:00:00; 0,088
30.01.1990 00:00:00; 0,078
31.01.1990 00:00:00; 0,055
01.02.1990 00:00:00; 0,050
02.02.1990 00:00:00; 0,041
03.02.1990 00:00:00; 0,047
04.02.1990 00:00:00; 0,053
05.02.1990 00:00:00; 0,051
06.02.1990 00:00:00; 0,055
07.02.1990 00:00:00; 0,057
08.02.1990 00:00:00; 0,040
09.02.1990 00:00:00; 0,040
10.02.1990 00:00:00; 0,039
11.02.1990 00:00:00; 0,039
12.02.1990 00:00:00; 0,038
13.02.1990 00:00:00; 0,030
14.02.1990 00:00:00;  1,33
15.02.1990 00:00:00; 0,843
16.02.1990 00:00:00; 0,266
17.02.1990 00:00:00; 0,201
18.02.1990 00:00:00; 0,165
19.02.1990 00:00:00; 0,108
20.02.1990 00:00:00; 0,077
21.02.1990 00:00:00; 0,076
22.02.1990 00:00:00; 0,068
23.02.1990 00:00:00; 0,058
24.02.1990 00:00:00; 0,044
25.02.1990 00:00:00; 0,041
26.02.1990 00:00:00; 0,045
27.02.1990 00:00:00; 0,115
28.02.1990 00:00:00; 0,112
01.03.1990 00:00:00; 0,157
02.03.1990 00:00:00; 0,103
03.03.1990 00:00:00; 0,084
04.03.1990 00:00:00; 0,071
05.03.1990 00:00:00; 0,065
06.03.1990 00:00:00; 0,063
07.03.1990 00:00:00; 0,081
08.03.1990 00:00:00; 0,070
09.03.1990 00:00:00; 0,068
10.03.1990 00:00:00; 0,066
11.03.1990 00:00:00; 0,057
12.03.1990 00:00:00; 0,055
13.03.1990 00:00:00; 0,054
14.03.1990 00:00:00; 0,057
15.03.1990 00:00:00; 0,055
16.03.1990 00:00:00; 0,053
17.03.1990 00:00:00; 0,053
18.03.1990 00:00:00; 0,052
19.03.1990 00:00:00; 0,042
20.03.1990 00:00:00; 0,042
21.03.1990 00:00:00; 0,053
22.03.1990 00:00:00; 0,053
23.03.1990 00:00:00; 0,379
24.03.1990 00:00:00; 0,121
25.03.1990 00:00:00; 0,094
26.03.1990 00:00:00; 0,087
27.03.1990 00:00:00; 0,080
28.03.1990 00:00:00; 0,132
29.03.1990 00:00:00; 0,141
30.03.1990 00:00:00; 0,208
31.03.1990 00:00:00; 0,136
01.04.1990 00:00:00; 0,093
02.04.1990 00:00:00; 0,070
03.04.1990 00:00:00; 0,073
04.04.1990 00:00:00; 0,129
05.04.1990 00:00:00; 0,081
06.04.1990 00:00:00; 0,069
07.04.1990 00:00:00; 0,067
08.04.1990 00:00:00; 0,097
09.04.1990 00:00:00; 0,077
10.04.1990 00:00:00; 0,069
11.04.1990 00:00:00; 0,105
12.04.1990 00:00:00; 0,251
13.04.1990 00:00:00; 0,167
14.04.1990 00:00:00; 0,129
15.04.1990 00:00:00; 0,125
16.04.1990 00:00:00; 0,126
17.04.1990 00:00:00; 0,105
18.04.1990 00:00:00; 0,262
19.04.1990 00:00:00; 0,325
20.04.1990 00:00:00; 0,305
21.04.1990 00:00:00; 0,243
22.04.1990 00:00:00; 0,173
23.04.1990 00:00:00; 0,166
24.04.1990 00:00:00; 0,433
25.04.1990 00:00:00; 0,266
26.04.1990 00:00:00; 0,221
27.04.1990 00:00:00; 0,195
28.04.1990 00:00:00; 0,189
29.04.1990 00:00:00; 0,182
30.04.1990 00:00:00; 0,182
01.05.1990 00:00:00; 0,181
02.05.1990 00:00:00; 0,169
03.05.1990 00:00:00; 0,178
04.05.1990 00:00:00; 0,155
05.05.1990 00:00:00; 0,142
06.05.1990 00:00:00; 0,131
07.05.1990 00:00:00; 0,135
08.05.1990 00:00:00; 0,140
09.05.1990 00:00:00; 0,134
10.05.1990 00:00:00; 0,140
11.05.1990 00:00:00; 0,189
12.05.1990 00:00:00; 0,381
13.05.1990 00:00:00; 0,166
14.05.1990 00:00:00; 0,205
15.05.1990 00:00:00; 0,176
16.05.1990 00:00:00; 0,068
17.05.1990 00:00:00; 0,054
18.05.1990 00:00:00; 0,053
19.05.1990 00:00:00; 0,053
20.05.1990 00:00:00; 0,053
21.05.1990 00:00:00; 0,055
22.05.1990 00:00:00; 0,059
23.05.1990 00:00:00; 0,053
24.05.1990 00:00:00; 0,057
25.05.1990 00:00:00; 0,269
26.05.1990 00:00:00; 0,102
27.05.1990 00:00:00; 0,069
28.05.1990 00:00:00; 0,059
29.05.1990 00:00:00; 0,061
30.05.1990 00:00:00; 0,056
31.05.1990 00:00:00; 0,055
01.06.1990 00:00:00; 0,054
02.06.1990 00:00:00; 0,078
03.06.1990 00:00:00; 0,073
04.06.1990 00:00:00; 0,268
05.06.1990 00:00:00; 0,187
06.06.1990 00:00:00;  1,07
07.06.1990 00:00:00; 0,246
08.06.1990 00:00:00; 0,654
09.06.1990 00:00:00; 0,423
10.06.1990 00:00:00; 0,491
11.06.1990 00:00:00; 0,488
12.06.1990 00:00:00; 0,309
13.06.1990 00:00:00;  2,12
14.06.1990 00:00:00; 0,473
15.06.1990 00:00:00; 0,217
16.06.1990 00:00:00; 0,164
17.06.1990 00:00:00; 0,120
18.06.1990 00:00:00; 0,101
19.06.1990 00:00:00; 0,093
20.06.1990 00:00:00; 0,114
21.06.1990 00:00:00; 0,205
22.06.1990 00:00:00; 0,168
23.06.1990 00:00:00; 0,214
24.06.1990 00:00:00; 0,140
25.06.1990 00:00:00; 0,101
26.06.1990 00:00:00; 0,086
27.06.1990 00:00:00; 0,119
28.06.1990 00:00:00; 0,424
29.06.1990 00:00:00; 0,183
30.06.1990 00:00:00; 0,198
01.07.1990 00:00:00; 0,630
02.07.1990 00:00:00; 0,178
03.07.1990 00:00:00; 0,298
04.07.1990 00:00:00; 0,631
05.07.1990 00:00:00; 0,635
06.07.1990 00:00:00; 0,424
07.07.1990 00:00:00; 0,182
08.07.1990 00:00:00;  1,68
09.07.1990 00:00:00; 0,416
10.07.1990 00:00:00; 0,930
11.07.1990 00:00:00; 0,306
12.07.1990 00:00:00; 0,174
13.07.1990 00:00:00; 0,135
14.07.1990 00:00:00; 0,108
15.07.1990 00:00:00; 0,095
16.07.1990 00:00:00; 0,080
17.07.1990 00:00:00; 0,078
18.07.1990 00:00:00; 0,075
19.07.1990 00:00:00; 0,072
20.07.1990 00:00:00; 0,065
21.07.1990 00:00:00; 0,064
22.07.1990 00:00:00; 0,064
23.07.1990 00:00:00; 0,060
24.07.1990 00:00:00; 0,065
25.07.1990 00:00:00; 0,057
26.07.1990 00:00:00; 0,057
27.07.1990 00:00:00; 0,057
28.07.1990 00:00:00; 0,057
29.07.1990 00:00:00; 0,083
30.07.1990 00:00:00; 0,101
31.07.1990 00:00:00; 0,086
01.08.1990 00:00:00; 0,058
02.08.1990 00:00:00; 0,057
03.08.1990 00:00:00; 0,051
04.08.1990 00:00:00; 0,047
05.08.1990 00:00:00; 0,047
06.08.1990 00:00:00; 0,237
07.08.1990 00:00:00; 0,096
08.08.1990 00:00:00; 0,066
09.08.1990 00:00:00; 0,053
10.08.1990 00:00:00; 0,053
11.08.1990 00:00:00; 0,052
12.08.1990 00:00:00; 0,048
13.08.1990 00:00:00; 0,041
14.08.1990 00:00:00; 0,057
15.08.1990 00:00:00; 0,059
16.08.1990 00:00:00; 0,055
17.08.1990 00:00:00; 0,238
18.08.1990 00:00:00; 0,087
19.08.1990 00:00:00; 0,066
20.08.1990 00:00:00; 0,054
21.08.1990 00:00:00; 0,053
22.08.1990 00:00:00; 0,053
23.08.1990 00:00:00; 0,047
24.08.1990 00:00:00; 0,040
25.08.1990 00:00:00; 0,230
26.08.1990 00:00:00; 0,576
27.08.1990 00:00:00; 0,194
28.08.1990 00:00:00; 0,087
29.08.1990 00:00:00; 0,064
30.08.1990 00:00:00; 0,053
31.08.1990 00:00:00; 0,505
01.09.1990 00:00:00; 0,173
02.09.1990 00:00:00; 0,094
03.09.1990 00:00:00; 0,076
04.09.1990 00:00:00; 0,073
05.09.1990 00:00:00; 0,089
06.09.1990 00:00:00; 0,061
07.09.1990 00:00:00; 0,241
08.09.1990 00:00:00; 0,163
09.09.1990 00:00:00; 0,102
10.09.1990 00:00:00; 0,079
11.09.1990 00:00:00; 0,172
12.09.1990 00:00:00; 0,096
13.09.1990 00:00:00; 0,073
14.09.1990 00:00:00; 0,068
15.09.1990 00:00:00; 0,064
16.09.1990 00:00:00; 0,069
17.09.1990 00:00:00; 0,066
18.09.1990 00:00:00; 0,064
19.09.1990 00:00:00; 0,060
20.09.1990 00:00:00; 0,060
21.09.1990 00:00:00; 0,053
22.09.1990 00:00:00; 0,085
23.09.1990 00:00:00;  2,13
24.09.1990 00:00:00;  1,05
25.09.1990 00:00:00; 0,351
26.09.1990 00:00:00; 0,242
27.09.1990 00:00:00; 0,168
28.09.1990 00:00:00; 0,174
29.09.1990 00:00:00; 0,138
30.09.1990 00:00:00; 0,137
01.10.1990 00:00:00; 0,115
02.10.1990 00:00:00; 0,134
03.10.1990 00:00:00; 0,098
04.10.1990 00:00:00; 0,802
05.10.1990 00:00:00; 0,445
06.10.1990 00:00:00; 0,229
07.10.1990 00:00:00; 0,183
08.10.1990 00:00:00; 0,364
09.10.1990 00:00:00; 0,217
10.10.1990 00:00:00; 0,175
11.10.1990 00:00:00; 0,155
12.10.1990 00:00:00; 0,145
13.10.1990 00:00:00; 0,125
14.10.1990 00:00:00; 0,107
15.10.1990 00:00:00; 0,107
16.10.1990 00:00:00; 0,107
17.10.1990 00:00:00; 0,104
18.10.1990 00:00:00; 0,098
19.10.1990 00:00:00; 0,072
20.10.1990 00:00:00; 0,069
21.10.1990 00:00:00; 0,069
22.10.1990 00:00:00; 0,070
23.10.1990 00:00:00; 0,080
24.10.1990 00:00:00; 0,084
25.10.1990 00:00:00; 0,069
26.10.1990 00:00:00; 0,069
27.10.1990 00:00:00; 0,101
28.10.1990 00:00:00; 0,083
29.10.1990 00:00:00; 0,141
30.10.1990 00:00:00; 0,830
31.10.1990 00:00:00; 0,920
01.11.1990 00:00:00; 0,454
02.11.1990 00:00:00; 0,237
03.11.1990 00:00:00; 0,381
04.11.1990 00:00:00; 0,387
05.11.1990 00:00:00; 0,313
06.11.1990 00:00:00; 0,244
07.11.1990 00:00:00; 0,196
08.11.1990 00:00:00; 0,158
09.11.1990 00:00:00; 0,138
10.11.1990 00:00:00; 0,139
11.11.1990 00:00:00; 0,560
12.11.1990 00:00:00; 0,783
13.11.1990 00:00:00; 0,291
14.11.1990 00:00:00; 0,522
15.11.1990 00:00:00;  1,06
16.11.1990 00:00:00; 0,574
17.11.1990 00:00:00; 0,284
18.11.1990 00:00:00; 0,213
19.11.1990 00:00:00; 0,166
20.11.1990 00:00:00; 0,198
21.11.1990 00:00:00; 0,269
22.11.1990 00:00:00; 0,262
