Messstelle:                ;Oberkappel
03.03.1996 00:00:00;   127
04.03.1996 00:00:00;   127
05.03.1996 00:00:00;   129
06.03.1996 00:00:00;   127
07.03.1996 00:00:00;   127
08.03.1996 00:00:00;   127
09.03.1996 00:00:00;   127
10.03.1996 00:00:00;   127
11.03.1996 00:00:00;   127
12.03.1996 00:00:00;   126
13.03.1996 00:00:00;   127
14.03.1996 00:00:00;   127
15.03.1996 00:00:00;   126
16.03.1996 00:00:00;   129
17.03.1996 00:00:00;   135
18.03.1996 00:00:00;   137
19.03.1996 00:00:00;   139
20.03.1996 00:00:00;   141
21.03.1996 00:00:00;   140
22.03.1996 00:00:00;   142
23.03.1996 00:00:00;   147
24.03.1996 00:00:00;   164
25.03.1996 00:00:00;   176
26.03.1996 00:00:00;   157
27.03.1996 00:00:00;   165
28.03.1996 00:00:00;   148
29.03.1996 00:00:00;   142
30.03.1996 00:00:00;   139
31.03.1996 00:00:00;   134
01.04.1996 00:00:00;   132
02.04.1996 00:00:00;   133
03.04.1996 00:00:00;   132
04.04.1996 00:00:00;   132
05.04.1996 00:00:00;   133
06.04.1996 00:00:00;   147
07.04.1996 00:00:00;   156
08.04.1996 00:00:00;   157
09.04.1996 00:00:00;   159
10.04.1996 00:00:00;   156
11.04.1996 00:00:00;   151
12.04.1996 00:00:00;   142
13.04.1996 00:00:00;   140
14.04.1996 00:00:00;   139
15.04.1996 00:00:00;   139
16.04.1996 00:00:00;   138
17.04.1996 00:00:00;   140
18.04.1996 00:00:00;   139
19.04.1996 00:00:00;   139
20.04.1996 00:00:00;   138
21.04.1996 00:00:00;   137
22.04.1996 00:00:00;   136
23.04.1996 00:00:00;   135
24.04.1996 00:00:00;   135
25.04.1996 00:00:00;   135
26.04.1996 00:00:00;   134
27.04.1996 00:00:00;   132
28.04.1996 00:00:00;   132
29.04.1996 00:00:00;   131
30.04.1996 00:00:00;   132
01.05.1996 00:00:00;   136
02.05.1996 00:00:00;   133
03.05.1996 00:00:00;   133
04.05.1996 00:00:00;   136
05.05.1996 00:00:00;   133
06.05.1996 00:00:00;   131
07.05.1996 00:00:00;   130
08.05.1996 00:00:00;   130
09.05.1996 00:00:00;   142
10.05.1996 00:00:00;   143
11.05.1996 00:00:00;   136
12.05.1996 00:00:00;   134
13.05.1996 00:00:00;   161
14.05.1996 00:00:00;   175
15.05.1996 00:00:00;   155
16.05.1996 00:00:00;   146
17.05.1996 00:00:00;   144
18.05.1996 00:00:00;   148
19.05.1996 00:00:00;   143
20.05.1996 00:00:00;   141
21.05.1996 00:00:00;   139
22.05.1996 00:00:00;   137
23.05.1996 00:00:00;   136
24.05.1996 00:00:00;   136
25.05.1996 00:00:00;   135
26.05.1996 00:00:00;   142
27.05.1996 00:00:00;   171
28.05.1996 00:00:00;   164
29.05.1996 00:00:00;   148
30.05.1996 00:00:00;   142
31.05.1996 00:00:00;   140
01.06.1996 00:00:00;   138
02.06.1996 00:00:00;   137
03.06.1996 00:00:00;   137
04.06.1996 00:00:00;   136
05.06.1996 00:00:00;   135
06.06.1996 00:00:00;   133
07.06.1996 00:00:00;   133
08.06.1996 00:00:00;   132
09.06.1996 00:00:00;   132
10.06.1996 00:00:00;   132
11.06.1996 00:00:00;   132
12.06.1996 00:00:00;   131
13.06.1996 00:00:00;   136
14.06.1996 00:00:00;   131
15.06.1996 00:00:00;   131
16.06.1996 00:00:00;   131
17.06.1996 00:00:00;   130
18.06.1996 00:00:00;   129
19.06.1996 00:00:00;   128
20.06.1996 00:00:00;   128
21.06.1996 00:00:00;   130
22.06.1996 00:00:00;   135
23.06.1996 00:00:00;   139
24.06.1996 00:00:00;   137
25.06.1996 00:00:00;   132
26.06.1996 00:00:00;   130
27.06.1996 00:00:00;   130
28.06.1996 00:00:00;   129
29.06.1996 00:00:00;   131
30.06.1996 00:00:00;   131
01.07.1996 00:00:00;   134
02.07.1996 00:00:00;   132
03.07.1996 00:00:00;   129
04.07.1996 00:00:00;   127
05.07.1996 00:00:00;   128
06.07.1996 00:00:00;   133
07.07.1996 00:00:00;   130
08.07.1996 00:00:00;   136
09.07.1996 00:00:00;   160
10.07.1996 00:00:00;   148
11.07.1996 00:00:00;   141
12.07.1996 00:00:00;   145
13.07.1996 00:00:00;   139
14.07.1996 00:00:00;   133
15.07.1996 00:00:00;   130
16.07.1996 00:00:00;   129
17.07.1996 00:00:00;   128
18.07.1996 00:00:00;   128
19.07.1996 00:00:00;   127
20.07.1996 00:00:00;   128
21.07.1996 00:00:00;   127
22.07.1996 00:00:00;   126
23.07.1996 00:00:00;   126
24.07.1996 00:00:00;   128
25.07.1996 00:00:00;   127
26.07.1996 00:00:00;   127
27.07.1996 00:00:00;   127
28.07.1996 00:00:00;   126
29.07.1996 00:00:00;   127
30.07.1996 00:00:00;   126
31.07.1996 00:00:00;   126
01.08.1996 00:00:00;   125
02.08.1996 00:00:00;   125
03.08.1996 00:00:00;   131
04.08.1996 00:00:00;   129
05.08.1996 00:00:00;   126
06.08.1996 00:00:00;   126
07.08.1996 00:00:00;   126
08.08.1996 00:00:00;   125
09.08.1996 00:00:00;   125
10.08.1996 00:00:00;   124
11.08.1996 00:00:00;   126
12.08.1996 00:00:00;   128
13.08.1996 00:00:00;   131
14.08.1996 00:00:00;   130
15.08.1996 00:00:00;   132
16.08.1996 00:00:00;   128
17.08.1996 00:00:00;   127
18.08.1996 00:00:00;   126
19.08.1996 00:00:00;   125
20.08.1996 00:00:00;   124
21.08.1996 00:00:00;   124
22.08.1996 00:00:00;   126
23.08.1996 00:00:00;   127
24.08.1996 00:00:00;   126
25.08.1996 00:00:00;   143
26.08.1996 00:00:00;   129
27.08.1996 00:00:00;   127
28.08.1996 00:00:00;   129
29.08.1996 00:00:00;   130
30.08.1996 00:00:00;   147
31.08.1996 00:00:00;   132
01.09.1996 00:00:00;   130
02.09.1996 00:00:00;   131
03.09.1996 00:00:00;   128
04.09.1996 00:00:00;   127
05.09.1996 00:00:00;   126
06.09.1996 00:00:00;   125
07.09.1996 00:00:00;   129
08.09.1996 00:00:00;   129
09.09.1996 00:00:00;   127
10.09.1996 00:00:00;   127
11.09.1996 00:00:00;   127
12.09.1996 00:00:00;   126
13.09.1996 00:00:00;   131
14.09.1996 00:00:00;   148
15.09.1996 00:00:00;   139
16.09.1996 00:00:00;   133
17.09.1996 00:00:00;   130
18.09.1996 00:00:00;   129
19.09.1996 00:00:00;   128
20.09.1996 00:00:00;   127
21.09.1996 00:00:00;   126
22.09.1996 00:00:00;   126
23.09.1996 00:00:00;   126
24.09.1996 00:00:00;   126
25.09.1996 00:00:00;   126
26.09.1996 00:00:00;   126
27.09.1996 00:00:00;   125
28.09.1996 00:00:00;   127
29.09.1996 00:00:00;   126
30.09.1996 00:00:00;   126
01.10.1996 00:00:00;   125
02.10.1996 00:00:00;   125
03.10.1996 00:00:00;   125
04.10.1996 00:00:00;   125
05.10.1996 00:00:00;   125
06.10.1996 00:00:00;   132
07.10.1996 00:00:00;   130
08.10.1996 00:00:00;   127
09.10.1996 00:00:00;   126
10.10.1996 00:00:00;   126
11.10.1996 00:00:00;   127
12.10.1996 00:00:00;   126
13.10.1996 00:00:00;   126
14.10.1996 00:00:00;   125
15.10.1996 00:00:00;   124
16.10.1996 00:00:00;   124
17.10.1996 00:00:00;   124
18.10.1996 00:00:00;   125
19.10.1996 00:00:00;   125
20.10.1996 00:00:00;   138
21.10.1996 00:00:00;   202
22.10.1996 00:00:00;   161
23.10.1996 00:00:00;   144
24.10.1996 00:00:00;   137
25.10.1996 00:00:00;   135
26.10.1996 00:00:00;   132
27.10.1996 00:00:00;   132
28.10.1996 00:00:00;   133
29.10.1996 00:00:00;   132
30.10.1996 00:00:00;   132
31.10.1996 00:00:00;   132
01.11.1996 00:00:00;   142
02.11.1996 00:00:00;   148
03.11.1996 00:00:00;   137
04.11.1996 00:00:00;   134
05.11.1996 00:00:00;   132
06.11.1996 00:00:00;   132
07.11.1996 00:00:00;   150
08.11.1996 00:00:00;   176
09.11.1996 00:00:00;   156
10.11.1996 00:00:00;   146
11.11.1996 00:00:00;   142
12.11.1996 00:00:00;   140
13.11.1996 00:00:00;   138
14.11.1996 00:00:00;   143
15.11.1996 00:00:00;   147
16.11.1996 00:00:00;   142
17.11.1996 00:00:00;   139
18.11.1996 00:00:00;   138
19.11.1996 00:00:00;   137
20.11.1996 00:00:00;   137
21.11.1996 00:00:00;   140
22.11.1996 00:00:00;   139
23.11.1996 00:00:00;   137
24.11.1996 00:00:00;   136
25.11.1996 00:00:00;   135
26.11.1996 00:00:00;   135
27.11.1996 00:00:00;   135
28.11.1996 00:00:00;   134
29.11.1996 00:00:00;   133
30.11.1996 00:00:00;   134
01.12.1996 00:00:00;   133
02.12.1996 00:00:00;   134
03.12.1996 00:00:00;   135
04.12.1996 00:00:00;   134
05.12.1996 00:00:00;   133
06.12.1996 00:00:00;   133
07.12.1996 00:00:00;   132
08.12.1996 00:00:00;   132
09.12.1996 00:00:00;   132
10.12.1996 00:00:00;   132
11.12.1996 00:00:00;   132
12.12.1996 00:00:00;   132
13.12.1996 00:00:00;   133
14.12.1996 00:00:00;   133
15.12.1996 00:00:00;   134
16.12.1996 00:00:00;   133
17.12.1996 00:00:00;   132
18.12.1996 00:00:00;   135
19.12.1996 00:00:00;   140
20.12.1996 00:00:00;   145
21.12.1996 00:00:00;   144
22.12.1996 00:00:00;   137
23.12.1996 00:00:00;   135
24.12.1996 00:00:00;   134
25.12.1996 00:00:00;   131
26.12.1996 00:00:00;   131
27.12.1996 00:00:00;   131
28.12.1996 00:00:00;   130
29.12.1996 00:00:00;   130
30.12.1996 00:00:00;   132
31.12.1996 00:00:00;   131
01.01.1997 00:00:00;   130
02.01.1997 00:00:00;   130
03.01.1997 00:00:00;   130
04.01.1997 00:00:00;   130
05.01.1997 00:00:00;   130
06.01.1997 00:00:00;   130
07.01.1997 00:00:00;   130
08.01.1997 00:00:00;   130
09.01.1997 00:00:00;   130
10.01.1997 00:00:00;   130
11.01.1997 00:00:00;   130
12.01.1997 00:00:00;   129
13.01.1997 00:00:00;   129
14.01.1997 00:00:00;   129
15.01.1997 00:00:00;   129
16.01.1997 00:00:00;   129
17.01.1997 00:00:00;   129
18.01.1997 00:00:00;   129
19.01.1997 00:00:00;   129
20.01.1997 00:00:00;   128
21.01.1997 00:00:00;   128
22.01.1997 00:00:00;   127
23.01.1997 00:00:00;   127
24.01.1997 00:00:00;   127
25.01.1997 00:00:00;   127
26.01.1997 00:00:00;   127
27.01.1997 00:00:00;   126
28.01.1997 00:00:00;   126
29.01.1997 00:00:00;   126
30.01.1997 00:00:00;   126
31.01.1997 00:00:00;   126
01.02.1997 00:00:00;   126
02.02.1997 00:00:00;   125
03.02.1997 00:00:00;   125
04.02.1997 00:00:00;   126
05.02.1997 00:00:00;   126
06.02.1997 00:00:00;   128
07.02.1997 00:00:00;   127
08.02.1997 00:00:00;   127
09.02.1997 00:00:00;   126
10.02.1997 00:00:00;   126
11.02.1997 00:00:00;   126
12.02.1997 00:00:00;   184
13.02.1997 00:00:00;   186
14.02.1997 00:00:00;   151
15.02.1997 00:00:00;   140
16.02.1997 00:00:00;   135
17.02.1997 00:00:00;   133
18.02.1997 00:00:00;   133
19.02.1997 00:00:00;   140
20.02.1997 00:00:00;   137
21.02.1997 00:00:00;   138
22.02.1997 00:00:00;   164
23.02.1997 00:00:00;   153
24.02.1997 00:00:00;   148
25.02.1997 00:00:00;   152
26.02.1997 00:00:00;   185
27.02.1997 00:00:00;   166
28.02.1997 00:00:00;   158
01.03.1997 00:00:00;   151
02.03.1997 00:00:00;   148
03.03.1997 00:00:00;   153
04.03.1997 00:00:00;   160
05.03.1997 00:00:00;   155
06.03.1997 00:00:00;   154
07.03.1997 00:00:00;   152
08.03.1997 00:00:00;   148
09.03.1997 00:00:00;   144
10.03.1997 00:00:00;   143
11.03.1997 00:00:00;   141
12.03.1997 00:00:00;   140
13.03.1997 00:00:00;   139
14.03.1997 00:00:00;   139
15.03.1997 00:00:00;   139
16.03.1997 00:00:00;   156
17.03.1997 00:00:00;   198
18.03.1997 00:00:00;   161
19.03.1997 00:00:00;   158
20.03.1997 00:00:00;   166
21.03.1997 00:00:00;   157
22.03.1997 00:00:00;   153
23.03.1997 00:00:00;   151
24.03.1997 00:00:00;   150
25.03.1997 00:00:00;   149
26.03.1997 00:00:00;   148
27.03.1997 00:00:00;   150
28.03.1997 00:00:00;   152
29.03.1997 00:00:00;   153
30.03.1997 00:00:00;   153
31.03.1997 00:00:00;   151
01.04.1997 00:00:00;   150
02.04.1997 00:00:00;   147
03.04.1997 00:00:00;   145
04.04.1997 00:00:00;   144
05.04.1997 00:00:00;   144
06.04.1997 00:00:00;   192
07.04.1997 00:00:00;   159
08.04.1997 00:00:00;   152
09.04.1997 00:00:00;   150
10.04.1997 00:00:00;   148
11.04.1997 00:00:00;   148
12.04.1997 00:00:00;   149
13.04.1997 00:00:00;   147
14.04.1997 00:00:00;   145
15.04.1997 00:00:00;   146
16.04.1997 00:00:00;   145
17.04.1997 00:00:00;   144
18.04.1997 00:00:00;   143
19.04.1997 00:00:00;   142
20.04.1997 00:00:00;   142
21.04.1997 00:00:00;   142
22.04.1997 00:00:00;   142
23.04.1997 00:00:00;   140
24.04.1997 00:00:00;   139
25.04.1997 00:00:00;   139
26.04.1997 00:00:00;   141
27.04.1997 00:00:00;   144
28.04.1997 00:00:00;   149
29.04.1997 00:00:00;   165
30.04.1997 00:00:00;   163
01.05.1997 00:00:00;   155
02.05.1997 00:00:00;   147
03.05.1997 00:00:00;   144
04.05.1997 00:00:00;   142
05.05.1997 00:00:00;   141
06.05.1997 00:00:00;   140
07.05.1997 00:00:00;   142
08.05.1997 00:00:00;   144
09.05.1997 00:00:00;   150
10.05.1997 00:00:00;   143
11.05.1997 00:00:00;   139
12.05.1997 00:00:00;   138
13.05.1997 00:00:00;   138
14.05.1997 00:00:00;   137
15.05.1997 00:00:00;   136
16.05.1997 00:00:00;   135
17.05.1997 00:00:00;   135
18.05.1997 00:00:00;   139
19.05.1997 00:00:00;   197
20.05.1997 00:00:00;   150
21.05.1997 00:00:00;   161
22.05.1997 00:00:00;   148
23.05.1997 00:00:00;   144
24.05.1997 00:00:00;   142
25.05.1997 00:00:00;   141
26.05.1997 00:00:00;   140
27.05.1997 00:00:00;   140
28.05.1997 00:00:00;   139
29.05.1997 00:00:00;   139
30.05.1997 00:00:00;   138
31.05.1997 00:00:00;   137
01.06.1997 00:00:00;   136
02.06.1997 00:00:00;   136
03.06.1997 00:00:00;   136
04.06.1997 00:00:00;   135
05.06.1997 00:00:00;   134
06.06.1997 00:00:00;   135
07.06.1997 00:00:00;   135
08.06.1997 00:00:00;   134
09.06.1997 00:00:00;   135
10.06.1997 00:00:00;   133
11.06.1997 00:00:00;   132
12.06.1997 00:00:00;   132
13.06.1997 00:00:00;   132
14.06.1997 00:00:00;   136
15.06.1997 00:00:00;   140
16.06.1997 00:00:00;   133
17.06.1997 00:00:00;   132
18.06.1997 00:00:00;   136
19.06.1997 00:00:00;   135
20.06.1997 00:00:00;   156
21.06.1997 00:00:00;   138
22.06.1997 00:00:00;   135
23.06.1997 00:00:00;   138
24.06.1997 00:00:00;   143
25.06.1997 00:00:00;   143
26.06.1997 00:00:00;   136
27.06.1997 00:00:00;   134
28.06.1997 00:00:00;   132
29.06.1997 00:00:00;   131
30.06.1997 00:00:00;   130
01.07.1997 00:00:00;   130
02.07.1997 00:00:00;   130
03.07.1997 00:00:00;   129
04.07.1997 00:00:00;   129
05.07.1997 00:00:00;   131
06.07.1997 00:00:00;   133
07.07.1997 00:00:00;   140
08.07.1997 00:00:00;   138
09.07.1997 00:00:00;   132
10.07.1997 00:00:00;   130
11.07.1997 00:00:00;   148
12.07.1997 00:00:00;   145
13.07.1997 00:00:00;   138
14.07.1997 00:00:00;   139
15.07.1997 00:00:00;   169
16.07.1997 00:00:00;   153
17.07.1997 00:00:00;   143
18.07.1997 00:00:00;   228
19.07.1997 00:00:00;   220
20.07.1997 00:00:00;   175
21.07.1997 00:00:00;   185
22.07.1997 00:00:00;   189
23.07.1997 00:00:00;   166
24.07.1997 00:00:00;   159
25.07.1997 00:00:00;   168
26.07.1997 00:00:00;   175
27.07.1997 00:00:00;   160
28.07.1997 00:00:00;   154
29.07.1997 00:00:00;   150
30.07.1997 00:00:00;   147
31.07.1997 00:00:00;   148
01.08.1997 00:00:00;   156
02.08.1997 00:00:00;   151
03.08.1997 00:00:00;   147
04.08.1997 00:00:00;   145
05.08.1997 00:00:00;   143
06.08.1997 00:00:00;   142
07.08.1997 00:00:00;   141
08.08.1997 00:00:00;   142
09.08.1997 00:00:00;   147
10.08.1997 00:00:00;   142
11.08.1997 00:00:00;   140
12.08.1997 00:00:00;   138
13.08.1997 00:00:00;   137
14.08.1997 00:00:00;   137
15.08.1997 00:00:00;   136
16.08.1997 00:00:00;   136
17.08.1997 00:00:00;   135
18.08.1997 00:00:00;   137
19.08.1997 00:00:00;   140
20.08.1997 00:00:00;   136
21.08.1997 00:00:00;   134
22.08.1997 00:00:00;   134
23.08.1997 00:00:00;   134
24.08.1997 00:00:00;   134
25.08.1997 00:00:00;   133
26.08.1997 00:00:00;   133
27.08.1997 00:00:00;   133
28.08.1997 00:00:00;   132
29.08.1997 00:00:00;   144
30.08.1997 00:00:00;   140
31.08.1997 00:00:00;   135
01.09.1997 00:00:00;   134
02.09.1997 00:00:00;   133
03.09.1997 00:00:00;   132
04.09.1997 00:00:00;   132
05.09.1997 00:00:00;   131
06.09.1997 00:00:00;   131
07.09.1997 00:00:00;   131
08.09.1997 00:00:00;   130
09.09.1997 00:00:00;   129
10.09.1997 00:00:00;   129
11.09.1997 00:00:00;   130
12.09.1997 00:00:00;   129
13.09.1997 00:00:00;   130
14.09.1997 00:00:00;   132
15.09.1997 00:00:00;   129
16.09.1997 00:00:00;   129
17.09.1997 00:00:00;   129
18.09.1997 00:00:00;   129
19.09.1997 00:00:00;   129
20.09.1997 00:00:00;   129
21.09.1997 00:00:00;   128
22.09.1997 00:00:00;   127
23.09.1997 00:00:00;   127
24.09.1997 00:00:00;   127
25.09.1997 00:00:00;   128
26.09.1997 00:00:00;   127
27.09.1997 00:00:00;   127
28.09.1997 00:00:00;   127
29.09.1997 00:00:00;   127
30.09.1997 00:00:00;   127
01.10.1997 00:00:00;   129
02.10.1997 00:00:00;   133
03.10.1997 00:00:00;   129
04.10.1997 00:00:00;   127
05.10.1997 00:00:00;   127
06.10.1997 00:00:00;   126
07.10.1997 00:00:00;   126
08.10.1997 00:00:00;   127
09.10.1997 00:00:00;   127
10.10.1997 00:00:00;   136
11.10.1997 00:00:00;   144
12.10.1997 00:00:00;   150
13.10.1997 00:00:00;   143
14.10.1997 00:00:00;   144
15.10.1997 00:00:00;   146
16.10.1997 00:00:00;   143
17.10.1997 00:00:00;   134
18.10.1997 00:00:00;   131
19.10.1997 00:00:00;   130
20.10.1997 00:00:00;   129
21.10.1997 00:00:00;   130
22.10.1997 00:00:00;   129
23.10.1997 00:00:00;   128
24.10.1997 00:00:00;   128
25.10.1997 00:00:00;   128
26.10.1997 00:00:00;   131
27.10.1997 00:00:00;   130
28.10.1997 00:00:00;   129
29.10.1997 00:00:00;   128
30.10.1997 00:00:00;   128
31.10.1997 00:00:00;   127
01.11.1997 00:00:00;   127
02.11.1997 00:00:00;   127
03.11.1997 00:00:00;   127
04.11.1997 00:00:00;   127
05.11.1997 00:00:00;   126
06.11.1997 00:00:00;   126
07.11.1997 00:00:00;   127
08.11.1997 00:00:00;   127
09.11.1997 00:00:00;   127
10.11.1997 00:00:00;   127
11.11.1997 00:00:00;   127
12.11.1997 00:00:00;   127
13.11.1997 00:00:00;   126
14.11.1997 00:00:00;   126
15.11.1997 00:00:00;   126
16.11.1997 00:00:00;   129
17.11.1997 00:00:00;   131
18.11.1997 00:00:00;   129
19.11.1997 00:00:00;   128
20.11.1997 00:00:00;   127
21.11.1997 00:00:00;   126
22.11.1997 00:00:00;   127
23.11.1997 00:00:00;   127
24.11.1997 00:00:00;   127
25.11.1997 00:00:00;   126
26.11.1997 00:00:00;   126
27.11.1997 00:00:00;   125
28.11.1997 00:00:00;   126
29.11.1997 00:00:00;   126
30.11.1997 00:00:00;   134
01.12.1997 00:00:00;   144
02.12.1997 00:00:00;   139
03.12.1997 00:00:00;   134
04.12.1997 00:00:00;   131
05.12.1997 00:00:00;   129
06.12.1997 00:00:00;   128
07.12.1997 00:00:00;   128
08.12.1997 00:00:00;   127
09.12.1997 00:00:00;   128
10.12.1997 00:00:00;   129
11.12.1997 00:00:00;   159
12.12.1997 00:00:00;   202
13.12.1997 00:00:00;   180
14.12.1997 00:00:00;   153
15.12.1997 00:00:00;   146
16.12.1997 00:00:00;   141
17.12.1997 00:00:00;   138
18.12.1997 00:00:00;   136
19.12.1997 00:00:00;   136
20.12.1997 00:00:00;   136
21.12.1997 00:00:00;   138
22.12.1997 00:00:00;   137
23.12.1997 00:00:00;   135
24.12.1997 00:00:00;   135
25.12.1997 00:00:00;   145
26.12.1997 00:00:00;   156
27.12.1997 00:00:00;   147
28.12.1997 00:00:00;   141
29.12.1997 00:00:00;   139
30.12.1997 00:00:00;   138
31.12.1997 00:00:00;   136
01.01.1998 00:00:00;   135
02.01.1998 00:00:00;   134
03.01.1998 00:00:00;   134
04.01.1998 00:00:00;   138
05.01.1998 00:00:00;   136
06.01.1998 00:00:00;   135
07.01.1998 00:00:00;   135
08.01.1998 00:00:00;   135
09.01.1998 00:00:00;   134
10.01.1998 00:00:00;   133
11.01.1998 00:00:00;   132
12.01.1998 00:00:00;   132
13.01.1998 00:00:00;   132
14.01.1998 00:00:00;   132
15.01.1998 00:00:00;   132
16.01.1998 00:00:00;   132
17.01.1998 00:00:00;   136
18.01.1998 00:00:00;   134
19.01.1998 00:00:00;   134
20.01.1998 00:00:00;   144
21.01.1998 00:00:00;   137
22.01.1998 00:00:00;   135
23.01.1998 00:00:00;   134
24.01.1998 00:00:00;   134
25.01.1998 00:00:00;   134
26.01.1998 00:00:00;   132
27.01.1998 00:00:00;   131
28.01.1998 00:00:00;   131
29.01.1998 00:00:00;   131
30.01.1998 00:00:00;   132
31.01.1998 00:00:00;   132
01.02.1998 00:00:00;   129
02.02.1998 00:00:00;   129
03.02.1998 00:00:00;   130
04.02.1998 00:00:00;   129
05.02.1998 00:00:00;   129
06.02.1998 00:00:00;   130
07.02.1998 00:00:00;   130
08.02.1998 00:00:00;   130
09.02.1998 00:00:00;   129
10.02.1998 00:00:00;   129
11.02.1998 00:00:00;   130
12.02.1998 00:00:00;   131
13.02.1998 00:00:00;   136
14.02.1998 00:00:00;   135
15.02.1998 00:00:00;   133
16.02.1998 00:00:00;   133
17.02.1998 00:00:00;   138
18.02.1998 00:00:00;   136
19.02.1998 00:00:00;   134
20.02.1998 00:00:00;   133
21.02.1998 00:00:00;   133
22.02.1998 00:00:00;   132
23.02.1998 00:00:00;   132
24.02.1998 00:00:00;   132
25.02.1998 00:00:00;   132
26.02.1998 00:00:00;   132
27.02.1998 00:00:00;   132
28.02.1998 00:00:00;   131
01.03.1998 00:00:00;   132
02.03.1998 00:00:00;   132
03.03.1998 00:00:00;   132
04.03.1998 00:00:00;   136
05.03.1998 00:00:00;   134
06.03.1998 00:00:00;   131
07.03.1998 00:00:00;   149
08.03.1998 00:00:00;   144
09.03.1998 00:00:00;   144
10.03.1998 00:00:00;   137
11.03.1998 00:00:00;   134
12.03.1998 00:00:00;   132
13.03.1998 00:00:00;   131
14.03.1998 00:00:00;   132
15.03.1998 00:00:00;   138
16.03.1998 00:00:00;   140
17.03.1998 00:00:00;   153
18.03.1998 00:00:00;   146
19.03.1998 00:00:00;   148
20.03.1998 00:00:00;   141
21.03.1998 00:00:00;   139
22.03.1998 00:00:00;   137
23.03.1998 00:00:00;   136
24.03.1998 00:00:00;   134
25.03.1998 00:00:00;   134
26.03.1998 00:00:00;   133
27.03.1998 00:00:00;   133
28.03.1998 00:00:00;   132
29.03.1998 00:00:00;   132
30.03.1998 00:00:00;   131
31.03.1998 00:00:00;   130
01.04.1998 00:00:00;   130
02.04.1998 00:00:00;   130
03.04.1998 00:00:00;   130
04.04.1998 00:00:00;   130
05.04.1998 00:00:00;   129
06.04.1998 00:00:00;   134
07.04.1998 00:00:00;   133
08.04.1998 00:00:00;   134
09.04.1998 00:00:00;   132
10.04.1998 00:00:00;   131
11.04.1998 00:00:00;   132
12.04.1998 00:00:00;   139
13.04.1998 00:00:00;   146
14.04.1998 00:00:00;   138
15.04.1998 00:00:00;   135
16.04.1998 00:00:00;   133
17.04.1998 00:00:00;   133
18.04.1998 00:00:00;   133
19.04.1998 00:00:00;   134
20.04.1998 00:00:00;   132
21.04.1998 00:00:00;   130
22.04.1998 00:00:00;   130
23.04.1998 00:00:00;   130
24.04.1998 00:00:00;   131
25.04.1998 00:00:00;   132
26.04.1998 00:00:00;   130
27.04.1998 00:00:00;   130
28.04.1998 00:00:00;   129
29.04.1998 00:00:00;   129
30.04.1998 00:00:00;   128
01.05.1998 00:00:00;   128
02.05.1998 00:00:00;   132
03.05.1998 00:00:00;   132
04.05.1998 00:00:00;   130
05.05.1998 00:00:00;   128
06.05.1998 00:00:00;   128
07.05.1998 00:00:00;   128
08.05.1998 00:00:00;   127
09.05.1998 00:00:00;   127
10.05.1998 00:00:00;   127
11.05.1998 00:00:00;   127
12.05.1998 00:00:00;   126
13.05.1998 00:00:00;   128
14.05.1998 00:00:00;   129
15.05.1998 00:00:00;   127
16.05.1998 00:00:00;   126
17.05.1998 00:00:00;   127
18.05.1998 00:00:00;   128
19.05.1998 00:00:00;   128
20.05.1998 00:00:00;   127
21.05.1998 00:00:00;   127
22.05.1998 00:00:00;   127
23.05.1998 00:00:00;   126
24.05.1998 00:00:00;   126
25.05.1998 00:00:00;   125
26.05.1998 00:00:00;   125
27.05.1998 00:00:00;   124
28.05.1998 00:00:00;   123
29.05.1998 00:00:00;   123
30.05.1998 00:00:00;   124
31.05.1998 00:00:00;   129
01.06.1998 00:00:00;   147
02.06.1998 00:00:00;   129
03.06.1998 00:00:00;   126
04.06.1998 00:00:00;   126
05.06.1998 00:00:00;   125
06.06.1998 00:00:00;   124
07.06.1998 00:00:00;   123
08.06.1998 00:00:00;   124
09.06.1998 00:00:00;   124
10.06.1998 00:00:00;   123
11.06.1998 00:00:00;   130
12.06.1998 00:00:00;   154
13.06.1998 00:00:00;   175
14.06.1998 00:00:00;   145
15.06.1998 00:00:00;   135
16.06.1998 00:00:00;   133
17.06.1998 00:00:00;   136
18.06.1998 00:00:00;   133
19.06.1998 00:00:00;   135
20.06.1998 00:00:00;   133
21.06.1998 00:00:00;   129
22.06.1998 00:00:00;   128
23.06.1998 00:00:00;   127
24.06.1998 00:00:00;   126
25.06.1998 00:00:00;   126
26.06.1998 00:00:00;   126
27.06.1998 00:00:00;   131
28.06.1998 00:00:00;   130
29.06.1998 00:00:00;   128
30.06.1998 00:00:00;   126
01.07.1998 00:00:00;   125
02.07.1998 00:00:00;   126
03.07.1998 00:00:00;   126
04.07.1998 00:00:00;   126
05.07.1998 00:00:00;   131
06.07.1998 00:00:00;   132
07.07.1998 00:00:00;   130
08.07.1998 00:00:00;   145
09.07.1998 00:00:00;   160
10.07.1998 00:00:00;   142
11.07.1998 00:00:00;   148
12.07.1998 00:00:00;   145
13.07.1998 00:00:00;   136
14.07.1998 00:00:00;   137
15.07.1998 00:00:00;   133
16.07.1998 00:00:00;   131
17.07.1998 00:00:00;   133
18.07.1998 00:00:00;   132
19.07.1998 00:00:00;   130
20.07.1998 00:00:00;   128
21.07.1998 00:00:00;   127
22.07.1998 00:00:00;   126
23.07.1998 00:00:00;   126
24.07.1998 00:00:00;   128
