Messstelle:                ;Mitterbach (Brücke)
16.12.1998 00:00:00;    84
17.12.1998 00:00:00;    81
18.12.1998 00:00:00;    78
19.12.1998 00:00:00;    76
20.12.1998 00:00:00;    74
21.12.1998 00:00:00;    73
22.12.1998 00:00:00;    72
23.12.1998 00:00:00;    71
24.12.1998 00:00:00;    70
25.12.1998 00:00:00;    69
26.12.1998 00:00:00;    68
27.12.1998 00:00:00;    67
28.12.1998 00:00:00;    67
29.12.1998 00:00:00;    68
30.12.1998 00:00:00;    68
31.12.1998 00:00:00;    68
01.01.1999 00:00:00;    68
02.01.1999 00:00:00;    67
03.01.1999 00:00:00;    67
04.01.1999 00:00:00;    69
05.01.1999 00:00:00;    71
06.01.1999 00:00:00;    74
07.01.1999 00:00:00;    75
08.01.1999 00:00:00;    78
09.01.1999 00:00:00;    78
10.01.1999 00:00:00;    76
11.01.1999 00:00:00;    75
12.01.1999 00:00:00;    73
13.01.1999 00:00:00;    70
14.01.1999 00:00:00;    69
15.01.1999 00:00:00;    69
16.01.1999 00:00:00;    69
17.01.1999 00:00:00;    68
18.01.1999 00:00:00;    68
19.01.1999 00:00:00;    68
20.01.1999 00:00:00;    68
21.01.1999 00:00:00;    68
22.01.1999 00:00:00;    68
23.01.1999 00:00:00;    68
24.01.1999 00:00:00;    68
25.01.1999 00:00:00;    68
26.01.1999 00:00:00;    68
27.01.1999 00:00:00;    68
28.01.1999 00:00:00;    67
29.01.1999 00:00:00;    67
30.01.1999 00:00:00;    67
31.01.1999 00:00:00;    67
01.02.1999 00:00:00;    68
02.02.1999 00:00:00;    65
03.02.1999 00:00:00;    65
04.02.1999 00:00:00;    66
05.02.1999 00:00:00;    69
06.02.1999 00:00:00;    68
07.02.1999 00:00:00;    68
08.02.1999 00:00:00;    70
09.02.1999 00:00:00;    67
10.02.1999 00:00:00;    66
11.02.1999 00:00:00;    66
12.02.1999 00:00:00;    65
13.02.1999 00:00:00;    65
14.02.1999 00:00:00;    65
15.02.1999 00:00:00;    65
16.02.1999 00:00:00;    64
17.02.1999 00:00:00;    65
18.02.1999 00:00:00;    65
19.02.1999 00:00:00;    66
20.02.1999 00:00:00;    69
21.02.1999 00:00:00;    71
22.02.1999 00:00:00;    73
23.02.1999 00:00:00;    70
24.02.1999 00:00:00;    69
25.02.1999 00:00:00;    69
26.02.1999 00:00:00;    67
27.02.1999 00:00:00;    67
28.02.1999 00:00:00;    67
01.03.1999 00:00:00;    68
02.03.1999 00:00:00;    73
03.03.1999 00:00:00;    82
04.03.1999 00:00:00;    84
05.03.1999 00:00:00;    83
06.03.1999 00:00:00;    81
07.03.1999 00:00:00;    79
08.03.1999 00:00:00;    76
09.03.1999 00:00:00;    74
10.03.1999 00:00:00;    73
11.03.1999 00:00:00;    73
12.03.1999 00:00:00;    74
13.03.1999 00:00:00;    75
14.03.1999 00:00:00;    77
15.03.1999 00:00:00;    79
16.03.1999 00:00:00;    80
17.03.1999 00:00:00;    79
18.03.1999 00:00:00;    77
19.03.1999 00:00:00;    75
20.03.1999 00:00:00;    74
21.03.1999 00:00:00;    73
22.03.1999 00:00:00;    73
23.03.1999 00:00:00;    73
24.03.1999 00:00:00;    73
25.03.1999 00:00:00;    74
26.03.1999 00:00:00;    76
27.03.1999 00:00:00;    80
28.03.1999 00:00:00;    85
29.03.1999 00:00:00;    84
30.03.1999 00:00:00;    82
31.03.1999 00:00:00;    80
01.04.1999 00:00:00;    81
02.04.1999 00:00:00;    83
03.04.1999 00:00:00;    83
04.04.1999 00:00:00;    84
05.04.1999 00:00:00;    86
06.04.1999 00:00:00;    87
07.04.1999 00:00:00;    90
08.04.1999 00:00:00;    93
09.04.1999 00:00:00;    88
10.04.1999 00:00:00;    84
11.04.1999 00:00:00;    84
12.04.1999 00:00:00;    90
13.04.1999 00:00:00;    91
14.04.1999 00:00:00;    87
15.04.1999 00:00:00;    84
16.04.1999 00:00:00;    84
17.04.1999 00:00:00;    84
18.04.1999 00:00:00;    82
19.04.1999 00:00:00;    80
20.04.1999 00:00:00;    78
21.04.1999 00:00:00;    75
22.04.1999 00:00:00;    77
23.04.1999 00:00:00;    80
24.04.1999 00:00:00;    83
25.04.1999 00:00:00;    86
26.04.1999 00:00:00;    88
27.04.1999 00:00:00;    88
28.04.1999 00:00:00;    87
29.04.1999 00:00:00;    86
30.04.1999 00:00:00;    89
01.05.1999 00:00:00;    89
02.05.1999 00:00:00;    93
03.05.1999 00:00:00;    91
04.05.1999 00:00:00;    90
05.05.1999 00:00:00;    93
06.05.1999 00:00:00;    88
07.05.1999 00:00:00;    83
08.05.1999 00:00:00;    82
09.05.1999 00:00:00;    94
10.05.1999 00:00:00;    92
11.05.1999 00:00:00;    87
12.05.1999 00:00:00;    86
13.05.1999 00:00:00;    87
14.05.1999 00:00:00;    85
15.05.1999 00:00:00;    83
16.05.1999 00:00:00;    84
17.05.1999 00:00:00;    80
18.05.1999 00:00:00;    79
19.05.1999 00:00:00;    78
20.05.1999 00:00:00;    78
21.05.1999 00:00:00;    82
22.05.1999 00:00:00;    80
23.05.1999 00:00:00;    78
24.05.1999 00:00:00;    76
25.05.1999 00:00:00;    75
26.05.1999 00:00:00;    74
27.05.1999 00:00:00;    73
28.05.1999 00:00:00;    72
29.05.1999 00:00:00;    71
30.05.1999 00:00:00;    70
31.05.1999 00:00:00;    69
01.06.1999 00:00:00;    69
02.06.1999 00:00:00;    68
03.06.1999 00:00:00;    68
04.06.1999 00:00:00;    67
05.06.1999 00:00:00;    66
06.06.1999 00:00:00;    65
07.06.1999 00:00:00;    65
08.06.1999 00:00:00;    66
09.06.1999 00:00:00;    66
10.06.1999 00:00:00;    65
11.06.1999 00:00:00;    65
12.06.1999 00:00:00;    66
13.06.1999 00:00:00;    66
14.06.1999 00:00:00;    65
15.06.1999 00:00:00;    65
16.06.1999 00:00:00;    67
17.06.1999 00:00:00;    71
18.06.1999 00:00:00;    71
19.06.1999 00:00:00;    69
20.06.1999 00:00:00;    67
21.06.1999 00:00:00;    68
22.06.1999 00:00:00;    90
23.06.1999 00:00:00;    86
24.06.1999 00:00:00;    77
25.06.1999 00:00:00;    72
26.06.1999 00:00:00;    69
27.06.1999 00:00:00;    68
28.06.1999 00:00:00;    67
29.06.1999 00:00:00;    67
30.06.1999 00:00:00;    67
01.07.1999 00:00:00;    67
02.07.1999 00:00:00;    67
03.07.1999 00:00:00;    66
04.07.1999 00:00:00;    66
05.07.1999 00:00:00;    66
06.07.1999 00:00:00;    66
07.07.1999 00:00:00;    65
08.07.1999 00:00:00;    68
09.07.1999 00:00:00;    71
10.07.1999 00:00:00;    83
11.07.1999 00:00:00;    88
12.07.1999 00:00:00;    80
13.07.1999 00:00:00;    74
14.07.1999 00:00:00;    77
15.07.1999 00:00:00;    75
16.07.1999 00:00:00;    72
17.07.1999 00:00:00;    70
18.07.1999 00:00:00;    69
19.07.1999 00:00:00;    68
20.07.1999 00:00:00;    69
21.07.1999 00:00:00;    70
22.07.1999 00:00:00;    75
23.07.1999 00:00:00;    90
24.07.1999 00:00:00;    84
25.07.1999 00:00:00;    79
26.07.1999 00:00:00;    75
27.07.1999 00:00:00;    72
28.07.1999 00:00:00;    70
29.07.1999 00:00:00;    69
30.07.1999 00:00:00;    69
31.07.1999 00:00:00;    68
01.08.1999 00:00:00;    68
02.08.1999 00:00:00;    68
03.08.1999 00:00:00;    67
04.08.1999 00:00:00;    67
05.08.1999 00:00:00;    66
06.08.1999 00:00:00;    67
07.08.1999 00:00:00;    72
08.08.1999 00:00:00;    75
09.08.1999 00:00:00;    71
10.08.1999 00:00:00;    69
11.08.1999 00:00:00;    68
12.08.1999 00:00:00;    68
13.08.1999 00:00:00;    67
14.08.1999 00:00:00;    67
15.08.1999 00:00:00;    67
16.08.1999 00:00:00;    67
17.08.1999 00:00:00;    73
18.08.1999 00:00:00;    72
19.08.1999 00:00:00;    70
20.08.1999 00:00:00;    74
21.08.1999 00:00:00;    76
22.08.1999 00:00:00;    73
23.08.1999 00:00:00;    70
24.08.1999 00:00:00;    69
25.08.1999 00:00:00;    68
26.08.1999 00:00:00;    67
27.08.1999 00:00:00;    67
28.08.1999 00:00:00;    68
29.08.1999 00:00:00;    74
30.08.1999 00:00:00;    79
31.08.1999 00:00:00;    75
01.09.1999 00:00:00;    73
02.09.1999 00:00:00;    80
03.09.1999 00:00:00;    92
04.09.1999 00:00:00;    83
05.09.1999 00:00:00;    75
06.09.1999 00:00:00;    69
07.09.1999 00:00:00;    70
08.09.1999 00:00:00;    72
09.09.1999 00:00:00;    71
10.09.1999 00:00:00;    70
11.09.1999 00:00:00;    70
12.09.1999 00:00:00;    69
13.09.1999 00:00:00;    68
14.09.1999 00:00:00;    68
15.09.1999 00:00:00;    68
16.09.1999 00:00:00;    68
17.09.1999 00:00:00;    68
18.09.1999 00:00:00;    67
19.09.1999 00:00:00;    67
20.09.1999 00:00:00;    67
21.09.1999 00:00:00;    68
22.09.1999 00:00:00;    68
23.09.1999 00:00:00;    67
24.09.1999 00:00:00;    67
25.09.1999 00:00:00;    67
26.09.1999 00:00:00;    66
27.09.1999 00:00:00;    66
28.09.1999 00:00:00;    66
29.09.1999 00:00:00;    66
30.09.1999 00:00:00;    65
01.10.1999 00:00:00;    65
02.10.1999 00:00:00;    65
03.10.1999 00:00:00;    65
04.10.1999 00:00:00;    66
05.10.1999 00:00:00;    66
06.10.1999 00:00:00;    68
07.10.1999 00:00:00;    68
08.10.1999 00:00:00;    68
09.10.1999 00:00:00;    67
10.10.1999 00:00:00;    68
11.10.1999 00:00:00;    70
12.10.1999 00:00:00;    69
13.10.1999 00:00:00;    68
14.10.1999 00:00:00;    67
15.10.1999 00:00:00;    66
16.10.1999 00:00:00;    66
17.10.1999 00:00:00;    65
18.10.1999 00:00:00;    65
19.10.1999 00:00:00;    65
20.10.1999 00:00:00;    65
21.10.1999 00:00:00;    65
22.10.1999 00:00:00;    65
23.10.1999 00:00:00;    65
24.10.1999 00:00:00;    65
25.10.1999 00:00:00;    65
26.10.1999 00:00:00;    65
27.10.1999 00:00:00;    64
28.10.1999 00:00:00;    64
29.10.1999 00:00:00;    65
30.10.1999 00:00:00;    65
31.10.1999 00:00:00;    64
01.11.1999 00:00:00;    64
02.11.1999 00:00:00;    63
03.11.1999 00:00:00;    62
04.11.1999 00:00:00;    62
05.11.1999 00:00:00;    63
06.11.1999 00:00:00;    63
07.11.1999 00:00:00;    63
08.11.1999 00:00:00;    63
09.11.1999 00:00:00;    64
10.11.1999 00:00:00;    65
11.11.1999 00:00:00;    67
12.11.1999 00:00:00;    73
13.11.1999 00:00:00;    70
14.11.1999 00:00:00;    69
15.11.1999 00:00:00;    68
16.11.1999 00:00:00;    66
17.11.1999 00:00:00;    65
18.11.1999 00:00:00;    65
19.11.1999 00:00:00;    64
20.11.1999 00:00:00;    63
21.11.1999 00:00:00;    63
22.11.1999 00:00:00;    63
23.11.1999 00:00:00;    62
24.11.1999 00:00:00;    63
25.11.1999 00:00:00;    63
26.11.1999 00:00:00;    63
27.11.1999 00:00:00;    63
28.11.1999 00:00:00;    63
29.11.1999 00:00:00;    63
30.11.1999 00:00:00;    63
01.12.1999 00:00:00;    65
02.12.1999 00:00:00;    66
03.12.1999 00:00:00;    67
04.12.1999 00:00:00;    67
05.12.1999 00:00:00;    67
06.12.1999 00:00:00;    67
07.12.1999 00:00:00;    67
08.12.1999 00:00:00;    67
09.12.1999 00:00:00;    66
10.12.1999 00:00:00;    66
11.12.1999 00:00:00;    66
12.12.1999 00:00:00;    66
13.12.1999 00:00:00;    65
14.12.1999 00:00:00;    65
15.12.1999 00:00:00;    66
16.12.1999 00:00:00;    66
17.12.1999 00:00:00;    65
18.12.1999 00:00:00;    65
19.12.1999 00:00:00;    65
20.12.1999 00:00:00;    65
21.12.1999 00:00:00;    65
22.12.1999 00:00:00;    65
23.12.1999 00:00:00;    65
24.12.1999 00:00:00;    64
25.12.1999 00:00:00;    64
26.12.1999 00:00:00;    64
27.12.1999 00:00:00;    65
28.12.1999 00:00:00;    66
29.12.1999 00:00:00;    66
30.12.1999 00:00:00;    66
31.12.1999 00:00:00;    66
01.01.2000 00:00:00;    65
02.01.2000 00:00:00;    65
03.01.2000 00:00:00;    63
04.01.2000 00:00:00;    63
05.01.2000 00:00:00;    63
06.01.2000 00:00:00;    63
07.01.2000 00:00:00;    63
08.01.2000 00:00:00;    62
09.01.2000 00:00:00;    62
10.01.2000 00:00:00;    62
11.01.2000 00:00:00;    63
12.01.2000 00:00:00;    61
13.01.2000 00:00:00;    61
14.01.2000 00:00:00;    62
15.01.2000 00:00:00;    62
16.01.2000 00:00:00;    62
17.01.2000 00:00:00;    63
18.01.2000 00:00:00;    65
19.01.2000 00:00:00;    66
20.01.2000 00:00:00;    65
21.01.2000 00:00:00;    64
22.01.2000 00:00:00;    66
23.01.2000 00:00:00;    66
24.01.2000 00:00:00;    66
25.01.2000 00:00:00;    65
26.01.2000 00:00:00;    64
27.01.2000 00:00:00;    65
28.01.2000 00:00:00;    64
29.01.2000 00:00:00;    63
30.01.2000 00:00:00;    72
31.01.2000 00:00:00;    81
01.02.2000 00:00:00;    83
02.02.2000 00:00:00;    80
03.02.2000 00:00:00;    79
04.02.2000 00:00:00;    77
05.02.2000 00:00:00;    75
06.02.2000 00:00:00;    75
07.02.2000 00:00:00;    75
08.02.2000 00:00:00;    75
09.02.2000 00:00:00;    83
10.02.2000 00:00:00;    85
11.02.2000 00:00:00;    81
12.02.2000 00:00:00;    78
13.02.2000 00:00:00;    76
14.02.2000 00:00:00;    74
15.02.2000 00:00:00;    73
16.02.2000 00:00:00;    73
17.02.2000 00:00:00;    72
18.02.2000 00:00:00;    72
19.02.2000 00:00:00;    71
20.02.2000 00:00:00;    71
21.02.2000 00:00:00;    71
22.02.2000 00:00:00;    70
23.02.2000 00:00:00;    69
24.02.2000 00:00:00;    69
25.02.2000 00:00:00;    69
26.02.2000 00:00:00;    71
27.02.2000 00:00:00;    71
28.02.2000 00:00:00;    70
29.02.2000 00:00:00;    70
01.03.2000 00:00:00;    70
02.03.2000 00:00:00;    70
03.03.2000 00:00:00;    70
04.03.2000 00:00:00;    70
05.03.2000 00:00:00;    70
06.03.2000 00:00:00;    70
07.03.2000 00:00:00;    69
08.03.2000 00:00:00;    70
09.03.2000 00:00:00;    90
10.03.2000 00:00:00;   115
11.03.2000 00:00:00;   106
12.03.2000 00:00:00;   104
13.03.2000 00:00:00;    96
14.03.2000 00:00:00;    90
15.03.2000 00:00:00;    89
16.03.2000 00:00:00;    87
17.03.2000 00:00:00;    87
18.03.2000 00:00:00;    84
19.03.2000 00:00:00;    81
20.03.2000 00:00:00;    79
21.03.2000 00:00:00;    78
22.03.2000 00:00:00;    77
23.03.2000 00:00:00;    77
24.03.2000 00:00:00;    77
25.03.2000 00:00:00;    80
26.03.2000 00:00:00;    84
27.03.2000 00:00:00;    87
28.03.2000 00:00:00;    87
29.03.2000 00:00:00;    86
30.03.2000 00:00:00;    88
31.03.2000 00:00:00;    88
01.04.2000 00:00:00;    85
02.04.2000 00:00:00;    84
03.04.2000 00:00:00;    84
04.04.2000 00:00:00;    86
05.04.2000 00:00:00;    90
06.04.2000 00:00:00;    89
07.04.2000 00:00:00;    87
08.04.2000 00:00:00;    84
09.04.2000 00:00:00;    83
10.04.2000 00:00:00;    82
11.04.2000 00:00:00;    82
12.04.2000 00:00:00;    83
13.04.2000 00:00:00;    84
14.04.2000 00:00:00;    87
15.04.2000 00:00:00;    90
16.04.2000 00:00:00;    94
17.04.2000 00:00:00;    94
18.04.2000 00:00:00;    96
19.04.2000 00:00:00;    96
20.04.2000 00:00:00;    97
21.04.2000 00:00:00;    99
22.04.2000 00:00:00;   101
23.04.2000 00:00:00;   103
24.04.2000 00:00:00;   105
25.04.2000 00:00:00;   102
26.04.2000 00:00:00;    99
27.04.2000 00:00:00;    99
28.04.2000 00:00:00;   103
29.04.2000 00:00:00;   103
30.04.2000 00:00:00;   100
01.05.2000 00:00:00;    97
02.05.2000 00:00:00;    95
03.05.2000 00:00:00;    92
04.05.2000 00:00:00;    91
05.05.2000 00:00:00;    92
06.05.2000 00:00:00;    90
07.05.2000 00:00:00;    89
08.05.2000 00:00:00;    87
09.05.2000 00:00:00;    86
10.05.2000 00:00:00;    83
11.05.2000 00:00:00;    81
12.05.2000 00:00:00;    86
13.05.2000 00:00:00;    93
14.05.2000 00:00:00;    85
15.05.2000 00:00:00;    80
16.05.2000 00:00:00;    78
17.05.2000 00:00:00;    78
18.05.2000 00:00:00;    77
19.05.2000 00:00:00;    77
20.05.2000 00:00:00;    77
21.05.2000 00:00:00;    75
22.05.2000 00:00:00;    74
23.05.2000 00:00:00;    73
24.05.2000 00:00:00;    72
25.05.2000 00:00:00;    72
26.05.2000 00:00:00;    71
27.05.2000 00:00:00;    71
28.05.2000 00:00:00;    70
29.05.2000 00:00:00;    71
30.05.2000 00:00:00;    70
31.05.2000 00:00:00;    69
01.06.2000 00:00:00;    69
02.06.2000 00:00:00;    69
03.06.2000 00:00:00;    69
04.06.2000 00:00:00;    68
05.06.2000 00:00:00;    68
06.06.2000 00:00:00;    69
07.06.2000 00:00:00;    70
08.06.2000 00:00:00;    69
09.06.2000 00:00:00;    68
10.06.2000 00:00:00;    68
11.06.2000 00:00:00;    67
12.06.2000 00:00:00;    66
13.06.2000 00:00:00;    67
14.06.2000 00:00:00;    66
15.06.2000 00:00:00;    67
16.06.2000 00:00:00;    70
17.06.2000 00:00:00;    69
18.06.2000 00:00:00;    68
19.06.2000 00:00:00;    66
20.06.2000 00:00:00;    66
21.06.2000 00:00:00;    66
22.06.2000 00:00:00;    67
23.06.2000 00:00:00;    67
24.06.2000 00:00:00;    67
25.06.2000 00:00:00;    72
26.06.2000 00:00:00;    73
27.06.2000 00:00:00;    71
28.06.2000 00:00:00;    69
29.06.2000 00:00:00;    67
30.06.2000 00:00:00;    67
01.07.2000 00:00:00;    66
02.07.2000 00:00:00;    66
03.07.2000 00:00:00;    66
04.07.2000 00:00:00;    66
05.07.2000 00:00:00;    66
06.07.2000 00:00:00;    66
07.07.2000 00:00:00;    66
08.07.2000 00:00:00;    67
09.07.2000 00:00:00;    69
10.07.2000 00:00:00;    70
11.07.2000 00:00:00;    72
12.07.2000 00:00:00;    75
13.07.2000 00:00:00;    72
14.07.2000 00:00:00;    70
15.07.2000 00:00:00;    68
16.07.2000 00:00:00;    70
17.07.2000 00:00:00;    73
18.07.2000 00:00:00;    72
19.07.2000 00:00:00;    70
20.07.2000 00:00:00;    71
21.07.2000 00:00:00;    72
22.07.2000 00:00:00;    71
23.07.2000 00:00:00;    68
24.07.2000 00:00:00;    67
25.07.2000 00:00:00;    67
26.07.2000 00:00:00;    66
27.07.2000 00:00:00;    66
28.07.2000 00:00:00;    65
29.07.2000 00:00:00;    65
30.07.2000 00:00:00;    67
31.07.2000 00:00:00;    70
01.08.2000 00:00:00;    69
02.08.2000 00:00:00;    67
03.08.2000 00:00:00;    67
04.08.2000 00:00:00;    68
05.08.2000 00:00:00;    71
06.08.2000 00:00:00;    83
07.08.2000 00:00:00;    84
08.08.2000 00:00:00;    84
09.08.2000 00:00:00;    77
10.08.2000 00:00:00;    73
11.08.2000 00:00:00;    71
12.08.2000 00:00:00;    70
13.08.2000 00:00:00;    68
14.08.2000 00:00:00;    67
15.08.2000 00:00:00;    67
16.08.2000 00:00:00;    66
17.08.2000 00:00:00;    66
18.08.2000 00:00:00;    65
19.08.2000 00:00:00;    65
20.08.2000 00:00:00;    64
21.08.2000 00:00:00;    64
22.08.2000 00:00:00;    64
23.08.2000 00:00:00;    64
24.08.2000 00:00:00;    64
25.08.2000 00:00:00;    64
26.08.2000 00:00:00;    63
27.08.2000 00:00:00;    63
28.08.2000 00:00:00;    62
29.08.2000 00:00:00;    62
30.08.2000 00:00:00;    62
31.08.2000 00:00:00;    64
01.09.2000 00:00:00;    66
02.09.2000 00:00:00;    65
03.09.2000 00:00:00;    65
04.09.2000 00:00:00;    63
05.09.2000 00:00:00;    63
06.09.2000 00:00:00;    63
07.09.2000 00:00:00;    65
08.09.2000 00:00:00;    69
09.09.2000 00:00:00;    68
10.09.2000 00:00:00;    67
11.09.2000 00:00:00;    65
12.09.2000 00:00:00;    65
13.09.2000 00:00:00;    65
14.09.2000 00:00:00;    66
15.09.2000 00:00:00;    66
16.09.2000 00:00:00;    66
17.09.2000 00:00:00;    69
18.09.2000 00:00:00;    71
19.09.2000 00:00:00;    70
20.09.2000 00:00:00;    68
21.09.2000 00:00:00;    67
22.09.2000 00:00:00;    66
23.09.2000 00:00:00;    66
24.09.2000 00:00:00;    66
25.09.2000 00:00:00;    65
26.09.2000 00:00:00;    65
27.09.2000 00:00:00;    64
28.09.2000 00:00:00;    64
29.09.2000 00:00:00;    64
30.09.2000 00:00:00;    64
01.10.2000 00:00:00;    69
02.10.2000 00:00:00;    71
03.10.2000 00:00:00;    69
04.10.2000 00:00:00;    67
05.10.2000 00:00:00;    68
06.10.2000 00:00:00;    66
07.10.2000 00:00:00;    65
08.10.2000 00:00:00;    66
09.10.2000 00:00:00;    67
10.10.2000 00:00:00;    66
11.10.2000 00:00:00;    66
12.10.2000 00:00:00;    65
13.10.2000 00:00:00;    65
14.10.2000 00:00:00;    64
15.10.2000 00:00:00;    64
16.10.2000 00:00:00;    63
17.10.2000 00:00:00;    63
18.10.2000 00:00:00;    63
19.10.2000 00:00:00;    63
20.10.2000 00:00:00;    63
21.10.2000 00:00:00;    63
22.10.2000 00:00:00;    62
23.10.2000 00:00:00;    62
24.10.2000 00:00:00;    62
25.10.2000 00:00:00;    62
26.10.2000 00:00:00;    62
27.10.2000 00:00:00;    62
28.10.2000 00:00:00;    62
29.10.2000 00:00:00;    62
30.10.2000 00:00:00;    62
31.10.2000 00:00:00;    62
01.11.2000 00:00:00;    63
02.11.2000 00:00:00;    64
03.11.2000 00:00:00;    63
04.11.2000 00:00:00;    65
05.11.2000 00:00:00;    67
06.11.2000 00:00:00;    66
07.11.2000 00:00:00;    66
08.11.2000 00:00:00;    66
09.11.2000 00:00:00;    66
10.11.2000 00:00:00;    65
11.11.2000 00:00:00;    64
12.11.2000 00:00:00;    63
13.11.2000 00:00:00;    62
14.11.2000 00:00:00;    62
15.11.2000 00:00:00;    62
16.11.2000 00:00:00;    62
17.11.2000 00:00:00;    62
18.11.2000 00:00:00;    62
19.11.2000 00:00:00;    61
20.11.2000 00:00:00;    61
21.11.2000 00:00:00;    61
22.11.2000 00:00:00;    61
23.11.2000 00:00:00;    61
24.11.2000 00:00:00;    60
25.11.2000 00:00:00;    60
26.11.2000 00:00:00;    60
27.11.2000 00:00:00;    60
28.11.2000 00:00:00;    61
29.11.2000 00:00:00;    63
30.11.2000 00:00:00;    64
01.12.2000 00:00:00;    64
02.12.2000 00:00:00;    63
03.12.2000 00:00:00;    63
04.12.2000 00:00:00;    62
05.12.2000 00:00:00;    62
06.12.2000 00:00:00;    61
07.12.2000 00:00:00;    61
08.12.2000 00:00:00;    61
09.12.2000 00:00:00;    61
10.12.2000 00:00:00;    61
11.12.2000 00:00:00;    69
12.12.2000 00:00:00;    74
13.12.2000 00:00:00;    73
14.12.2000 00:00:00;    70
15.12.2000 00:00:00;    68
16.12.2000 00:00:00;    66
17.12.2000 00:00:00;    65
18.12.2000 00:00:00;    65
19.12.2000 00:00:00;    65
20.12.2000 00:00:00;    64
21.12.2000 00:00:00;    64
22.12.2000 00:00:00;    62
23.12.2000 00:00:00;    62
24.12.2000 00:00:00;    62
25.12.2000 00:00:00;    62
26.12.2000 00:00:00;    61
27.12.2000 00:00:00;    60
28.12.2000 00:00:00;    62
29.12.2000 00:00:00;    62
30.12.2000 00:00:00;    62
31.12.2000 00:00:00;    62
01.01.2001 00:00:00;    61
02.01.2001 00:00:00;    61
03.01.2001 00:00:00;    61
04.01.2001 00:00:00;    61
05.01.2001 00:00:00;    61
06.01.2001 00:00:00;    61
07.01.2001 00:00:00;    62
08.01.2001 00:00:00;    64
09.01.2001 00:00:00;    65
10.01.2001 00:00:00;    63
11.01.2001 00:00:00;    63
12.01.2001 00:00:00;    62
13.01.2001 00:00:00;    62
14.01.2001 00:00:00;    60
15.01.2001 00:00:00;    62
16.01.2001 00:00:00;    62
17.01.2001 00:00:00;    63
18.01.2001 00:00:00;    63
19.01.2001 00:00:00;    62
20.01.2001 00:00:00;    62
21.01.2001 00:00:00;    61
22.01.2001 00:00:00;    60
23.01.2001 00:00:00;    61
24.01.2001 00:00:00;    61
25.01.2001 00:00:00;    60
26.01.2001 00:00:00;    61
27.01.2001 00:00:00;    62
28.01.2001 00:00:00;    61
29.01.2001 00:00:00;    60
30.01.2001 00:00:00;    60
31.01.2001 00:00:00;    60
01.02.2001 00:00:00;    61
02.02.2001 00:00:00;    61
03.02.2001 00:00:00;    61
04.02.2001 00:00:00;    62
05.02.2001 00:00:00;    64
06.02.2001 00:00:00;    64
07.02.2001 00:00:00;    64
08.02.2001 00:00:00;    67
09.02.2001 00:00:00;    69
10.02.2001 00:00:00;    69
11.02.2001 00:00:00;    68
12.02.2001 00:00:00;    67
13.02.2001 00:00:00;    67
14.02.2001 00:00:00;    67
15.02.2001 00:00:00;    67
16.02.2001 00:00:00;    67
17.02.2001 00:00:00;    66
18.02.2001 00:00:00;    66
19.02.2001 00:00:00;    65
20.02.2001 00:00:00;    65
21.02.2001 00:00:00;    65
22.02.2001 00:00:00;    67
23.02.2001 00:00:00;    66
24.02.2001 00:00:00;    65
25.02.2001 00:00:00;    64
26.02.2001 00:00:00;    64
27.02.2001 00:00:00;    64
28.02.2001 00:00:00;    62
01.03.2001 00:00:00;    62
02.03.2001 00:00:00;    61
03.03.2001 00:00:00;    61
04.03.2001 00:00:00;    62
05.03.2001 00:00:00;    63
06.03.2001 00:00:00;    63
07.03.2001 00:00:00;    63
08.03.2001 00:00:00;    64
09.03.2001 00:00:00;    66
10.03.2001 00:00:00;    70
11.03.2001 00:00:00;    73
12.03.2001 00:00:00;    77
13.03.2001 00:00:00;    81
14.03.2001 00:00:00;    78
15.03.2001 00:00:00;    75
16.03.2001 00:00:00;    76
17.03.2001 00:00:00;    79
18.03.2001 00:00:00;    81
19.03.2001 00:00:00;    83
20.03.2001 00:00:00;    80
21.03.2001 00:00:00;    77
22.03.2001 00:00:00;    78
23.03.2001 00:00:00;    89
24.03.2001 00:00:00;   102
25.03.2001 00:00:00;    98
26.03.2001 00:00:00;    91
27.03.2001 00:00:00;    85
28.03.2001 00:00:00;    81
29.03.2001 00:00:00;    77
30.03.2001 00:00:00;    76
31.03.2001 00:00:00;    75
01.04.2001 00:00:00;    73
02.04.2001 00:00:00;    72
03.04.2001 00:00:00;    72
04.04.2001 00:00:00;    73
05.04.2001 00:00:00;    75
06.04.2001 00:00:00;    73
07.04.2001 00:00:00;    71
08.04.2001 00:00:00;    71
09.04.2001 00:00:00;    74
10.04.2001 00:00:00;    73
11.04.2001 00:00:00;    73
12.04.2001 00:00:00;    75
13.04.2001 00:00:00;    76
14.04.2001 00:00:00;    75
15.04.2001 00:00:00;    73
16.04.2001 00:00:00;    72
17.04.2001 00:00:00;    71
18.04.2001 00:00:00;    70
19.04.2001 00:00:00;    70
20.04.2001 00:00:00;    69
21.04.2001 00:00:00;    68
22.04.2001 00:00:00;    68
23.04.2001 00:00:00;    68
24.04.2001 00:00:00;    69
25.04.2001 00:00:00;    72
26.04.2001 00:00:00;    81
27.04.2001 00:00:00;    78
28.04.2001 00:00:00;    78
29.04.2001 00:00:00;    78
30.04.2001 00:00:00;    82
01.05.2001 00:00:00;    84
02.05.2001 00:00:00;    83
03.05.2001 00:00:00;    80
04.05.2001 00:00:00;    78
05.05.2001 00:00:00;    74
06.05.2001 00:00:00;    72
