Messstelle:                ;Kleinstetteldorf
09.07.2004 00:00:00;   168
10.07.2004 00:00:00;   167
11.07.2004 00:00:00;   168
12.07.2004 00:00:00;   169
13.07.2004 00:00:00;   167
14.07.2004 00:00:00;   167
15.07.2004 00:00:00;   166
16.07.2004 00:00:00;   167
17.07.2004 00:00:00;   166
18.07.2004 00:00:00;   165
19.07.2004 00:00:00;   165
20.07.2004 00:00:00;   165
21.07.2004 00:00:00;   164
22.07.2004 00:00:00;   164
23.07.2004 00:00:00;   164
24.07.2004 00:00:00;   168
25.07.2004 00:00:00;   167
26.07.2004 00:00:00;   166
27.07.2004 00:00:00;   165
28.07.2004 00:00:00;   165
29.07.2004 00:00:00;   165
30.07.2004 00:00:00;   165
31.07.2004 00:00:00;   164
01.08.2004 00:00:00;   164
02.08.2004 00:00:00;   164
03.08.2004 00:00:00;   164
04.08.2004 00:00:00;   164
05.08.2004 00:00:00;   163
06.08.2004 00:00:00;   163
07.08.2004 00:00:00;   164
08.08.2004 00:00:00;   164
09.08.2004 00:00:00;   164
10.08.2004 00:00:00;   164
11.08.2004 00:00:00;   164
12.08.2004 00:00:00;   164
13.08.2004 00:00:00;   166
14.08.2004 00:00:00;   164
15.08.2004 00:00:00;   164
16.08.2004 00:00:00;   163
17.08.2004 00:00:00;   163
18.08.2004 00:00:00;   163
19.08.2004 00:00:00;   163
20.08.2004 00:00:00;   163
21.08.2004 00:00:00;   163
22.08.2004 00:00:00;   163
23.08.2004 00:00:00;   163
24.08.2004 00:00:00;   163
25.08.2004 00:00:00;   163
26.08.2004 00:00:00;   163
27.08.2004 00:00:00;   163
28.08.2004 00:00:00;   163
29.08.2004 00:00:00;   163
30.08.2004 00:00:00;   163
31.08.2004 00:00:00;   163
01.09.2004 00:00:00;   163
02.09.2004 00:00:00;   163
03.09.2004 00:00:00;   163
04.09.2004 00:00:00;   163
05.09.2004 00:00:00;   163
06.09.2004 00:00:00;   163
07.09.2004 00:00:00;   163
08.09.2004 00:00:00;   163
09.09.2004 00:00:00;   163
10.09.2004 00:00:00;   163
11.09.2004 00:00:00;   163
12.09.2004 00:00:00;   163
13.09.2004 00:00:00;   163
14.09.2004 00:00:00;   163
15.09.2004 00:00:00;   164
16.09.2004 00:00:00;   164
17.09.2004 00:00:00;   164
18.09.2004 00:00:00;   163
19.09.2004 00:00:00;   163
20.09.2004 00:00:00;   163
21.09.2004 00:00:00;   163
22.09.2004 00:00:00;   163
23.09.2004 00:00:00;   164
24.09.2004 00:00:00;   165
25.09.2004 00:00:00;   164
26.09.2004 00:00:00;   164
27.09.2004 00:00:00;   164
28.09.2004 00:00:00;   164
29.09.2004 00:00:00;   164
30.09.2004 00:00:00;   163
01.10.2004 00:00:00;   164
02.10.2004 00:00:00;   167
03.10.2004 00:00:00;   167
04.10.2004 00:00:00;   164
05.10.2004 00:00:00;   164
06.10.2004 00:00:00;   165
07.10.2004 00:00:00;   165
08.10.2004 00:00:00;   165
09.10.2004 00:00:00;   167
10.10.2004 00:00:00;   165
11.10.2004 00:00:00;   165
12.10.2004 00:00:00;   164
13.10.2004 00:00:00;   164
14.10.2004 00:00:00;   164
15.10.2004 00:00:00;   166
16.10.2004 00:00:00;   167
17.10.2004 00:00:00;   167
18.10.2004 00:00:00;   166
19.10.2004 00:00:00;   166
20.10.2004 00:00:00;   166
21.10.2004 00:00:00;   166
22.10.2004 00:00:00;   166
23.10.2004 00:00:00;   165
24.10.2004 00:00:00;   165
25.10.2004 00:00:00;   165
26.10.2004 00:00:00;   165
27.10.2004 00:00:00;   165
28.10.2004 00:00:00;   165
29.10.2004 00:00:00;   165
30.10.2004 00:00:00;   164
31.10.2004 00:00:00;   165
01.11.2004 00:00:00;   167
02.11.2004 00:00:00;   167
03.11.2004 00:00:00;   166
04.11.2004 00:00:00;   166
05.11.2004 00:00:00;   167
06.11.2004 00:00:00;   166
07.11.2004 00:00:00;   166
08.11.2004 00:00:00;   166
09.11.2004 00:00:00;   170
10.11.2004 00:00:00;   173
11.11.2004 00:00:00;   172
12.11.2004 00:00:00;   170
13.11.2004 00:00:00;   169
14.11.2004 00:00:00;   168
15.11.2004 00:00:00;   167
16.11.2004 00:00:00;   167
17.11.2004 00:00:00;   167
18.11.2004 00:00:00;   167
19.11.2004 00:00:00;   167
20.11.2004 00:00:00;   166
21.11.2004 00:00:00;   166
22.11.2004 00:00:00;   166
23.11.2004 00:00:00;   166
24.11.2004 00:00:00;   166
25.11.2004 00:00:00;   166
26.11.2004 00:00:00;   166
27.11.2004 00:00:00;   166
28.11.2004 00:00:00;   166
29.11.2004 00:00:00;   167
30.11.2004 00:00:00;   167
01.12.2004 00:00:00;   167
02.12.2004 00:00:00;   167
03.12.2004 00:00:00;   167
04.12.2004 00:00:00;   167
05.12.2004 00:00:00;   167
06.12.2004 00:00:00;   167
07.12.2004 00:00:00;   167
08.12.2004 00:00:00;   167
09.12.2004 00:00:00;   167
10.12.2004 00:00:00;   167
11.12.2004 00:00:00;   167
12.12.2004 00:00:00;   167
13.12.2004 00:00:00;   167
14.12.2004 00:00:00;   167
15.12.2004 00:00:00;   167
16.12.2004 00:00:00;   167
17.12.2004 00:00:00;   166
18.12.2004 00:00:00;   166
19.12.2004 00:00:00;   166
20.12.2004 00:00:00;   166
21.12.2004 00:00:00;   167
22.12.2004 00:00:00;   166
23.12.2004 00:00:00;   166
24.12.2004 00:00:00;   166
25.12.2004 00:00:00;   166
26.12.2004 00:00:00;   167
27.12.2004 00:00:00;   168
28.12.2004 00:00:00;   167
29.12.2004 00:00:00;   167
30.12.2004 00:00:00;   167
31.12.2004 00:00:00;   167
01.01.2005 00:00:00;   166
02.01.2005 00:00:00;   166
03.01.2005 00:00:00;   166
04.01.2005 00:00:00;   166
05.01.2005 00:00:00;   166
06.01.2005 00:00:00;   166
07.01.2005 00:00:00;   166
08.01.2005 00:00:00;   166
09.01.2005 00:00:00;   166
10.01.2005 00:00:00;   165
11.01.2005 00:00:00;   165
12.01.2005 00:00:00;   165
13.01.2005 00:00:00;   165
14.01.2005 00:00:00;   165
15.01.2005 00:00:00;   165
16.01.2005 00:00:00;   165
17.01.2005 00:00:00;   165
18.01.2005 00:00:00;   165
19.01.2005 00:00:00;   165
20.01.2005 00:00:00;   165
21.01.2005 00:00:00;   165
22.01.2005 00:00:00;   165
23.01.2005 00:00:00;   165
24.01.2005 00:00:00;   165
25.01.2005 00:00:00;   165
26.01.2005 00:00:00;   165
27.01.2005 00:00:00;   165
28.01.2005 00:00:00;   165
29.01.2005 00:00:00;   165
30.01.2005 00:00:00;   165
31.01.2005 00:00:00;   165
01.02.2005 00:00:00;   165
02.02.2005 00:00:00;   165
03.02.2005 00:00:00;   166
04.02.2005 00:00:00;   166
05.02.2005 00:00:00;   164
06.02.2005 00:00:00;   165
07.02.2005 00:00:00;   165
08.02.2005 00:00:00;   165
09.02.2005 00:00:00;   165
10.02.2005 00:00:00;   165
11.02.2005 00:00:00;   166
12.02.2005 00:00:00;   171
13.02.2005 00:00:00;   172
14.02.2005 00:00:00;   170
15.02.2005 00:00:00;   169
16.02.2005 00:00:00;   168
17.02.2005 00:00:00;   167
18.02.2005 00:00:00;   167
19.02.2005 00:00:00;   167
20.02.2005 00:00:00;   167
21.02.2005 00:00:00;   167
22.02.2005 00:00:00;   167
23.02.2005 00:00:00;   167
24.02.2005 00:00:00;   167
25.02.2005 00:00:00;   167
26.02.2005 00:00:00;   167
27.02.2005 00:00:00;   166
28.02.2005 00:00:00;   166
01.03.2005 00:00:00;   166
02.03.2005 00:00:00;   166
03.03.2005 00:00:00;   166
04.03.2005 00:00:00;   166
05.03.2005 00:00:00;   166
06.03.2005 00:00:00;   166
07.03.2005 00:00:00;   165
08.03.2005 00:00:00;   165
09.03.2005 00:00:00;   166
10.03.2005 00:00:00;   166
11.03.2005 00:00:00;   166
12.03.2005 00:00:00;   166
13.03.2005 00:00:00;   166
14.03.2005 00:00:00;   168
15.03.2005 00:00:00;   168
16.03.2005 00:00:00;   173
17.03.2005 00:00:00;   179
18.03.2005 00:00:00;   179
19.03.2005 00:00:00;   175
20.03.2005 00:00:00;   172
21.03.2005 00:00:00;   171
22.03.2005 00:00:00;   170
23.03.2005 00:00:00;   170
24.03.2005 00:00:00;   169
25.03.2005 00:00:00;   169
26.03.2005 00:00:00;   168
27.03.2005 00:00:00;   168
28.03.2005 00:00:00;   168
29.03.2005 00:00:00;   168
30.03.2005 00:00:00;   168
31.03.2005 00:00:00;   167
01.04.2005 00:00:00;   167
02.04.2005 00:00:00;   167
03.04.2005 00:00:00;   167
04.04.2005 00:00:00;   167
05.04.2005 00:00:00;   166
06.04.2005 00:00:00;   166
07.04.2005 00:00:00;   166
08.04.2005 00:00:00;   166
09.04.2005 00:00:00;   166
10.04.2005 00:00:00;   166
11.04.2005 00:00:00;   166
12.04.2005 00:00:00;   166
13.04.2005 00:00:00;   166
14.04.2005 00:00:00;   166
15.04.2005 00:00:00;   166
16.04.2005 00:00:00;   166
17.04.2005 00:00:00;   166
18.04.2005 00:00:00;   169
19.04.2005 00:00:00;   167
20.04.2005 00:00:00;   167
21.04.2005 00:00:00;   168
22.04.2005 00:00:00;   168
23.04.2005 00:00:00;   167
24.04.2005 00:00:00;   166
25.04.2005 00:00:00;   166
26.04.2005 00:00:00;   167
27.04.2005 00:00:00;   167
28.04.2005 00:00:00;   167
29.04.2005 00:00:00;   167
30.04.2005 00:00:00;   167
01.05.2005 00:00:00;   166
02.05.2005 00:00:00;   166
03.05.2005 00:00:00;   168
04.05.2005 00:00:00;   169
05.05.2005 00:00:00;   168
06.05.2005 00:00:00;   167
07.05.2005 00:00:00;   167
08.05.2005 00:00:00;   167
09.05.2005 00:00:00;   166
10.05.2005 00:00:00;   166
11.05.2005 00:00:00;   166
12.05.2005 00:00:00;   166
13.05.2005 00:00:00;   166
14.05.2005 00:00:00;   166
15.05.2005 00:00:00;   166
16.05.2005 00:00:00;   166
17.05.2005 00:00:00;   165
18.05.2005 00:00:00;   168
19.05.2005 00:00:00;   168
20.05.2005 00:00:00;   167
21.05.2005 00:00:00;   167
22.05.2005 00:00:00;   166
23.05.2005 00:00:00;   166
24.05.2005 00:00:00;   169
25.05.2005 00:00:00;   167
26.05.2005 00:00:00;   166
27.05.2005 00:00:00;   166
28.05.2005 00:00:00;   166
29.05.2005 00:00:00;   166
30.05.2005 00:00:00;   166
31.05.2005 00:00:00;   168
01.06.2005 00:00:00;   165
02.06.2005 00:00:00;   165
03.06.2005 00:00:00;   165
04.06.2005 00:00:00;   166
05.06.2005 00:00:00;   166
06.06.2005 00:00:00;   165
07.06.2005 00:00:00;   165
08.06.2005 00:00:00;   165
09.06.2005 00:00:00;   165
10.06.2005 00:00:00;   165
11.06.2005 00:00:00;   165
12.06.2005 00:00:00;   164
13.06.2005 00:00:00;   164
14.06.2005 00:00:00;   164
15.06.2005 00:00:00;   164
16.06.2005 00:00:00;   164
17.06.2005 00:00:00;   164
18.06.2005 00:00:00;   164
19.06.2005 00:00:00;   164
20.06.2005 00:00:00;   164
21.06.2005 00:00:00;   163
22.06.2005 00:00:00;   163
23.06.2005 00:00:00;   163
24.06.2005 00:00:00;   162
25.06.2005 00:00:00;   162
26.06.2005 00:00:00;   162
27.06.2005 00:00:00;   163
28.06.2005 00:00:00;   162
29.06.2005 00:00:00;   162
30.06.2005 00:00:00;   164
01.07.2005 00:00:00;   164
02.07.2005 00:00:00;   166
03.07.2005 00:00:00;   164
04.07.2005 00:00:00;   163
05.07.2005 00:00:00;   164
06.07.2005 00:00:00;   164
07.07.2005 00:00:00;   163
08.07.2005 00:00:00;   168
09.07.2005 00:00:00;   167
10.07.2005 00:00:00;   169
11.07.2005 00:00:00;   173
12.07.2005 00:00:00;   169
13.07.2005 00:00:00;   167
14.07.2005 00:00:00;   167
15.07.2005 00:00:00;   167
16.07.2005 00:00:00;   166
17.07.2005 00:00:00;   166
18.07.2005 00:00:00;   166
19.07.2005 00:00:00;   165
20.07.2005 00:00:00;   165
21.07.2005 00:00:00;   165
22.07.2005 00:00:00;   165
23.07.2005 00:00:00;   165
24.07.2005 00:00:00;   165
25.07.2005 00:00:00;   165
26.07.2005 00:00:00;   165
27.07.2005 00:00:00;   165
28.07.2005 00:00:00;   165
29.07.2005 00:00:00;   165
30.07.2005 00:00:00;   165
31.07.2005 00:00:00;   165
01.08.2005 00:00:00;   166
02.08.2005 00:00:00;   164
03.08.2005 00:00:00;   165
04.08.2005 00:00:00;   166
05.08.2005 00:00:00;   165
06.08.2005 00:00:00;   164
07.08.2005 00:00:00;   164
08.08.2005 00:00:00;   163
09.08.2005 00:00:00;   163
10.08.2005 00:00:00;   163
11.08.2005 00:00:00;   163
12.08.2005 00:00:00;   163
13.08.2005 00:00:00;   163
14.08.2005 00:00:00;   163
15.08.2005 00:00:00;   171
16.08.2005 00:00:00;   183
17.08.2005 00:00:00;   171
18.08.2005 00:00:00;   169
19.08.2005 00:00:00;   168
20.08.2005 00:00:00;   167
21.08.2005 00:00:00;   167
22.08.2005 00:00:00;   181
23.08.2005 00:00:00;   174
24.08.2005 00:00:00;   171
25.08.2005 00:00:00;   169
26.08.2005 00:00:00;   169
27.08.2005 00:00:00;   169
28.08.2005 00:00:00;   175
29.08.2005 00:00:00;   173
30.08.2005 00:00:00;   172
31.08.2005 00:00:00;   171
01.09.2005 00:00:00;   170
02.09.2005 00:00:00;   169
03.09.2005 00:00:00;   168
04.09.2005 00:00:00;   168
05.09.2005 00:00:00;   168
06.09.2005 00:00:00;   167
07.09.2005 00:00:00;   167
08.09.2005 00:00:00;   167
09.09.2005 00:00:00;   167
10.09.2005 00:00:00;   167
11.09.2005 00:00:00;   166
12.09.2005 00:00:00;   166
13.09.2005 00:00:00;   167
14.09.2005 00:00:00;   167
15.09.2005 00:00:00;   165
16.09.2005 00:00:00;   165
17.09.2005 00:00:00;   167
18.09.2005 00:00:00;   166
19.09.2005 00:00:00;   165
20.09.2005 00:00:00;   165
21.09.2005 00:00:00;   165
22.09.2005 00:00:00;   164
23.09.2005 00:00:00;   164
24.09.2005 00:00:00;   164
25.09.2005 00:00:00;   164
26.09.2005 00:00:00;   164
27.09.2005 00:00:00;   165
28.09.2005 00:00:00;   166
29.09.2005 00:00:00;   168
30.09.2005 00:00:00;   167
01.10.2005 00:00:00;   167
02.10.2005 00:00:00;   166
03.10.2005 00:00:00;   166
04.10.2005 00:00:00;   166
05.10.2005 00:00:00;   166
06.10.2005 00:00:00;   166
07.10.2005 00:00:00;   165
08.10.2005 00:00:00;   165
09.10.2005 00:00:00;   165
10.10.2005 00:00:00;   165
11.10.2005 00:00:00;   165
12.10.2005 00:00:00;   165
13.10.2005 00:00:00;   165
14.10.2005 00:00:00;   165
15.10.2005 00:00:00;   165
16.10.2005 00:00:00;   165
17.10.2005 00:00:00;   165
18.10.2005 00:00:00;   165
19.10.2005 00:00:00;   165
20.10.2005 00:00:00;   165
21.10.2005 00:00:00;   165
22.10.2005 00:00:00;   165
23.10.2005 00:00:00;   165
24.10.2005 00:00:00;   164
25.10.2005 00:00:00;   164
26.10.2005 00:00:00;   164
27.10.2005 00:00:00;   165
28.10.2005 00:00:00;   165
29.10.2005 00:00:00;   165
30.10.2005 00:00:00;   165
31.10.2005 00:00:00;   165
01.11.2005 00:00:00;   165
02.11.2005 00:00:00;   165
03.11.2005 00:00:00;   166
04.11.2005 00:00:00;   166
05.11.2005 00:00:00;   166
06.11.2005 00:00:00;   166
07.11.2005 00:00:00;   166
08.11.2005 00:00:00;   166
09.11.2005 00:00:00;   166
10.11.2005 00:00:00;   166
11.11.2005 00:00:00;   166
12.11.2005 00:00:00;   166
13.11.2005 00:00:00;   166
14.11.2005 00:00:00;   165
15.11.2005 00:00:00;   165
16.11.2005 00:00:00;   164
17.11.2005 00:00:00;   164
18.11.2005 00:00:00;   164
19.11.2005 00:00:00;   165
20.11.2005 00:00:00;   165
21.11.2005 00:00:00;   166
22.11.2005 00:00:00;   166
23.11.2005 00:00:00;   166
24.11.2005 00:00:00;   166
25.11.2005 00:00:00;   165
26.11.2005 00:00:00;   165
27.11.2005 00:00:00;   165
28.11.2005 00:00:00;   165
29.11.2005 00:00:00;   165
30.11.2005 00:00:00;   165
01.12.2005 00:00:00;   165
02.12.2005 00:00:00;   165
03.12.2005 00:00:00;   165
04.12.2005 00:00:00;   165
05.12.2005 00:00:00;   165
06.12.2005 00:00:00;   169
07.12.2005 00:00:00;   172
08.12.2005 00:00:00;   170
09.12.2005 00:00:00;   169
10.12.2005 00:00:00;   168
11.12.2005 00:00:00;   168
12.12.2005 00:00:00;   167
13.12.2005 00:00:00;   167
14.12.2005 00:00:00;   167
15.12.2005 00:00:00;   167
16.12.2005 00:00:00;   167
17.12.2005 00:00:00;   167
18.12.2005 00:00:00;   166
19.12.2005 00:00:00;   166
20.12.2005 00:00:00;   166
21.12.2005 00:00:00;   166
22.12.2005 00:00:00;   166
23.12.2005 00:00:00;   166
24.12.2005 00:00:00;   166
25.12.2005 00:00:00;   166
26.12.2005 00:00:00;   166
27.12.2005 00:00:00;   166
28.12.2005 00:00:00;   166
29.12.2005 00:00:00;   166
30.12.2005 00:00:00;   166
31.12.2005 00:00:00;   167
01.01.2006 00:00:00;   166
02.01.2006 00:00:00;   166
03.01.2006 00:00:00;   168
04.01.2006 00:00:00;   168
05.01.2006 00:00:00;   168
06.01.2006 00:00:00;   168
07.01.2006 00:00:00;   168
08.01.2006 00:00:00;   168
09.01.2006 00:00:00;   169
10.01.2006 00:00:00;   169
11.01.2006 00:00:00;   168
12.01.2006 00:00:00;   167
13.01.2006 00:00:00;   166
14.01.2006 00:00:00;   166
15.01.2006 00:00:00;   166
16.01.2006 00:00:00;   166
17.01.2006 00:00:00;   166
18.01.2006 00:00:00;   165
19.01.2006 00:00:00;   165
20.01.2006 00:00:00;   165
21.01.2006 00:00:00;   165
22.01.2006 00:00:00;   165
23.01.2006 00:00:00;   164
24.01.2006 00:00:00;   165
25.01.2006 00:00:00;   165
26.01.2006 00:00:00;   163
27.01.2006 00:00:00;   164
28.01.2006 00:00:00;   165
29.01.2006 00:00:00;   165
30.01.2006 00:00:00;   165
31.01.2006 00:00:00;   165
01.02.2006 00:00:00;   165
02.02.2006 00:00:00;   165
03.02.2006 00:00:00;   165
04.02.2006 00:00:00;   165
05.02.2006 00:00:00;   165
06.02.2006 00:00:00;   165
07.02.2006 00:00:00;   165
08.02.2006 00:00:00;   165
09.02.2006 00:00:00;   165
10.02.2006 00:00:00;   165
11.02.2006 00:00:00;   165
12.02.2006 00:00:00;   165
13.02.2006 00:00:00;   165
14.02.2006 00:00:00;   164
15.02.2006 00:00:00;   164
16.02.2006 00:00:00;   164
17.02.2006 00:00:00;   164
18.02.2006 00:00:00;   164
19.02.2006 00:00:00;   167
20.02.2006 00:00:00;   168
21.02.2006 00:00:00;   174
22.02.2006 00:00:00;   174
23.02.2006 00:00:00;   173
24.02.2006 00:00:00;   172
25.02.2006 00:00:00;   171
26.02.2006 00:00:00;   170
27.02.2006 00:00:00;   170
28.02.2006 00:00:00;   170
01.03.2006 00:00:00;   169
02.03.2006 00:00:00;   169
03.03.2006 00:00:00;   169
04.03.2006 00:00:00;   168
05.03.2006 00:00:00;   168
06.03.2006 00:00:00;   168
07.03.2006 00:00:00;   166
08.03.2006 00:00:00;   167
09.03.2006 00:00:00;   167
10.03.2006 00:00:00;   173
11.03.2006 00:00:00;   176
12.03.2006 00:00:00;   174
13.03.2006 00:00:00;   172
14.03.2006 00:00:00;   171
15.03.2006 00:00:00;   170
16.03.2006 00:00:00;   169
17.03.2006 00:00:00;   169
18.03.2006 00:00:00;   169
19.03.2006 00:00:00;   170
20.03.2006 00:00:00;   174
21.03.2006 00:00:00;   174
22.03.2006 00:00:00;   176
23.03.2006 00:00:00;   176
24.03.2006 00:00:00;   176
25.03.2006 00:00:00;   176
26.03.2006 00:00:00;   176
27.03.2006 00:00:00;   175
28.03.2006 00:00:00;   176
29.03.2006 00:00:00;   189
30.03.2006 00:00:00;   184
31.03.2006 00:00:00;   177
01.04.2006 00:00:00;   176
02.04.2006 00:00:00;   174
03.04.2006 00:00:00;   173
04.04.2006 00:00:00;   172
05.04.2006 00:00:00;   172
06.04.2006 00:00:00;   171
07.04.2006 00:00:00;   171
08.04.2006 00:00:00;   171
09.04.2006 00:00:00;   170
10.04.2006 00:00:00;   170
11.04.2006 00:00:00;   171
12.04.2006 00:00:00;   170
13.04.2006 00:00:00;   169
14.04.2006 00:00:00;   168
15.04.2006 00:00:00;   168
16.04.2006 00:00:00;   169
17.04.2006 00:00:00;   169
18.04.2006 00:00:00;   169
19.04.2006 00:00:00;   169
20.04.2006 00:00:00;   169
21.04.2006 00:00:00;   168
22.04.2006 00:00:00;   168
23.04.2006 00:00:00;   168
24.04.2006 00:00:00;   169
25.04.2006 00:00:00;   168
26.04.2006 00:00:00;   169
27.04.2006 00:00:00;   169
28.04.2006 00:00:00;   169
29.04.2006 00:00:00;   170
30.04.2006 00:00:00;   173
01.05.2006 00:00:00;   180
02.05.2006 00:00:00;   176
03.05.2006 00:00:00;   175
04.05.2006 00:00:00;   173
05.05.2006 00:00:00;   172
06.05.2006 00:00:00;   171
07.05.2006 00:00:00;   171
08.05.2006 00:00:00;   170
09.05.2006 00:00:00;   170
10.05.2006 00:00:00;   170
11.05.2006 00:00:00;   169
12.05.2006 00:00:00;   168
13.05.2006 00:00:00;   169
14.05.2006 00:00:00;   172
15.05.2006 00:00:00;   170
16.05.2006 00:00:00;   169
17.05.2006 00:00:00;   171
18.05.2006 00:00:00;   169
19.05.2006 00:00:00;   170
20.05.2006 00:00:00;   169
21.05.2006 00:00:00;   169
22.05.2006 00:00:00;   169
23.05.2006 00:00:00;   169
24.05.2006 00:00:00;   168
25.05.2006 00:00:00;   168
26.05.2006 00:00:00;   168
27.05.2006 00:00:00;   170
28.05.2006 00:00:00;   176
29.05.2006 00:00:00;   173
30.05.2006 00:00:00;   171
31.05.2006 00:00:00;   171
01.06.2006 00:00:00;   170
02.06.2006 00:00:00;   170
03.06.2006 00:00:00;   172
04.06.2006 00:00:00;   177
05.06.2006 00:00:00;   174
06.06.2006 00:00:00;   173
07.06.2006 00:00:00;   171
08.06.2006 00:00:00;   171
09.06.2006 00:00:00;   170
10.06.2006 00:00:00;   170
11.06.2006 00:00:00;   172
12.06.2006 00:00:00;   170
13.06.2006 00:00:00;   170
14.06.2006 00:00:00;   170
15.06.2006 00:00:00;   169
16.06.2006 00:00:00;   169
17.06.2006 00:00:00;   170
18.06.2006 00:00:00;   169
19.06.2006 00:00:00;   169
20.06.2006 00:00:00;   169
21.06.2006 00:00:00;   169
22.06.2006 00:00:00;   169
23.06.2006 00:00:00;   168
24.06.2006 00:00:00;   168
25.06.2006 00:00:00;   168
26.06.2006 00:00:00;   166
27.06.2006 00:00:00;   168
28.06.2006 00:00:00;   166
29.06.2006 00:00:00;   169
30.06.2006 00:00:00;   181
01.07.2006 00:00:00;   173
02.07.2006 00:00:00;   171
03.07.2006 00:00:00;   169
04.07.2006 00:00:00;   168
05.07.2006 00:00:00;   168
06.07.2006 00:00:00;   168
07.07.2006 00:00:00;   167
08.07.2006 00:00:00;   168
09.07.2006 00:00:00;   167
10.07.2006 00:00:00;   167
11.07.2006 00:00:00;   168
12.07.2006 00:00:00;   168
13.07.2006 00:00:00;   167
14.07.2006 00:00:00;   169
15.07.2006 00:00:00;   168
16.07.2006 00:00:00;   167
17.07.2006 00:00:00;   167
18.07.2006 00:00:00;   167
19.07.2006 00:00:00;   167
20.07.2006 00:00:00;   167
21.07.2006 00:00:00;   167
22.07.2006 00:00:00;   167
23.07.2006 00:00:00;   167
24.07.2006 00:00:00;   167
25.07.2006 00:00:00;   166
26.07.2006 00:00:00;   166
27.07.2006 00:00:00;   166
28.07.2006 00:00:00;   166
29.07.2006 00:00:00;   168
30.07.2006 00:00:00;   166
31.07.2006 00:00:00;   165
01.08.2006 00:00:00;   165
02.08.2006 00:00:00;   164
03.08.2006 00:00:00;   169
04.08.2006 00:00:00;   169
05.08.2006 00:00:00;   169
06.08.2006 00:00:00;   172
07.08.2006 00:00:00;   184
08.08.2006 00:00:00;   194
09.08.2006 00:00:00;   180
10.08.2006 00:00:00;   177
11.08.2006 00:00:00;   175
12.08.2006 00:00:00;   174
13.08.2006 00:00:00;   174
14.08.2006 00:00:00;   173
15.08.2006 00:00:00;   172
16.08.2006 00:00:00;   172
17.08.2006 00:00:00;   171
18.08.2006 00:00:00;   171
19.08.2006 00:00:00;   171
20.08.2006 00:00:00;   171
21.08.2006 00:00:00;   172
22.08.2006 00:00:00;   172
23.08.2006 00:00:00;   171
24.08.2006 00:00:00;   171
25.08.2006 00:00:00;   172
26.08.2006 00:00:00;   171
27.08.2006 00:00:00;   171
28.08.2006 00:00:00;   171
29.08.2006 00:00:00;   171
30.08.2006 00:00:00;   170
31.08.2006 00:00:00;   170
01.09.2006 00:00:00;   170
02.09.2006 00:00:00;   170
03.09.2006 00:00:00;   170
04.09.2006 00:00:00;   170
05.09.2006 00:00:00;   170
06.09.2006 00:00:00;   170
07.09.2006 00:00:00;   170
08.09.2006 00:00:00;   171
09.09.2006 00:00:00;   170
10.09.2006 00:00:00;   170
11.09.2006 00:00:00;   170
12.09.2006 00:00:00;   169
13.09.2006 00:00:00;   169
14.09.2006 00:00:00;   168
15.09.2006 00:00:00;   167
16.09.2006 00:00:00;   167
17.09.2006 00:00:00;   167
18.09.2006 00:00:00;   167
19.09.2006 00:00:00;   167
20.09.2006 00:00:00;   167
21.09.2006 00:00:00;   166
22.09.2006 00:00:00;   166
23.09.2006 00:00:00;   167
24.09.2006 00:00:00;   167
25.09.2006 00:00:00;   167
26.09.2006 00:00:00;   167
27.09.2006 00:00:00;   167
28.09.2006 00:00:00;   167
29.09.2006 00:00:00;   167
30.09.2006 00:00:00;   167
01.10.2006 00:00:00;   167
02.10.2006 00:00:00;   167
03.10.2006 00:00:00;   167
04.10.2006 00:00:00;   167
05.10.2006 00:00:00;   167
06.10.2006 00:00:00;   167
07.10.2006 00:00:00;   167
08.10.2006 00:00:00;   167
09.10.2006 00:00:00;   167
10.10.2006 00:00:00;   167
11.10.2006 00:00:00;   167
12.10.2006 00:00:00;   167
13.10.2006 00:00:00;   167
14.10.2006 00:00:00;   167
15.10.2006 00:00:00;   167
16.10.2006 00:00:00;   168
17.10.2006 00:00:00;   167
18.10.2006 00:00:00;   167
19.10.2006 00:00:00;   167
20.10.2006 00:00:00;   167
21.10.2006 00:00:00;   167
22.10.2006 00:00:00;   167
23.10.2006 00:00:00;   167
24.10.2006 00:00:00;   168
25.10.2006 00:00:00;   167
26.10.2006 00:00:00;   167
27.10.2006 00:00:00;   167
28.10.2006 00:00:00;   167
29.10.2006 00:00:00;   167
30.10.2006 00:00:00;   167
31.10.2006 00:00:00;   167
01.11.2006 00:00:00;   168
02.11.2006 00:00:00;   167
03.11.2006 00:00:00;   167
04.11.2006 00:00:00;   167
05.11.2006 00:00:00;   167
06.11.2006 00:00:00;   167
07.11.2006 00:00:00;   167
08.11.2006 00:00:00;   166
09.11.2006 00:00:00;   166
10.11.2006 00:00:00;   166
11.11.2006 00:00:00;   166
12.11.2006 00:00:00;   166
13.11.2006 00:00:00;   166
14.11.2006 00:00:00;   166
15.11.2006 00:00:00;   166
16.11.2006 00:00:00;   166
17.11.2006 00:00:00;   166
18.11.2006 00:00:00;   166
19.11.2006 00:00:00;   166
20.11.2006 00:00:00;   166
21.11.2006 00:00:00;   166
22.11.2006 00:00:00;   167
23.11.2006 00:00:00;   167
24.11.2006 00:00:00;   166
25.11.2006 00:00:00;   165
26.11.2006 00:00:00;   165
27.11.2006 00:00:00;   166
28.11.2006 00:00:00;   167
